class,order,family,genus
Magnoliopsidae,Santalales,Loranthaceae,Englerina
Magnoliopsidae,Santalales,Loranthaceae,Dendrophthoe
Magnoliopsidae,Icacinales,Icacinaceae,Lasianthera
Magnoliopsidae,Aquifoliales,Cardiopteridaceae,Leptaulus
Magnoliopsidae,Laurales,Monimiaceae,Glossocalyx
Magnoliopsidae,Santalales,Olacaceae,Olax
Magnoliopsidae,Fabales,Leguminosae-Caes.,Leonardoxa
Magnoliopsidae,Santalales,Loranthaceae,Globimetula
Magnoliopsidae,Gentianales,Rubiaceae,Rytigynia
Magnoliopsidae,Asparagales,Orchidaceae,Habenaria
Magnoliopsidae,Arecales,Palmae,Oncocalamus
Magnoliopsidae,Ericales,Sapotaceae,Manilkara
Magnoliopsidae,Malvales,Dipterocarpaceae,Trillesanthus
Magnoliopsidae,Santalales,Santalaceae,Thesium
Magnoliopsidae,Gentianales,Gentianaceae,Gentianella
Magnoliopsidae,Gentianales,Rubiaceae,Pentas
Magnoliopsidae,Gentianales,Rubiaceae,Kohautia
Magnoliopsidae,Gentianales,Rubiaceae,Sherbournia
Magnoliopsidae,Brassicales,Capparaceae,Euadenia
Magnoliopsidae,Gentianales,Rubiaceae,Tricalysia
Magnoliopsidae,Gentianales,Rubiaceae,Colletoecema
Magnoliopsidae,Poales,Cyperaceae,Mapania
Magnoliopsidae,Gentianales,Apocynaceae,Pleiocarpa
Magnoliopsidae,Malpighiales,Euphorbiaceae,Dichostemma
Magnoliopsidae,Gentianales,Rubiaceae,Stelechantha
Magnoliopsidae,Gentianales,Rubiaceae,Hymenodictyon
Magnoliopsidae,Malpighiales,Euphorbiaceae,Plukenetia
Magnoliopsidae,Gentianales,Apocynaceae,Landolphia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Myroxylon
Magnoliopsidae,Lamiales,Scrophulariaceae,Rhamphicarpa
Magnoliopsidae,Fabales,Leguminosae-Caes.,Erythrophleum
Magnoliopsidae,Ranunculales,Menispermaceae,Sarcolophium
Magnoliopsidae,Fabales,Leguminosae-Mim.,Fillaeopsis
Magnoliopsidae,Malpighiales,Euphorbiaceae,Klaineanthus
Magnoliopsidae,Fabales,Leguminosae-Mim.,Pentaclethra
Magnoliopsidae,Oxalidales,Connaraceae,Cnestis
Magnoliopsidae,Zingiberales,Zingiberaceae,Aframomum
Magnoliopsidae,Fabales,Leguminosae-Caes.,Sindora
Magnoliopsidae,Malpighiales,Pandaceae,Microdesmis
Magnoliopsidae,Gentianales,Rubiaceae,Leptactina
Magnoliopsidae,Oxalidales,Connaraceae,Hemandradenia
Magnoliopsidae,Ericales,Sapotaceae,Omphalocarpum
Magnoliopsidae,Poales,Rapateaceae,Maschalocephalus
Magnoliopsidae,Malvales,Sterculiaceae,Leptonychia
Magnoliopsidae,Ericales,Sapotaceae,Englerophytum
Magnoliopsidae,Ericales,Sapotaceae,Zeyherella
Magnoliopsidae,Lamiales,Scrophulariaceae,Limosella
Magnoliopsidae,Fabales,Leguminosae-Pap.,Xanthocercis
Magnoliopsidae,Fabales,Leguminosae-Pap.,Mucuna
Magnoliopsidae,Santalales,Olacaceae,Heisteria
Magnoliopsidae,Laurales,Hernandiaceae,Illigera
Magnoliopsidae,Fabales,Leguminosae-Pap.,Canavalia
Magnoliopsidae,Fabales,Leguminosae-Caes.,Hylodendron
Magnoliopsidae,Magnoliales,Annonaceae,Uvariopsis
Magnoliopsidae,Malpighiales,Euphorbiaceae,Grossera
Magnoliopsidae,Gentianales,Apocynaceae,Voacanga
Magnoliopsidae,Fabales,Leguminosae-Mim.,Pseudoprosopis
Magnoliopsidae,Malpighiales,Passifloraceae,Barteria
Magnoliopsidae,Fabales,Leguminosae-Mim.,Calpocalyx
Magnoliopsidae,Oxalidales,Connaraceae,Manotes
Magnoliopsidae,Fabales,Leguminosae-Mim.,Newtonia
Magnoliopsidae,Oxalidales,Connaraceae,Rourea
Magnoliopsidae,Brassicales,Cruciferae,Raphanus
Magnoliopsidae,Malpighiales,Euphorbiaceae,Protomegabaria
Magnoliopsidae,Malpighiales,Centroplacaceae,Centroplacus
Pteropsida,Polypodiales,Dryopteridaceae,Polystichum
Magnoliopsidae,Fabales,Leguminosae-Pap.,Camoensia
Magnoliopsidae,Magnoliales,Annonaceae,Meiocarpidium
Magnoliopsidae,Ericales,Scytopetalaceae,Brazzeia
Magnoliopsidae,Fabales,Leguminosae-Caes.,Oddoniodendron
Magnoliopsidae,Fabales,Leguminosae-Caes.,Stachyothyrsus
Magnoliopsidae,Fabales,Leguminosae-Pap.,Schefflerodendron
Magnoliopsidae,Malpighiales,Passifloraceae,Adenia
Magnoliopsidae,Fabales,Leguminosae-Caes.,Baikiaea
Magnoliopsidae,Malpighiales,Passifloraceae,Paropsiopsis
Magnoliopsidae,Malvales,Sterculiaceae,Scaphopetalum
Magnoliopsidae,Alismatales,Araceae,Pseudohydrosme
Magnoliopsidae,Magnoliales,Annonaceae,Pseudartabotrys
Magnoliopsidae,Sapindales,Meliaceae,Carapa
Magnoliopsidae,Magnoliales,Annonaceae,Afroguatteria
Magnoliopsidae,Ericales,Sapotaceae,Chrysophyllum
Magnoliopsidae,Magnoliales,Annonaceae,Exellia
Magnoliopsidae,Magnoliales,Annonaceae,Hexalobus
Magnoliopsidae,Malpighiales,Ochnaceae,Rhabdophyllum
Magnoliopsidae,Dioscoreales,Burmanniaceae,Gymnosiphon
Magnoliopsidae,Zingiberales,Zingiberaceae,Renealmia
Magnoliopsidae,Magnoliales,Annonaceae,Letestudoxa
Magnoliopsidae,Santalales,Olacaceae,Octoknema
Magnoliopsidae,Magnoliales,Myristicaceae,Coelocaryon
Magnoliopsidae,Caryophyllales,Polygonaceae,Polygonum
Magnoliopsidae,Poales,Cyperaceae,Rhynchospora
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Spergularia
Magnoliopsidae,Brassicales,Cruciferae,Diplotaxis
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Vaccaria
Magnoliopsidae,Brassicales,Cruciferae,Erysimum
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Honckenya
Magnoliopsidae,Celastrales,Celastraceae,Salacia
Pinopsida,Pinales,Pinaceae,Pinus
Magnoliopsidae,Brassicales,Cruciferae,Lepidium
Magnoliopsidae,Fabales,Leguminosae-Caes.,Englerodendron
Magnoliopsidae,Fabales,Leguminosae-Mim.,Samanea
Magnoliopsidae,Magnoliales,Annonaceae,Sanrafaelia
Magnoliopsidae,Lamiales,Gesneriaceae,Saintpaulia
Magnoliopsidae,Lamiales,Gesneriaceae,Streptocarpus
Magnoliopsidae,Magnoliales,Annonaceae,Cleistochlamys
Magnoliopsidae,Magnoliales,Annonaceae,Polyalthia
Magnoliopsidae,Magnoliales,Annonaceae,Mwasumbia
Magnoliopsidae,Alismatales,Araceae,Anchomanes
Magnoliopsidae,Asparagales,Orchidaceae,Dendrochilum
Magnoliopsidae,Myrtales,Onagraceae,Ludwigia
Magnoliopsidae,Saxifragales,Haloragaceae,Myriophyllum
Magnoliopsidae,Sapindales,Meliaceae,Trichilia
Magnoliopsidae,Gentianales,Apocynaceae,Orthopichonia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Acalypha
Magnoliopsidae,Icacinales,Icacinaceae,Lavigeria
Magnoliopsidae,Brassicales,Capparaceae,Ritchiea
Magnoliopsidae,Asterales,Compositae,Gnaphalium
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Arenaria
Magnoliopsidae,Brassicales,Cruciferae,Sisymbrium
Magnoliopsidae,Lamiales,Labiatae,Nepeta
Magnoliopsidae,Lamiales,Scrophulariaceae,Digitalis
Magnoliopsidae,Myrtales,Onagraceae,Epilobium
Magnoliopsidae,Brassicales,Cruciferae,Alyssum
Magnoliopsidae,Apiales,Umbelliferae,Bupleurum
Magnoliopsidae,Boraginales,Boraginaceae,Asperugo
Magnoliopsidae,Ranunculales,Ranunculaceae,Pulsatilla
Magnoliopsidae,Lamiales,Labiatae,Scutellaria
Magnoliopsidae,Brassicales,Cruciferae,Draba
Magnoliopsidae,Ericales,Pyrolaceae,Pyrola
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Paronychia
Magnoliopsidae,Rosales,Rhamnaceae,Rhamnus
Magnoliopsidae,Brassicales,Cruciferae,Noccaea
Magnoliopsidae,Asterales,Compositae,Jacobaea
Magnoliopsidae,Asterales,Campanulaceae,Campanula
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Silene
Magnoliopsidae,Asterales,Compositae,Lactuca
Magnoliopsidae,Caryophylllales,Chenopodiaceae,Chenopodium
Pteropsida,Polypodiales,Adiantaceae,Adiantum
Magnoliopsidae,Caryophyllales,Phytolaccaceae,Rivina
Magnoliopsidae,Malvales,Thymelaeaceae,Peddiea
Magnoliopsidae,Sapindales,Sapindaceae,Chytranthus
Magnoliopsidae,Gentianales,Asclepiadaceae,Stathmostelma
Magnoliopsidae,Asparagales,Asparagaceae,Chlorophytum
Magnoliopsidae,Piperales,Piperaceae,Peperomia
Magnoliopsidae,Sapindales,Sapindaceae,Laccodiscus
Magnoliopsidae,Rosales,Urticaceae,Elatostema
Magnoliopsidae,Rosales,Moraceae,Dorstenia
Magnoliopsidae,Sapindales,Sapindaceae,Allophylus
Magnoliopsidae,Gentianales,Rubiaceae,Rutidea
Magnoliopsidae,Gentianales,Apocynaceae,Strophanthus
Magnoliopsidae,Fabales,Leguminosae-Mim.,Parkia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Ricinodendron
Magnoliopsidae,Sapindales,Sapindaceae,Eriocoelum
Magnoliopsidae,Sapindales,Sapindaceae,Mischocarpus
Magnoliopsidae,Boraginales,Boraginaceae,Cordia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Euphorbia
Magnoliopsidae,Sapindales,Sapindaceae,Pancovia
Magnoliopsidae,Alismatales,Aponogetonaceae,Aponogeton
Magnoliopsidae,Nymphaeales,Nymphaeaceae,Nymphaea
Magnoliopsidae,Asterales,Menyanthaceae,Nymphoides
Magnoliopsidae,Lamiales,Lentibulariaceae,Utricularia
Magnoliopsidae,Malpighiales,Hypericaceae,Psorospermum
Magnoliopsidae,Malvales,Thymelaeaceae,Dicranolepis
Magnoliopsidae,Sapindales,Rutaceae,Zanthoxylum
Magnoliopsidae,Asparagales,Asparagaceae,Sansevieria
Magnoliopsidae,Sapindales,Meliaceae,Pterorhachis
Magnoliopsidae,Gentianales,Rubiaceae,Nauclea
Magnoliopsidae,Rosales,Moraceae,Treculia
Magnoliopsidae,Lamiales,Acanthaceae,Mendoncia
Magnoliopsidae,Laurales,Lauraceae,Beilschmiedia
Magnoliopsidae,Malvales,Sterculiaceae,Cola
Magnoliopsidae,Sapindales,Anacardiaceae,Trichoscypha
Magnoliopsidae,Celastrales,Celastraceae,Hippocratea
Magnoliopsidae,Commelinales,Commelinaceae,Amischotolype
Magnoliopsidae,Asterales,Compositae,Solanecio
Magnoliopsidae,Sapindales,Rutaceae,Clausena
Magnoliopsidae,Asparagales,Asparagaceae,Muscari
Magnoliopsidae,Icacinales,Icacinaceae,Iodes
Magnoliopsidae,Poales,Juncaceae,Juncus
Magnoliopsidae,Gentianales,Rubiaceae,Phuopsis
Magnoliopsidae,Apiales,Umbelliferae,Ammi
Magnoliopsidae,Lamiales,Scrophulariaceae,Kickxia
Magnoliopsidae,Asterales,Compositae,Bidens
Magnoliopsidae,Myrtales,Lythraceae,Lythrum
Magnoliopsidae,Asterales,Campanulaceae,Wahlenbergia
Magnoliopsidae,Rosales,Rosaceae,Cotoneaster
Magnoliopsidae,Asparagales,Asparagaceae,Polygonatum
Magnoliopsidae,Asterales,Compositae,Hyoseris
Magnoliopsidae,Brassicales,Resedaceae,Reseda
Magnoliopsidae,Fabales,Leguminosae-Pap.,Securigera
Magnoliopsidae,Malvales,Malvaceae,Lavatera
Magnoliopsidae,Fabales,Leguminosae-Pap.,Hippocrepis
Magnoliopsidae,Malpighiales,Hypericaceae,Hypericum
Magnoliopsidae,Lamiales,Labiatae,Salvia
Magnoliopsidae,Fabales,Leguminosae-Caes.,Schotia
Magnoliopsidae,Lamiales,Labiatae,Clinopodium
Magnoliopsidae,Apiales,Umbelliferae,Trochiscanthes
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Corrigiola
Magnoliopsidae,Lamiales,Labiatae,Mentha
Magnoliopsidae,Malvales,Thymelaeaceae,Daphne
Magnoliopsidae,Fagales,Betulaceae,Alnus
Magnoliopsidae,Alismatales,Posidoniaceae,Posidonia
Magnoliopsidae,Poales,Typhaceae,Typha
Magnoliopsidae,Lamiales,Labiatae,Teucrium
Magnoliopsidae,Caryophyllales,Polygonaceae,Rumex
Magnoliopsidae,Caryophyllales,Droseraceae,Drosera
Magnoliopsidae,Lamiales,Acanthaceae,Acanthus
Magnoliopsidae,Malpighiales,Euphorbiaceae,Keayodendron
Magnoliopsidae,Myrtales,Melastomataceae,Tristemma
Magnoliopsidae,Gentianales,Rubiaceae,Pentaloncha
Magnoliopsidae,Sapindales,Sapindaceae,Placodiscus
Magnoliopsidae,Malvales,Tiliaceae,Grewia
Magnoliopsidae,Myrtales,Melastomataceae,Guyonia
Magnoliopsidae,Gentianales,Rubiaceae,Temnopteryx
Magnoliopsidae,Dioscoreales,Burmanniaceae,Campylosiphon
Magnoliopsidae,Fabales,Leguminosae-Caes.,Librevillea
Magnoliopsidae,Celastrales,Celastraceae,Pristimera
Magnoliopsidae,Asterales,Compositae,Cirsium
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Cyclanthera
Magnoliopsidae,Lamiales,Oleaceae,Jasminum
Magnoliopsidae,Piperales,Aristolochiaceae,Aristolochia
Magnoliopsidae,Asparagales,Asparagaceae,Ornithogalum
Magnoliopsidae,Fabales,Leguminosae-Pap.,Lathyrus
Magnoliopsidae,Gentianales,Rubiaceae,Sherardia
Magnoliopsidae,Lamiales,Labiatae,Marrubium
Magnoliopsidae,Ranunculales,Ranunculaceae,Ranunculus
Magnoliopsidae,Lamiales,Labiatae,Melittis
Magnoliopsidae,Asparagales,Orchidaceae,Ophrys
Magnoliopsidae,Boraginales,Boraginaceae,Lithospermum
Magnoliopsidae,Fabales,Leguminosae-Pap.,Argyrolobium
Magnoliopsidae,Asparagales,Amaryllidaceae,Allium
Magnoliopsidae,Dioscoreales,Dioscoreaceae,Dioscorea
Magnoliopsidae,Brassicales,Cruciferae,Hesperis
Magnoliopsidae,Brassicales,Cruciferae,Hormathophylla
Magnoliopsidae,Brassicales,Cruciferae,Hornungia
Magnoliopsidae,Asterales,Compositae,Anthemis
Magnoliopsidae,Ericales,Primulaceae,Asterolinon
Magnoliopsidae,Gentianales,Rubiaceae,Valantia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Melilotus
Magnoliopsidae,Poales,Cyperaceae,Scirpoides
Magnoliopsidae,Brassicales,Cruciferae,Matthiola
Pteropsida,Equisetales,Equisetaceae,Equisetum
Magnoliopsidae,Rosales,Rosaceae,Pyrus
Magnoliopsidae,Malpighiales,Linaceae,Linum
Magnoliopsidae,Ericales,Primulaceae,Coris
Magnoliopsidae,Lamiales,Oleaceae,Fraxinus
Magnoliopsidae,Lamiales,Plantaginaceae,Plantago
Magnoliopsidae,Boraginales,Boraginaceae,Symphytum
Magnoliopsidae,Apiales,Umbelliferae,Conium
Magnoliopsidae,Poales,Gramineae,Bromopsis
Magnoliopsidae,Poales,Gramineae,Danthonia
Magnoliopsidae,Aquifoliales,Aquifoliaceae,Ilex
Magnoliopsidae,Poales,Cyperaceae,Eleogiton
Pteropsida,Salviniales,Marsileaceae,Pilularia
Magnoliopsidae,Asparagales,Orchidaceae,Coilostylis
Magnoliopsidae,Asparagales,Orchidaceae,Listrostachys
Magnoliopsidae,Asparagales,Orchidaceae,Liparis
Magnoliopsidae,Apiales,Umbelliferae,Pimpinella
Magnoliopsidae,Oxalidales,Oxalidaceae,Oxalis
Magnoliopsidae,Sapindales,Meliaceae,Turraea
Magnoliopsidae,Caryophyllales,Amaranthaceae,Aerva
Magnoliopsidae,Celastrales,Celastraceae,Thyrsosalacia
Magnoliopsidae,Lamiales,Acanthaceae,Anisotes
Magnoliopsidae,Lamiales,Gesneriaceae,Epithema
Magnoliopsidae,Ranunculales,Menispermaceae,Dioscoreophyllum
Magnoliopsidae,Sapindales,Anacardiaceae,Sorindeia
Magnoliopsidae,Sapindales,Sapindaceae,Blighia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Centrosema
Basidiomycota,Boletales,Boletaceae,Boletus
Magnoliopsidae,Ericales,Lecythidaceae,Napoleonaea
Magnoliopsidae,Sapindales,Anacardiaceae,Pseudospondias
Magnoliopsidae,Fabales,Leguminosae-Caes.,Senna
Magnoliopsidae,Fabales,Leguminosae-Pap.,Baphia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Bobgunnia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Pueraria
Magnoliopsidae,Sapindales,Sapindaceae,Radlkofera
Magnoliopsidae,Fabales,Leguminosae-Caes.,Distemonanthus
Magnoliopsidae,Oxalidales,Huaceae,Hua
Magnoliopsidae,Solanales,Convolvulaceae,Calycobolus
Magnoliopsidae,Solanales,Convolvulaceae,Dipteropeltis
Magnoliopsidae,Fabales,Leguminosae-Pap.,Platysepalum
Magnoliopsidae,Sapindales,Burseraceae,Santiria
Magnoliopsidae,Ranunculales,Menispermaceae,Leptoterantha
Magnoliopsidae,Rosales,Moraceae,Myrianthus
Magnoliopsidae,Fabales,Leguminosae-Caes.,Cryptosepalum
Magnoliopsidae,Commelinales,Commelinaceae,Palisota
Magnoliopsidae,Malpighiales,Euphorbiaceae,Dalechampia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Mareyopsis
Magnoliopsidae,Gentianales,Apocynaceae,Tabernaemontana
Magnoliopsidae,Brassicales,Capparaceae,Cleome
Magnoliopsidae,Fabales,Leguminosae-Pap.,Dalbergiella
Magnoliopsidae,Sapindales,Sapindaceae,Ganophyllum
Magnoliopsidae,Fabales,Leguminosae-Pap.,Aganope
Magnoliopsidae,Malpighiales,Ochnaceae,Testulea
Magnoliopsidae,Fabales,Leguminosae-Mim.,Acacia
Magnoliopsidae,Asterales,Compositae,Centratherum
Magnoliopsidae,Lamiales,Scrophulariaceae,Torenia
Magnoliopsidae,Gentianales,Rubiaceae,Calycosiphonia
Magnoliopsidae,Gentianales,Rubiaceae,Nichallea
Magnoliopsidae,Gentianales,Apocynaceae,Hunteria
Magnoliopsidae,Ranunculales,Menispermaceae,Penianthus
Magnoliopsidae,Sapindales,Meliaceae,Leplaea
Magnoliopsidae,Malvales,Sterculiaceae,Chlamydocola
Magnoliopsidae,Sapindales,Sapindaceae,Cardiospermum
Magnoliopsidae,Icacinales,Icacinaceae,Chlamydocarya
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Cayaponia
Magnoliopsidae,Malpighiales,Guttiferae,Allanblackia
Magnoliopsidae,Fabales,Leguminosae-Mim.,Piptadeniastrum
Magnoliopsidae,Gentianales,Apocynaceae,Dewevrella
Magnoliopsidae,Gentianales,Apocynaceae,Alafia
Magnoliopsidae,Ericales,Lecythidaceae,Petersianthus
Magnoliopsidae,Santalales,Loranthaceae,Helixanthera
Magnoliopsidae,Malpighiales,Euphorbiaceae,Hymenocardia
Magnoliopsidae,Fabales,Leguminosae-Caes.,Gigasiphon
Magnoliopsidae,Ericales,Sapotaceae,Baillonella
Magnoliopsidae,Fabales,Leguminosae-Mim.,Cathormion
Magnoliopsidae,Alismatales,Hydrocharitaceae,Ottelia
Magnoliopsidae,Apiales,Umbelliferae,Orlaya
Magnoliopsidae,Lamiales,Labiatae,Stachys
Magnoliopsidae,Ericales,Primulaceae,Anagallis
Magnoliopsidae,Gentianales,Gentianaceae,Centaurium
Magnoliopsidae,Fabales,Polygalaceae,Polygala
Magnoliopsidae,Fabales,Leguminosae-Pap.,Dorycnium
Magnoliopsidae,Lamiales,Labiatae,Ajuga
Magnoliopsidae,Asterales,Compositae,Bellidiastrum
Magnoliopsidae,Poales,Juncaceae,Luzula
Magnoliopsidae,Brassicales,Cruciferae,Erucastrum
Magnoliopsidae,Asparagales,Orchidaceae,Dactylorhiza
Magnoliopsidae,Brassicales,Cruciferae,Alyssoides
Pteropsida,Ophioglossales,Ophioglossaceae,Botrychium
Magnoliopsidae,Alismatales,Juncaginaceae,Triglochin
Magnoliopsidae,Ericales,Primulaceae,Androsace
Magnoliopsidae,Asterales,Compositae,Artemisia
Pteropsida,Polypodiales,Cystopteridaceae,Gymnocarpium
Magnoliopsidae,Lamiales,Lentibulariaceae,Pinguicula
Magnoliopsidae,Asterales,Compositae,Doronicum
Magnoliopsidae,Lamiales,Scrophulariaceae,Bartsia
Magnoliopsidae,Lamiales,Scrophulariaceae,Odontites
Magnoliopsidae,Asterales,Compositae,Leontopodium
Magnoliopsidae,Brassicales,Cruciferae,Iberis
Magnoliopsidae,Ranunculales,Ranunculaceae,Delphinium
Magnoliopsidae,Alismatales,Hydrocharitaceae,Vallisneria
Magnoliopsidae,Alismatales,Najadaceae,Najas
Magnoliopsidae,Asparagales,Orchidaceae,Nervilia
Magnoliopsidae,Asparagales,Orchidaceae,Paphiopedilum
Magnoliopsidae,Fabales,Leguminosae-Caes.,Maniltoa
Magnoliopsidae,Poales,Gramineae,Guaduella
Magnoliopsidae,Liliales,Liliaceae,Gloriosa
Magnoliopsidae,Apiales,Umbelliferae,Hydrocotyle
Magnoliopsidae,Asparagales,Orchidaceae,Rangaeris
Magnoliopsidae,Asparagales,Iridaceae,Gladiolus
Magnoliopsidae,Asterales,Compositae,Aristeguietia
Magnoliopsidae,Ranunculales,Menispermaceae,Kolobopetalum
Pinopsida,Gnetales,Gnetaceae,Gnetum
Magnoliopsidae,Sapindales,Sapindaceae,Paullinia
Magnoliopsidae,Gentianales,Apocynaceae,Baissea
Magnoliopsidae,Malpighiales,Euphorbiaceae,Duvigneaudia
Magnoliopsidae,Asparagales,Orchidaceae,Genyorchis
Magnoliopsidae,Asparagales,Orchidaceae,Acampe
Magnoliopsidae,Asparagales,Orchidaceae,Ossiculum
Magnoliopsidae,Asparagales,Orchidaceae,Rhipidoglossum
Magnoliopsidae,Asparagales,Orchidaceae,Plectrelminthus
Magnoliopsidae,Asparagales,Orchidaceae,Eulophia
Magnoliopsidae,Asparagales,Orchidaceae,Oeceoclades
Magnoliopsidae,Lamiales,Verbenaceae,Verbena
Magnoliopsidae,Lamiales,Scrophulariaceae,Verbascum
Magnoliopsidae,Caryophyllales,Polygonaceae,Fallopia
Magnoliopsidae,Lamiales,Labiatae,Micromeria
Magnoliopsidae,Ericales,Ericaceae,Erica
Magnoliopsidae,Fabales,Leguminosae-Pap.,Galega
Magnoliopsidae,Alismatales,Hydrocharitaceae,Elodea
Magnoliopsidae,Lamiales,Scrophulariaceae,Euphrasia
Magnoliopsidae,Apiales,Umbelliferae,Eryngium
Magnoliopsidae,Dipsacales,Caprifoliaceae,Lonicera
Magnoliopsidae,Fabales,Leguminosae-Pap.,Ulex
Magnoliopsidae,Asterales,Campanulaceae,Phyteuma
Magnoliopsidae,Caryophyllales,Plumbaginaceae,Armeria
Magnoliopsidae,Brassicales,Cruciferae,Coincya
Magnoliopsidae,Caryophyllales,Amaranthaceae,Amaranthus
Magnoliopsidae,Saxifragales,Saxifragaceae,Chrysosplenium
Magnoliopsidae,Vitales,Vitaceae,Parthenocissus
Magnoliopsidae,Solanales,Solanaceae,Nicandra
Magnoliopsidae,Asparagales,Orchidaceae,Pseudorchis
Magnoliopsidae,Saxifragales,Crassulaceae,Sedum
Magnoliopsidae,Liliales,Liliaceae,Veratrum
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Drypis
Magnoliopsidae,Apiales,Umbelliferae,Trinia
Magnoliopsidae,Brassicales,Cruciferae,Isatis
Magnoliopsidae,Ericales,Primulaceae,Cyclamen
Magnoliopsidae,Asparagales,Asparagaceae,Asparagus
Magnoliopsidae,Lamiales,Labiatae,Galeopsis
Magnoliopsidae,Ranunculales,Papaveraceae,Pseudo-fumaria
Pteropsida,Polypodiales,Dryopteridaceae,Dryopteris
Magnoliopsidae,Fabales,Leguminosae-Pap.,Vicia
Magnoliopsidae,Brassicales,Cruciferae,Cochlearia
Magnoliopsidae,Malpighiales,Salicaceae,Populus
Magnoliopsidae,Ericales,Sapotaceae,Gambeya
Magnoliopsidae,Malpighiales,Dichapetalaceae,Tapura
Magnoliopsidae,Asterales,Compositae,Cheirolophus
Magnoliopsidae,Rosales,Rosaceae,Rubus
Magnoliopsidae,Asterales,Compositae,Bethencourtia
Pinopsida,Cupressales,Cupressaceae,Juniperus
Magnoliopsidae,Asparagales,Orchidaceae,Manniella
Magnoliopsidae,Ericales,Clethraceae,Clethra
Magnoliopsidae,Asparagales,Orchidaceae,Chauliodon
Magnoliopsidae,Zingiberales,Marantaceae,Halopegia
Magnoliopsidae,Zingiberales,Marantaceae,Afrocalathea
Magnoliopsidae,Zingiberales,Marantaceae,Ataenidia
Magnoliopsidae,Zingiberales,Marantaceae,Trachyphrynium
Magnoliopsidae,Geraniales,Geraniaceae,Erodium
Magnoliopsidae,Asterales,Compositae,Filago
Magnoliopsidae,Asterales,Compositae,Cotula
Magnoliopsidae,Lamiales,Hippuridaceae,Hippuris
Magnoliopsidae,Asterales,Compositae,Petasites
Magnoliopsidae,Asterales,Compositae,Silybum
Magnoliopsidae,Asparagales,Orchidaceae,Neottia
Magnoliopsidae,Lamiales,Pedaliaceae,Sesamopteris
Magnoliopsidae,Brassicales,Cruciferae,Rorippa
Magnoliopsidae,Brassicales,Cruciferae,Lunaria
Magnoliopsidae,Brassicales,Cruciferae,Cakile
Magnoliopsidae,Brassicales,Cruciferae,Crambe
Magnoliopsidae,Brassicales,Cruciferae,Camelina
Magnoliopsidae,Brassicales,Cruciferae,Moricandia
Magnoliopsidae,Brassicales,Cruciferae,Enarthrocarpus
Magnoliopsidae,Brassicales,Cruciferae,Didesmus
Magnoliopsidae,Brassicales,Cruciferae,Coronopus
Magnoliopsidae,Brassicales,Cruciferae,Biscutella
Magnoliopsidae,Brassicales,Cruciferae,Malcolmia
Magnoliopsidae,Brassicales,Cruciferae,Aubrieta
Magnoliopsidae,Brassicales,Cruciferae,Aurinia
Magnoliopsidae,Brassicales,Cruciferae,Carrichtera
Magnoliopsidae,Brassicales,Pentadiplandraceae,Pentadiplandra
Magnoliopsidae,Brassicales,Cruciferae,Eruca
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Saponaria
Magnoliopsidae,Poales,Gramineae,Oreochloa
Magnoliopsidae,Lamiales,Scrophulariaceae,Mimulus
Magnoliopsidae,Poales,Gramineae,Poa
Magnoliopsidae,Sapindales,Meliaceae,Neoguarea
Magnoliopsidae,Sapindales,Meliaceae,Entandrophragma
Magnoliopsidae,Myrtales,Combretaceae,Strephonema
Magnoliopsidae,Magnoliales,Annonaceae,Mischogyne
Magnoliopsidae,Malpighiales,Ochnaceae,Idertia
Magnoliopsidae,Malpighiales,Ochnaceae,Sauvagesia
Magnoliopsidae,Fabales,Leguminosae-Mim.,Adenopodia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Craibia
Magnoliopsidae,Fabales,Leguminosae-Mim.,Cylicodiscus
Magnoliopsidae,Fabales,Leguminosae-Caes.,Brownea
Magnoliopsidae,Fabales,Leguminosae-Caes.,Sindoropsis
Magnoliopsidae,Fabales,Leguminosae-Caes.,Vouacapoua
Magnoliopsidae,Fabales,Leguminosae-Caes.,Stemonocoleus
Magnoliopsidae,Fabales,Polygalaceae,Atroxima
Magnoliopsidae,Fabales,Leguminosae-Pap.,Amphimas
Magnoliopsidae,Fabales,Leguminosae-Caes.,Monopetalanthus
Magnoliopsidae,Fabales,Leguminosae-Caes.,Ceratonia
