0,1,2,3,4,5,6,7,8,9,10,11
0.0034528163631556406,0.0018181006519145898,0.0006024963735907572,0.042865492708791995,0.02152121090667988,0.0017565604820254633,0.018197709263604957,0.014057960277401986,0.013634104991245104,0.015356390602899717,0.0022573475811694214,0.03505728578805274
