0,1,2,3,4,5,6,7,8,9,10,11
0.0044647953419574326,0.001809505077385965,0.0003358299946891529,0.03870613917771912,0.017658962874777407,0.00015391502083000243,0.01672079888212607,0.01764253524889006,0.01411698602417998,0.010394194762791797,0.0009220650028308103,0.0376933822498986
