Options:
Model:                           MultiState
Tree File Name:                  data/jan_nat_species_11-07-25.tre
Data File Name:                  data/jan_nat_species_11-07-25.txt
Log File Name:                   data/jan_nat_species_11-07-25.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            152725646
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         0
MCMC ML Start:                   False
Schedule File:                   data/jan_nat_species_11-07-25.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q02                          None
    q03                          None
    q10                          None
    q12                          None
    q13                          None
    q20                          None
    q21                          None
    q23                          None
    q30                          None
    q31                          None
    q32                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 0.10 
        q02 - uniform 0.00 0.10 
        q03 - uniform 0.00 0.10 
        q10 - uniform 0.00 0.10 
        q12 - uniform 0.00 0.10 
        q13 - uniform 0.00 0.10 
        q20 - uniform 0.00 0.10 
        q21 - uniform 0.00 0.10 
        q23 - uniform 0.00 0.10 
        q30 - uniform 0.00 0.10 
        q31 - uniform 0.00 0.10 
        q32 - uniform 0.00 0.10 
Tree Information
     Trees:                      1
     Taxa:                       2990
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
277000	-1044.418920	1	0.000061	0.000231	0.000037	0.025745	0.001670	0.001419	0.000151	0.016326	0.003513	0.006854	0.001402	0.000749	0.006097	0.107917	0.881906	0.004080	
278000	-1045.825934	1	0.000105	0.000283	0.000035	0.024704	0.003235	0.001876	0.001036	0.021441	0.003851	0.004777	0.002181	0.003081	0.007081	0.196455	0.782708	0.013756	
279000	-1043.921118	1	0.000176	0.000225	0.000027	0.023974	0.003965	0.001430	0.003683	0.016609	0.004067	0.006374	0.001010	0.001731	0.005164	0.217623	0.770109	0.007103	
280000	-1047.591965	1	0.000180	0.000138	0.000023	0.027660	0.001108	0.001787	0.001055	0.017682	0.002629	0.006005	0.000709	0.003732	0.001786	0.039630	0.939543	0.019041	
281000	-1047.624341	1	0.000074	0.000247	0.000062	0.023174	0.002311	0.001542	0.005660	0.017984	0.003999	0.005782	0.002218	0.003100	0.003303	0.085635	0.893415	0.017647	
282000	-1050.040809	1	0.000265	0.000136	0.000082	0.026821	0.002481	0.002160	0.000421	0.019372	0.005413	0.006862	0.000685	0.002554	0.004372	0.145046	0.838622	0.011960	
283000	-1047.124200	1	0.000020	0.000166	0.000063	0.025562	0.001035	0.000804	0.001600	0.014151	0.003726	0.006023	0.001996	0.001240	0.002209	0.048413	0.943273	0.006104	
284000	-1046.751755	1	0.000060	0.000263	0.000020	0.024491	0.001367	0.001216	0.004960	0.016999	0.002643	0.006324	0.000429	0.002807	0.003066	0.038676	0.945381	0.012877	
285000	-1050.013672	1	0.000329	0.000127	0.000049	0.022735	0.004980	0.001392	0.003497	0.016502	0.005741	0.007446	0.000960	0.003435	0.004505	0.362541	0.615288	0.017666	
286000	-1051.532686	1	0.000052	0.000201	0.000064	0.033580	0.005606	0.001634	0.000261	0.024983	0.002732	0.005306	0.000867	0.001546	0.001960	0.085888	0.906819	0.005333	
287000	-1043.728515	1	0.000124	0.000212	0.000017	0.026213	0.002817	0.002121	0.000019	0.018385	0.003576	0.005553	0.002829	0.001686	0.005267	0.166114	0.819467	0.009152	
288000	-1046.646797	1	0.000079	0.000332	0.000023	0.027401	0.005255	0.001639	0.000031	0.023874	0.003231	0.006165	0.001978	0.001239	0.006920	0.190924	0.796001	0.006154	
289000	-1044.655403	1	0.000260	0.000135	0.000029	0.024113	0.004213	0.001307	0.001606	0.016981	0.003939	0.006341	0.000920	0.002306	0.003697	0.319235	0.668094	0.008974	
290000	-1046.627582	1	0.000226	0.000169	0.000020	0.025434	0.006255	0.000434	0.001640	0.024535	0.004679	0.004918	0.001291	0.001788	0.002623	0.238372	0.752901	0.006104	
291000	-1046.089058	1	0.000128	0.000218	0.000005	0.021994	0.002759	0.000734	0.000673	0.014239	0.005920	0.006567	0.001198	0.002064	0.007182	0.501824	0.482517	0.008476	
292000	-1043.819272	1	0.000163	0.000222	0.000039	0.026756	0.002171	0.001169	0.000651	0.017614	0.004324	0.004843	0.002206	0.001543	0.006875	0.134636	0.851721	0.006769	
293000	-1048.664811	1	0.000091	0.000336	0.000017	0.027506	0.004127	0.003056	0.000314	0.020559	0.002236	0.006285	0.002264	0.002247	0.009156	0.210261	0.767389	0.013194	
294000	-1046.068244	1	0.000077	0.000233	0.000026	0.025404	0.001662	0.000906	0.003973	0.016842	0.004667	0.004404	0.002963	0.002397	0.003363	0.058667	0.927105	0.010864	
295000	-1044.999985	1	0.000101	0.000206	0.000016	0.021417	0.002453	0.000978	0.003922	0.017256	0.004065	0.006416	0.000833	0.001699	0.003116	0.124279	0.865452	0.007153	
296000	-1046.256456	1	0.000119	0.000258	0.000015	0.022153	0.003250	0.001740	0.004690	0.016092	0.002868	0.004811	0.001249	0.001149	0.005918	0.167359	0.822615	0.004108	
297000	-1045.405645	1	0.000079	0.000270	0.000026	0.025357	0.002997	0.000427	0.002222	0.016107	0.005570	0.005208	0.001261	0.002075	0.006288	0.239290	0.746736	0.007687	
298000	-1047.727142	1	0.000072	0.000245	0.000035	0.024329	0.003044	0.002269	0.003144	0.020672	0.003555	0.006199	0.001491	0.004463	0.003160	0.134683	0.831946	0.030212	
299000	-1051.813508	1	0.000007	0.000386	0.000004	0.025203	0.002178	0.000727	0.005957	0.013405	0.003726	0.006622	0.001018	0.002426	0.005691	0.079227	0.903652	0.011430	
300000	-1043.484506	1	0.000135	0.000207	0.000026	0.027975	0.003719	0.001531	0.000433	0.019991	0.003124	0.005293	0.002443	0.001950	0.003289	0.137139	0.850413	0.009159	
301000	-1046.851650	1	0.000225	0.000235	0.000011	0.027548	0.001089	0.001650	0.002477	0.016842	0.003582	0.004450	0.003684	0.001349	0.006343	0.035885	0.951414	0.006359	
302000	-1047.695082	1	0.000124	0.000194	0.000036	0.026497	0.005095	0.000696	0.001894	0.023997	0.004651	0.004178	0.003544	0.001323	0.002292	0.155898	0.835339	0.006471	
303000	-1048.939477	1	0.000147	0.000133	0.000060	0.021339	0.005067	0.001172	0.007094	0.017541	0.003255	0.006440	0.001073	0.001861	0.001395	0.174044	0.816978	0.007583	
304000	-1045.236047	1	0.000199	0.000177	0.000040	0.027768	0.002799	0.001931	0.000907	0.017291	0.002596	0.006074	0.001023	0.002513	0.003777	0.139686	0.845385	0.011153	
305000	-1049.457714	1	0.000313	0.000132	0.000023	0.024724	0.004385	0.003315	0.005779	0.018164	0.002689	0.004381	0.003426	0.002399	0.002853	0.167055	0.818473	0.011619	
306000	-1044.209804	1	0.000072	0.000160	0.000028	0.022629	0.003403	0.001441	0.002165	0.017728	0.004159	0.005304	0.000980	0.001630	0.002205	0.225011	0.766973	0.005811	
307000	-1050.918267	1	0.000041	0.000240	0.000030	0.027580	0.002563	0.002897	0.000776	0.021390	0.005346	0.008202	0.001369	0.001769	0.003848	0.076051	0.909990	0.010111	
308000	-1046.326164	1	0.000216	0.000226	0.000053	0.024578	0.003483	0.002131	0.002198	0.016877	0.002588	0.006960	0.000809	0.001227	0.007886	0.193795	0.792821	0.005498	
309000	-1046.622016	1	0.000258	0.000184	0.000009	0.027987	0.003487	0.002403	0.000313	0.019591	0.002810	0.005779	0.002186	0.003292	0.004120	0.183231	0.793125	0.019525	
310000	-1046.854433	1	0.000205	0.000170	0.000025	0.027766	0.006389	0.000409	0.000812	0.019435	0.004909	0.003868	0.002533	0.000657	0.003549	0.380759	0.611482	0.004211	
311000	-1050.411283	1	0.000370	0.000234	0.000041	0.025852	0.004493	0.002627	0.003585	0.020893	0.002098	0.006047	0.002324	0.002951	0.006722	0.219084	0.753715	0.020479	
312000	-1045.606220	1	0.000136	0.000255	0.000014	0.023861	0.002925	0.001334	0.001325	0.012747	0.005903	0.006809	0.001745	0.001369	0.012473	0.506414	0.473084	0.008028	
313000	-1043.603762	1	0.000138	0.000179	0.000016	0.025001	0.004387	0.001003	0.000390	0.021551	0.004309	0.007121	0.001706	0.001550	0.002417	0.180727	0.808854	0.008002	
314000	-1046.045551	1	0.000141	0.000245	0.000026	0.024128	0.005107	0.001183	0.002309	0.019654	0.006467	0.005213	0.002300	0.001426	0.006307	0.365894	0.620754	0.007045	
315000	-1045.894157	1	0.000190	0.000141	0.000078	0.029149	0.003831	0.000612	0.000207	0.018563	0.005347	0.005160	0.002070	0.001801	0.002502	0.187782	0.801895	0.007822	
316000	-1046.154199	1	0.000171	0.000192	0.000032	0.023013	0.006892	0.000004	0.000490	0.018399	0.008672	0.006664	0.001471	0.000899	0.004421	0.698249	0.291916	0.005414	
317000	-1044.829710	1	0.000073	0.000186	0.000043	0.025229	0.001595	0.001189	0.004010	0.013070	0.004365	0.005407	0.002848	0.001243	0.002730	0.071248	0.919798	0.006224	
318000	-1049.598983	1	0.000288	0.000185	0.000088	0.025937	0.003255	0.000180	0.003339	0.015563	0.006390	0.006667	0.001106	0.002631	0.005609	0.211546	0.770813	0.012032	
319000	-1048.784270	1	0.000331	0.000153	0.000017	0.025624	0.004247	0.000178	0.004909	0.017922	0.005111	0.005517	0.002019	0.002739	0.002550	0.143964	0.840619	0.012867	
320000	-1054.752376	1	0.000065	0.000249	0.000043	0.025413	0.013289	0.000889	0.005721	0.025852	0.003659	0.005534	0.000404	0.002869	0.002231	0.299370	0.690015	0.008385	
321000	-1046.225485	1	0.000120	0.000223	0.000060	0.026612	0.004987	0.001833	0.000531	0.022903	0.004054	0.005123	0.002423	0.002831	0.003900	0.216376	0.766433	0.013291	
322000	-1047.591041	1	0.000330	0.000118	0.000007	0.027806	0.007837	0.002283	0.000155	0.023337	0.004564	0.005360	0.002370	0.001013	0.004344	0.354478	0.635244	0.005933	
323000	-1045.335747	1	0.000114	0.000234	0.000035	0.028485	0.002098	0.002549	0.000165	0.017955	0.003596	0.006773	0.002052	0.001059	0.006698	0.085963	0.901462	0.005877	
324000	-1044.123433	1	0.000121	0.000176	0.000001	0.024951	0.006042	0.001190	0.000023	0.020066	0.005491	0.007067	0.001614	0.001035	0.002825	0.373826	0.617457	0.005892	
325000	-1045.375857	1	0.000088	0.000192	0.000028	0.023706	0.005485	0.001770	0.000111	0.024632	0.003259	0.006095	0.001216	0.002231	0.002469	0.250381	0.738027	0.009123	
326000	-1046.867583	1	0.000294	0.000146	0.000001	0.022477	0.003164	0.001515	0.003078	0.011981	0.005316	0.005381	0.002258	0.000693	0.010021	0.509732	0.474477	0.005770	
327000	-1048.732443	1	0.000190	0.000185	0.000006	0.026129	0.004431	0.003688	0.001862	0.019124	0.001896	0.007878	0.002187	0.000722	0.003654	0.132093	0.859451	0.004802	
328000	-1045.874270	1	0.000060	0.000234	0.000036	0.027564	0.005617	0.000450	0.000648	0.021830	0.005647	0.006946	0.002319	0.001843	0.002757	0.190612	0.796443	0.010188	
329000	-1050.894730	1	0.000398	0.000123	0.000046	0.026998	0.006541	0.001669	0.001914	0.021564	0.005008	0.007106	0.000438	0.001161	0.004732	0.302683	0.688295	0.004290	
330000	-1047.193334	1	0.000203	0.000149	0.000044	0.025835	0.000659	0.002217	0.003793	0.017390	0.002017	0.004789	0.002235	0.002953	0.001966	0.019288	0.964930	0.013816	
331000	-1051.091561	1	0.000461	0.000043	0.000011	0.028459	0.008446	0.000120	0.003589	0.017372	0.004819	0.004514	0.002481	0.001117	0.002244	0.394059	0.597911	0.005786	
332000	-1048.009604	1	0.000273	0.000126	0.000004	0.024974	0.002569	0.001890	0.002043	0.016277	0.003693	0.008223	0.000338	0.000898	0.002886	0.116567	0.876153	0.004393	
333000	-1050.979006	1	0.000092	0.000184	0.000041	0.031261	0.000889	0.001463	0.003855	0.017079	0.004873	0.005696	0.002706	0.002111	0.002036	0.013435	0.974250	0.010280	
334000	-1045.719589	1	0.000161	0.000283	0.000014	0.023171	0.002810	0.002875	0.003634	0.017308	0.002450	0.005587	0.002221	0.002465	0.008085	0.186725	0.792417	0.012773	
335000	-1049.203722	1	0.000035	0.000189	0.000011	0.023010	0.000881	0.002269	0.002625	0.020823	0.002433	0.006049	0.000839	0.001428	0.002384	0.021916	0.969862	0.005838	
336000	-1045.740680	1	0.000180	0.000158	0.000046	0.025513	0.002797	0.001652	0.000844	0.020259	0.003854	0.003951	0.002893	0.002467	0.003033	0.145119	0.841376	0.010472	
337000	-1045.811087	1	0.000072	0.000118	0.000022	0.022175	0.004466	0.001061	0.001375	0.016810	0.004259	0.007564	0.000836	0.000834	0.001226	0.324507	0.670199	0.004068	
338000	-1048.926054	1	0.000188	0.000185	0.000058	0.023220	0.007925	0.001689	0.002590	0.017587	0.003891	0.006618	0.002257	0.000769	0.004862	0.484078	0.504434	0.006626	
339000	-1056.157909	1	0.000228	0.000180	0.000015	0.023287	0.004923	0.004573	0.001204	0.021459	0.002396	0.006115	0.005239	0.000026	0.007274	0.226410	0.760815	0.005501	
340000	-1055.345752	1	0.000072	0.000121	0.000024	0.034083	0.004280	0.001434	0.004928	0.018131	0.003483	0.002830	0.002796	0.004726	0.001006	0.049249	0.930415	0.019330	
341000	-1048.369381	1	0.000478	0.000108	0.000014	0.025414	0.005498	0.001768	0.001592	0.015766	0.005490	0.005953	0.002497	0.000714	0.011904	0.552533	0.428371	0.007192	
342000	-1048.553118	1	0.000085	0.000247	0.000013	0.026284	0.009164	0.001398	0.000652	0.026210	0.003120	0.005085	0.001572	0.002944	0.002992	0.300280	0.685883	0.010845	
343000	-1047.157819	1	0.000045	0.000181	0.000040	0.025058	0.003253	0.001563	0.004790	0.015368	0.003398	0.005097	0.002543	0.000476	0.001977	0.095529	0.899968	0.002526	
344000	-1053.648360	1	0.000549	0.000077	0.000013	0.035045	0.007196	0.002715	0.002020	0.024491	0.003258	0.004422	0.002629	0.002928	0.002039	0.160627	0.824604	0.012731	
345000	-1048.718900	1	0.000251	0.000214	0.000023	0.024246	0.006026	0.002082	0.006478	0.019966	0.002171	0.004712	0.001539	0.001948	0.003642	0.200634	0.788905	0.006820	
346000	-1044.896568	1	0.000083	0.000117	0.000011	0.026558	0.002185	0.001494	0.000391	0.019084	0.003061	0.006479	0.001179	0.001945	0.001173	0.056187	0.933798	0.008842	
347000	-1045.665464	1	0.000321	0.000128	0.000005	0.025792	0.005602	0.002102	0.001041	0.022342	0.003828	0.005572	0.002076	0.001397	0.003589	0.252589	0.737242	0.006581	
348000	-1048.938185	1	0.000334	0.000171	0.000016	0.026880	0.003728	0.001885	0.001519	0.015887	0.003645	0.008967	0.002193	0.000565	0.006008	0.196454	0.792226	0.005312	
349000	-1046.258699	1	0.000138	0.000266	0.000033	0.023246	0.005050	0.001421	0.000532	0.021972	0.004290	0.006280	0.001955	0.000576	0.007768	0.319543	0.668387	0.004301	
350000	-1048.529517	1	0.000191	0.000297	0.000039	0.021741	0.002545	0.000928	0.002562	0.016652	0.005446	0.006488	0.001379	0.002993	0.013250	0.252203	0.718094	0.016453	
351000	-1043.973655	1	0.000235	0.000133	0.000013	0.025415	0.002315	0.001850	0.003082	0.013864	0.003757	0.006510	0.001943	0.000825	0.003111	0.114632	0.877743	0.004514	
352000	-1045.265121	1	0.000238	0.000119	0.000032	0.022200	0.004672	0.001366	0.001278	0.019566	0.004025	0.006666	0.001699	0.001557	0.002670	0.311554	0.678018	0.007757	
353000	-1046.414312	1	0.000151	0.000201	0.000077	0.024162	0.003179	0.000959	0.003909	0.015968	0.003210	0.004173	0.002051	0.002392	0.003659	0.168616	0.818806	0.008919	
354000	-1048.001297	1	0.000143	0.000263	0.000051	0.022869	0.004063	0.001051	0.004415	0.014119	0.005413	0.005025	0.001935	0.000591	0.008738	0.404095	0.583153	0.004014	
355000	-1044.777035	1	0.000098	0.000133	0.000059	0.024147	0.004822	0.001283	0.000701	0.020675	0.003549	0.006451	0.001887	0.001157	0.001512	0.208159	0.784437	0.005893	
356000	-1052.558195	1	0.000503	0.000071	0.000078	0.024538	0.005323	0.001216	0.002437	0.018365	0.005153	0.006553	0.000689	0.000933	0.004985	0.384560	0.606861	0.003594	
357000	-1047.239838	1	0.000052	0.000183	0.000020	0.021289	0.003807	0.000847	0.002081	0.017495	0.006310	0.008547	0.000480	0.000773	0.002220	0.303869	0.690239	0.003672	
358000	-1049.882468	1	0.000195	0.000134	0.000015	0.030957	0.005677	0.000424	0.000413	0.017407	0.006010	0.003187	0.003622	0.000896	0.002678	0.363740	0.627462	0.006121	
359000	-1047.509927	1	0.000180	0.000172	0.000062	0.028180	0.006016	0.000726	0.002536	0.018783	0.004782	0.006885	0.002888	0.001768	0.002287	0.192150	0.794840	0.010723	
360000	-1049.255174	1	0.000200	0.000179	0.000018	0.027524	0.005437	0.000036	0.003682	0.018829	0.003555	0.005910	0.000543	0.003077	0.002012	0.131464	0.854498	0.012027	
361000	-1054.292283	1	0.000101	0.000446	0.000023	0.029791	0.006005	0.000142	0.000858	0.018331	0.007759	0.005567	0.002692	0.001154	0.020879	0.457201	0.513930	0.007990	
362000	-1054.608215	1	0.000148	0.000198	0.000024	0.025785	0.014556	0.000033	0.000849	0.025673	0.008005	0.008122	0.003157	0.000446	0.002813	0.524610	0.462935	0.009642	
363000	-1045.350253	1	0.000226	0.000100	0.000030	0.028058	0.005533	0.000023	0.000280	0.019875	0.005382	0.005700	0.002753	0.000687	0.001404	0.241581	0.752197	0.004818	
364000	-1047.264551	1	0.000142	0.000165	0.000043	0.024780	0.007376	0.000456	0.001849	0.019457	0.006520	0.005517	0.002130	0.000333	0.002582	0.497777	0.495226	0.004415	
365000	-1046.122815	1	0.000200	0.000150	0.000010	0.026860	0.004604	0.001208	0.001596	0.014928	0.004827	0.004504	0.004116	0.000571	0.003744	0.363649	0.625419	0.007189	
366000	-1044.644768	1	0.000205	0.000169	0.000008	0.023611	0.003316	0.000948	0.002082	0.017225	0.004241	0.006623	0.000427	0.001750	0.003557	0.212974	0.776776	0.006692	
367000	-1047.300261	1	0.000265	0.000241	0.000013	0.025866	0.006304	0.001078	0.003627	0.019159	0.004791	0.005454	0.000830	0.002755	0.007010	0.317139	0.666796	0.009055	
368000	-1045.760466	1	0.000067	0.000257	0.000014	0.026097	0.003367	0.001023	0.003631	0.016795	0.003558	0.006700	0.001900	0.002528	0.003065	0.106433	0.876180	0.014322	
369000	-1046.086123	1	0.000111	0.000225	0.000031	0.028384	0.005488	0.002421	0.001058	0.021760	0.002909	0.005320	0.001787	0.001204	0.003831	0.170642	0.820423	0.005105	
370000	-1047.490926	1	0.000152	0.000261	0.000018	0.025388	0.004106	0.003741	0.003635	0.020089	0.002730	0.005459	0.001539	0.003060	0.006153	0.187374	0.793067	0.013406	
371000	-1045.841433	1	0.000035	0.000237	0.000012	0.024731	0.004401	0.000596	0.002160	0.017923	0.004781	0.006098	0.000890	0.003031	0.002926	0.224794	0.760069	0.012211	
372000	-1048.009662	1	0.000009	0.000331	0.000001	0.026999	0.002350	0.001364	0.002863	0.018487	0.003285	0.003798	0.002945	0.003083	0.005160	0.078709	0.902640	0.013490	
373000	-1046.834839	1	0.000000	0.000283	0.000003	0.023640	0.005696	0.001062	0.001619	0.022554	0.005044	0.005360	0.001989	0.001953	0.003719	0.279551	0.708397	0.008334	
374000	-1050.254887	1	0.000003	0.000248	0.000017	0.025816	0.000746	0.001352	0.003246	0.020452	0.001788	0.005236	0.002627	0.003420	0.002259	0.027247	0.929445	0.041049	
375000	-1044.547587	1	0.000204	0.000207	0.000009	0.024027	0.002073	0.000945	0.001742	0.015981	0.005899	0.006226	0.002533	0.000921	0.007350	0.177485	0.809311	0.005854	
376000	-1046.087154	1	0.000027	0.000255	0.000004	0.021292	0.003934	0.000847	0.002474	0.015834	0.005616	0.006710	0.001262	0.001972	0.003937	0.385096	0.602558	0.008409	
377000	-1050.450444	1	0.000053	0.000231	0.000056	0.030682	0.001042	0.002196	0.000044	0.019134	0.002742	0.002973	0.003064	0.002481	0.004678	0.029963	0.956033	0.009326	
378000	-1045.625129	1	0.000195	0.000236	0.000015	0.027806	0.002309	0.001189	0.000762	0.016790	0.003695	0.007306	0.002168	0.001914	0.005312	0.104754	0.877716	0.012217	
379000	-1047.781561	1	0.000248	0.000129	0.000010	0.031007	0.004223	0.001603	0.002223	0.017119	0.003055	0.003710	0.003797	0.001708	0.001838	0.113454	0.876911	0.007797	
380000	-1049.480370	1	0.000266	0.000176	0.000010	0.027663	0.003561	0.001386	0.000284	0.024937	0.002352	0.003628	0.003416	0.002410	0.002475	0.097651	0.889344	0.010530	
381000	-1048.621108	1	0.000362	0.000154	0.000027	0.023977	0.003168	0.002349	0.000846	0.020499	0.003069	0.005910	0.000266	0.002537	0.007726	0.249958	0.733406	0.008910	
382000	-1046.012485	1	0.000200	0.000189	0.000036	0.024836	0.002034	0.002166	0.001686	0.017391	0.004980	0.005319	0.000975	0.002104	0.008097	0.161053	0.822750	0.008101	
383000	-1048.830799	1	0.000338	0.000272	0.000013	0.026277	0.004010	0.002875	0.002561	0.020900	0.003262	0.005992	0.000763	0.001970	0.014528	0.207310	0.770469	0.007693	
384000	-1051.569446	1	0.000108	0.000159	0.000079	0.029921	0.003849	0.002700	0.001714	0.020723	0.003411	0.006042	0.003519	0.003273	0.001729	0.090311	0.881985	0.025974	
385000	-1047.176048	1	0.000131	0.000195	0.000047	0.021016	0.001759	0.001627	0.003458	0.016248	0.003045	0.005562	0.003040	0.001575	0.004126	0.102943	0.884316	0.008615	
386000	-1045.438140	1	0.000043	0.000179	0.000043	0.028549	0.003031	0.001217	0.002137	0.017765	0.003797	0.004689	0.002212	0.002764	0.001942	0.083179	0.903147	0.011732	
387000	-1046.407089	1	0.000273	0.000118	0.000024	0.026052	0.004186	0.001795	0.001801	0.016794	0.003742	0.008478	0.000794	0.001421	0.002440	0.193706	0.796546	0.007308	
388000	-1056.436895	1	0.000357	0.000148	0.000003	0.023851	0.002068	0.003663	0.008967	0.014760	0.003744	0.005921	0.000669	0.001968	0.004140	0.058553	0.929380	0.007926	
389000	-1047.999717	1	0.000177	0.000114	0.000043	0.027201	0.004532	0.002326	0.003525	0.015389	0.002894	0.005687	0.001942	0.002735	0.001502	0.175953	0.809994	0.012551	
390000	-1048.016425	1	0.000267	0.000120	0.000025	0.023786	0.008001	0.001296	0.001902	0.019674	0.005285	0.007170	0.001812	0.002432	0.003093	0.442223	0.542304	0.012380	
391000	-1050.017184	1	0.000384	0.000187	0.000006	0.026726	0.001819	0.002736	0.003000	0.019308	0.003173	0.006240	0.002859	0.002880	0.004481	0.076570	0.896040	0.022909	
392000	-1045.402958	1	0.000050	0.000212	0.000056	0.025359	0.001500	0.001780	0.002753	0.014163	0.003815	0.006896	0.000994	0.001178	0.003957	0.070720	0.919687	0.005636	
393000	-1052.035479	1	0.000086	0.000252	0.000046	0.022250	0.005225	0.002110	0.002413	0.020658	0.005508	0.004671	0.000563	0.004091	0.006153	0.432732	0.550793	0.010321	
394000	-1048.564908	1	0.000203	0.000176	0.000042	0.026710	0.002684	0.000661	0.003116	0.018712	0.002339	0.004555	0.001567	0.001289	0.002157	0.062258	0.931131	0.004453	
395000	-1046.420736	1	0.000087	0.000324	0.000041	0.025414	0.001798	0.000837	0.001603	0.018600	0.004874	0.005297	0.002214	0.001114	0.010538	0.102821	0.881413	0.005228	
396000	-1046.796347	1	0.000118	0.000154	0.000016	0.022491	0.002237	0.003427	0.001042	0.016693	0.002633	0.006932	0.002254	0.001846	0.003346	0.169560	0.815446	0.011648	
397000	-1047.860453	1	0.000032	0.000280	0.000033	0.026822	0.004268	0.000957	0.000894	0.025257	0.004020	0.004430	0.002901	0.003204	0.003451	0.122080	0.858671	0.015798	
398000	-1043.903686	1	0.000128	0.000222	0.000038	0.026381	0.002347	0.001072	0.000550	0.018434	0.003215	0.004974	0.002349	0.001147	0.004748	0.107379	0.882695	0.005179	
399000	-1046.752025	1	0.000113	0.000270	0.000042	0.031248	0.004080	0.001139	0.000904	0.022211	0.004203	0.004927	0.001525	0.002158	0.004574	0.112599	0.874597	0.008230	
400000	-1044.681291	1	0.000078	0.000207	0.000026	0.025100	0.002422	0.001266	0.000536	0.019393	0.005444	0.004907	0.002816	0.001724	0.003950	0.144290	0.843428	0.008332	
401000	-1047.339755	1	0.000134	0.000142	0.000074	0.023853	0.002204	0.001505	0.000059	0.015379	0.005361	0.006958	0.000875	0.002075	0.004091	0.290427	0.696012	0.009469	
402000	-1050.534735	1	0.000108	0.000177	0.000039	0.031134	0.005579	0.000397	0.002795	0.022336	0.005905	0.004016	0.001916	0.001910	0.001931	0.144523	0.846870	0.006676	
403000	-1048.059927	1	0.000056	0.000220	0.000028	0.025692	0.002414	0.002298	0.002092	0.022071	0.003098	0.004068	0.002348	0.001102	0.003469	0.067012	0.925410	0.004109	
404000	-1046.521899	1	0.000080	0.000185	0.000020	0.021140	0.003448	0.001521	0.000041	0.020964	0.004641	0.007032	0.001991	0.000854	0.003249	0.254712	0.736442	0.005598	
405000	-1049.875007	1	0.000149	0.000094	0.000038	0.031072	0.004910	0.003005	0.000130	0.021418	0.001520	0.004780	0.003067	0.001753	0.000945	0.092686	0.898394	0.007975	
406000	-1045.469019	1	0.000042	0.000233	0.000022	0.026110	0.003871	0.001247	0.000439	0.021050	0.002657	0.006839	0.002079	0.001534	0.002742	0.122411	0.866567	0.008280	
407000	-1046.323920	1	0.000146	0.000149	0.000087	0.024995	0.003325	0.000482	0.000686	0.017963	0.005693	0.007817	0.001944	0.001607	0.002306	0.181899	0.806202	0.009593	
408000	-1047.503692	1	0.000131	0.000156	0.000011	0.022041	0.002916	0.000377	0.002067	0.019261	0.006037	0.006644	0.000868	0.002828	0.002052	0.161615	0.823063	0.013269	
409000	-1046.619266	1	0.000195	0.000176	0.000036	0.027338	0.002722	0.003161	0.001309	0.018119	0.001780	0.004826	0.001861	0.001081	0.004703	0.093146	0.897755	0.004396	
410000	-1047.294463	1	0.000030	0.000159	0.000041	0.028581	0.003973	0.001211	0.003634	0.021626	0.003679	0.004839	0.001820	0.002023	0.001388	0.067325	0.923570	0.007717	
411000	-1044.045848	1	0.000137	0.000174	0.000017	0.025312	0.002010	0.002427	0.000508	0.016377	0.004291	0.007526	0.001281	0.001057	0.004873	0.131702	0.857434	0.005990	
412000	-1047.166609	1	0.000286	0.000154	0.000010	0.023698	0.004162	0.001557	0.004257	0.014778	0.006631	0.005534	0.002417	0.001819	0.005971	0.366074	0.618844	0.009111	
413000	-1047.622133	1	0.000405	0.000198	0.000010	0.024252	0.002851	0.001937	0.002842	0.015654	0.003462	0.007097	0.002130	0.001747	0.010234	0.194940	0.783708	0.011118	
414000	-1048.523657	1	0.000221	0.000156	0.000066	0.025089	0.007294	0.001292	0.002510	0.023783	0.003478	0.005804	0.002674	0.000950	0.002331	0.239807	0.752218	0.005644	
415000	-1045.888880	1	0.000308	0.000172	0.000042	0.027599	0.002503	0.000922	0.001081	0.018259	0.005506	0.006301	0.001996	0.001463	0.005129	0.127266	0.860218	0.007387	
416000	-1048.846577	1	0.000204	0.000106	0.000076	0.025127	0.003467	0.001980	0.002430	0.014013	0.004657	0.006151	0.004116	0.001153	0.002299	0.235803	0.752184	0.009713	
417000	-1045.246167	1	0.000192	0.000158	0.000018	0.022008	0.004396	0.001385	0.000813	0.017844	0.005461	0.006460	0.001470	0.002316	0.004377	0.452830	0.532938	0.009855	
