q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000206,0.000184,0.000427,0.001186,0.02572,0.004354,0.020743,0.017391,0.010519,0.024563,0.000396,0.00051
0.000399,0.000113,0.000282,0.006358,0.02526,0.001338,0.012291,0.032722,0.018477,0.025465,0.000177,0.001963
0.000468,6.8e-05,0.00014,0.006488,0.062691,0.001412,0.010183,0.099091,0.031184,0.025426,0.000344,0.00017
0.000292,3.7e-05,0.000481,0.002859,0.046052,0.004597,0.032177,0.069691,0.019469,0.029376,0.000748,0.001844
0.000192,0.000399,0.000455,0.000408,0.038259,0.003182,0.023114,0.047166,0.023494,0.030874,0.000236,8.8e-05
0.000269,9.2e-05,0.000416,0.008522,0.033106,0.002561,0.015042,0.03523,0.013599,0.025472,0.000818,0.000151
0.000334,0.000207,0.000531,0.009827,0.015739,0.001863,0.001691,0.027826,0.029381,0.030657,0.000579,0.000204
0.000267,0.000294,0.000219,0.009632,0.030881,0.007797,0.009157,0.036449,0.01275,0.026028,0.002157,0.000241
0.000357,1.6e-05,0.000511,0.000744,0.056004,3.9e-05,0.031534,0.070438,0.018813,0.026989,0.000437,0.000529
0.000247,5.3e-05,0.000408,0.003871,0.044838,1e-05,0.01211,0.087408,0.04024,0.028743,0.000958,0.00039
5.2e-05,0.000327,0.000288,0.008583,0.040372,8.1e-05,0.007329,0.056974,0.017127,0.021578,3.1e-05,0.003082
0.000351,0.000165,0.000447,0.005291,0.028431,0.000165,0.015165,0.028377,0.020205,0.027822,0.001303,0.000596
0.000245,0.000179,0.000291,0.001718,0.059622,0.000268,0.011846,0.085209,0.027549,0.026566,0.000747,0.001273
0.000323,0.000217,0.000331,0.001587,0.047279,0.003209,0.024548,0.057957,0.014798,0.027001,0.000493,0.000253
0.000103,0.000451,0.000628,0.000621,0.054218,0.000619,0.017239,0.090906,0.022628,0.028862,5.7e-05,0.000246
0.000379,5e-05,0.000281,0.000389,0.054858,0.000373,0.021823,0.079204,0.025326,0.025894,0.000637,0.001475
0.000383,2.9e-05,0.00026,0.000231,0.04254,0.000177,0.026153,0.056484,0.034743,0.027394,0.001091,0.000991
0.000184,0.000218,0.000435,0.000332,0.036316,0.004107,0.020187,0.049589,0.030652,0.025231,0.000383,0.002421
0.000297,0.000178,0.00037,0.000741,0.03452,0.000521,0.014734,0.027479,0.021784,0.025738,0.000604,0.000554
0.000358,0.00014,0.000226,9.5e-05,0.060526,0.000326,0.019126,0.06808,0.027087,0.028783,6.2e-05,0.000334
0.000175,0.000441,0.000418,2e-06,0.032546,0.003541,0.038767,0.039251,0.014486,0.02356,4e-06,0.000666
0.000342,5.1e-05,0.000527,1e-06,0.045246,0.010384,0.018918,0.066337,0.010319,0.024104,8.1e-05,0.000615
0.000455,0.000131,0.000299,8.1e-05,0.060705,0.00281,0.021223,0.077864,0.016224,0.023895,0.000372,0.001874
0.000402,4e-05,0.000543,4.5e-05,0.060647,0.002768,0.02938,0.062485,0.01056,0.025397,0.000462,0.00038
0.00033,0.000156,0.000236,0.00016,0.046119,0.008317,0.013133,0.059951,0.016161,0.026523,0.000354,0.000177
0.000212,0.000108,0.000643,0.000479,0.02062,0.006153,0.0177,0.021131,0.013338,0.02931,0.000353,0.002274
0.000479,9.2e-05,0.000258,5.8e-05,0.053764,0.010976,0.017566,0.074619,0.011247,0.027019,0.000955,9.4e-05
2.5e-05,0.000632,0.000328,0.001509,0.05686,0.002786,0.01884,0.097494,0.038189,0.032815,0.000769,0.001191
6.4e-05,0.000335,0.000461,0.003379,0.048267,0.001602,0.024133,0.063189,0.015491,0.02595,0.000158,0.000257
0.000575,3.6e-05,0.000523,0.004463,0.074839,0.007249,0.006281,0.099224,0.013039,0.03587,0.000271,0.000145
0.000345,6.9e-05,0.000411,0.005167,0.042904,0.000545,0.010599,0.068549,0.017287,0.024457,0.000252,1.9e-05
