Options:
Model:                           MultiState
Tree File Name:                  data/zun_genus_phylo_nat_26-09-24_class.tre
Data File Name:                  data/zun_genus_phylo_nat_26-09-24_class.txt
Log File Name:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3373951118
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         0
MCMC ML Start:                   False
Schedule File:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q02                          None
    q03                          None
    q10                          None
    q12                          None
    q13                          None
    q20                          None
    q21                          None
    q23                          None
    q30                          None
    q31                          None
    q32                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 0.10 
        q02 - uniform 0.00 0.10 
        q03 - uniform 0.00 0.10 
        q10 - uniform 0.00 0.10 
        q12 - uniform 0.00 0.10 
        q13 - uniform 0.00 0.10 
        q20 - uniform 0.00 0.10 
        q21 - uniform 0.00 0.10 
        q23 - uniform 0.00 0.10 
        q30 - uniform 0.00 0.10 
        q31 - uniform 0.00 0.10 
        q32 - uniform 0.00 0.10 
Tree Information
     Trees:                      1
     Taxa:                       2162
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
274000	-802.712189	1	0.000247	0.000283	0.000374	0.005960	0.029891	0.001601	0.024956	0.040681	0.017093	0.021041	0.000289	0.000648	0.006191	0.180072	0.811607	0.002129	
275000	-802.866326	1	0.000450	0.000149	0.000368	0.004118	0.013830	0.011160	0.007381	0.027577	0.010307	0.024610	0.000338	0.000301	0.220079	0.205586	0.547445	0.026890	
276000	-804.690011	1	0.000211	0.000253	0.000568	0.006420	0.020131	0.007103	0.013964	0.039671	0.007986	0.023318	0.001270	0.001342	0.031034	0.175498	0.744659	0.048809	
277000	-801.097722	1	0.000290	0.000200	0.000218	0.003872	0.072597	0.007698	0.013252	0.098104	0.010662	0.029787	0.000037	0.000122	0.009453	0.378223	0.610670	0.001654	
278000	-805.994072	1	0.000387	0.000464	0.000281	0.007325	0.041173	0.002919	0.007509	0.077070	0.025256	0.028662	0.000423	0.000935	0.060287	0.212495	0.689104	0.038114	
279000	-802.862387	1	0.000434	0.000023	0.000685	0.005687	0.025726	0.003123	0.017847	0.044001	0.014858	0.025411	0.000151	0.000434	0.006805	0.112298	0.877905	0.002991	
280000	-799.827465	1	0.000433	0.000034	0.000281	0.002238	0.047064	0.002902	0.023746	0.058919	0.018390	0.023875	0.000016	0.000692	0.004614	0.182957	0.809781	0.002648	
281000	-807.244185	1	0.000082	0.000423	0.000435	0.001868	0.043132	0.001752	0.021940	0.045195	0.028192	0.022572	0.000421	0.001863	0.008087	0.166504	0.816700	0.008708	
282000	-801.263078	1	0.000448	0.000094	0.000580	0.004768	0.032411	0.001699	0.019078	0.043250	0.023924	0.027072	0.000247	0.000630	0.007680	0.157315	0.830879	0.004126	
283000	-800.417272	1	0.000320	0.000208	0.000278	0.000105	0.052347	0.001533	0.024477	0.094622	0.031319	0.026135	0.000097	0.001274	0.011968	0.128609	0.845884	0.013539	
284000	-804.046143	1	0.000350	0.000467	0.000229	0.000434	0.055070	0.004059	0.021153	0.093472	0.031057	0.025797	0.000053	0.000977	0.046901	0.139858	0.799751	0.013490	
285000	-805.035523	1	0.000623	0.000011	0.000407	0.007497	0.027433	0.006866	0.011333	0.030025	0.006272	0.031022	0.000172	0.000079	0.020155	0.411716	0.564036	0.004093	
286000	-801.463999	1	0.000340	0.000011	0.000485	0.000706	0.046048	0.002107	0.024292	0.052793	0.012492	0.027267	0.001184	0.000426	0.001630	0.120055	0.871357	0.006957	
287000	-800.456825	1	0.000329	0.000120	0.000335	0.000728	0.034994	0.003684	0.015800	0.032578	0.016322	0.029007	0.001298	0.000102	0.005605	0.082105	0.897480	0.014810	
288000	-802.300123	1	0.000183	0.000296	0.000358	0.000315	0.035601	0.001908	0.018616	0.058734	0.042169	0.029004	0.000200	0.000092	0.006848	0.103325	0.888356	0.001471	
289000	-802.728806	1	0.000589	0.000003	0.000418	0.000858	0.030937	0.000750	0.017228	0.026836	0.025229	0.021330	0.000034	0.000507	0.075198	0.044976	0.874015	0.005810	
290000	-802.038913	1	0.000321	0.000008	0.000523	0.003580	0.073644	0.000002	0.011529	0.092836	0.021983	0.024895	0.000896	0.000265	0.011981	0.209648	0.764858	0.013512	
291000	-799.405892	1	0.000326	0.000085	0.000410	0.003188	0.036591	0.000137	0.012836	0.054767	0.023085	0.029056	0.000027	0.000463	0.007274	0.074249	0.911352	0.007125	
292000	-803.763457	1	0.000328	0.000059	0.000583	0.000900	0.048358	0.001589	0.028148	0.067639	0.015430	0.021354	0.001774	0.001056	0.004939	0.108158	0.874494	0.012409	
293000	-805.868789	1	0.000144	0.000122	0.000528	0.004697	0.059188	0.002968	0.014565	0.072339	0.010455	0.022408	0.001405	0.000528	0.006819	0.216685	0.758446	0.018051	
294000	-802.943528	1	0.000386	0.000188	0.000348	0.009948	0.012434	0.006489	0.004434	0.032382	0.011242	0.027713	0.000489	0.000860	0.031158	0.478613	0.451904	0.038326	
295000	-801.386019	1	0.000411	0.000102	0.000470	0.007556	0.027965	0.001922	0.007855	0.044976	0.025471	0.024884	0.000172	0.000714	0.034719	0.235482	0.719936	0.009863	
296000	-807.590168	1	0.000497	0.000069	0.000324	0.013562	0.018870	0.010677	0.000998	0.032922	0.003266	0.022350	0.003560	0.000269	0.042493	0.704416	0.041467	0.211625	
297000	-810.688355	1	0.000346	0.000292	0.000437	0.004307	0.037776	0.016255	0.013851	0.068064	0.001810	0.023141	0.004016	0.000337	0.091869	0.214168	0.532802	0.161161	
298000	-807.093796	1	0.000355	0.000156	0.000178	0.002623	0.019410	0.020837	0.002627	0.054378	0.001695	0.027657	0.001519	0.000594	0.054604	0.672484	0.100942	0.171971	
299000	-804.078525	1	0.000284	0.000061	0.000358	0.008479	0.020186	0.018742	0.005621	0.049691	0.002261	0.030436	0.000293	0.001557	0.001788	0.650475	0.336895	0.010842	
300000	-808.623440	1	0.000270	0.000212	0.000496	0.000788	0.095912	0.006199	0.024246	0.094936	0.010499	0.024601	0.002661	0.000281	0.004957	0.334852	0.646939	0.013252	
301000	-803.522539	1	0.000320	0.000084	0.000459	0.001102	0.035317	0.000536	0.027991	0.049526	0.020007	0.022740	0.001949	0.001309	0.003818	0.064398	0.900230	0.031554	
302000	-801.712181	1	0.000510	0.000083	0.000635	0.000822	0.056106	0.000825	0.019741	0.072737	0.026915	0.027271	0.000236	0.000724	0.017894	0.133644	0.839148	0.009314	
303000	-804.575157	1	0.000165	0.000243	0.000458	0.005160	0.060156	0.000743	0.013967	0.093977	0.030732	0.027161	0.002064	0.001380	0.005546	0.236636	0.717635	0.040183	
304000	-808.068741	1	0.000123	0.000430	0.000512	0.006154	0.048679	0.009368	0.016675	0.090016	0.012451	0.031100	0.001801	0.000959	0.005285	0.394334	0.579472	0.020909	
305000	-807.935944	1	0.000178	0.000095	0.000359	0.010317	0.025925	0.008841	0.013896	0.086182	0.005188	0.028322	0.000197	0.000869	0.000758	0.501671	0.495381	0.002190	
306000	-806.357856	1	0.000075	0.000667	0.000147	0.007110	0.020413	0.004487	0.009713	0.028247	0.012833	0.027132	0.000121	0.000525	0.052366	0.151326	0.781570	0.014739	
307000	-806.159907	1	0.000168	0.000290	0.000542	0.003553	0.019216	0.017793	0.002242	0.038552	0.002935	0.029452	0.001559	0.000259	0.060993	0.650753	0.061823	0.226431	
308000	-802.683252	1	0.000257	0.000299	0.000297	0.003350	0.053899	0.012577	0.011000	0.086432	0.004622	0.028576	0.001086	0.000206	0.042853	0.432381	0.462095	0.062671	
309000	-805.810299	1	0.000245	0.000467	0.000641	0.001331	0.031208	0.002688	0.034362	0.036683	0.021802	0.026622	0.001112	0.000330	0.006811	0.154562	0.834177	0.004449	
310000	-801.780890	1	0.000516	0.000141	0.000371	0.011178	0.022166	0.001145	0.004119	0.032419	0.024638	0.030731	0.000291	0.000332	0.010272	0.234656	0.749557	0.005514	
311000	-805.310438	1	0.000517	0.000070	0.000406	0.008418	0.031733	0.004037	0.008494	0.054782	0.014267	0.025119	0.001832	0.000693	0.042918	0.254657	0.596007	0.106418	
312000	-806.641996	1	0.000614	0.000072	0.000203	0.007392	0.064006	0.005200	0.000933	0.098870	0.032613	0.030647	0.000040	0.001242	0.018694	0.375565	0.586200	0.019541	
313000	-801.296645	1	0.000395	0.000222	0.000529	0.010179	0.017469	0.003056	0.004387	0.029468	0.019040	0.029626	0.000457	0.000064	0.024741	0.264075	0.704357	0.006827	
314000	-804.350484	1	0.000188	0.000334	0.000273	0.009566	0.015063	0.006572	0.011032	0.039413	0.008522	0.027466	0.001673	0.000037	0.009778	0.388870	0.581027	0.020325	
315000	-803.648527	1	0.000250	0.000203	0.000391	0.006720	0.033148	0.010441	0.015279	0.095617	0.003311	0.029096	0.000128	0.000237	0.006075	0.465072	0.526867	0.001987	
316000	-803.284149	1	0.000515	0.000067	0.000391	0.013053	0.033053	0.000734	0.002780	0.028799	0.019578	0.024362	0.000453	0.000184	0.053974	0.657780	0.279756	0.008491	
317000	-801.401260	1	0.000266	0.000272	0.000118	0.005800	0.028876	0.003047	0.009446	0.043889	0.026034	0.026776	0.000263	0.000579	0.011793	0.153152	0.827682	0.007372	
318000	-807.083026	1	0.000271	0.000119	0.000311	0.000702	0.021452	0.006102	0.020578	0.017577	0.010133	0.028913	0.000132	0.003127	0.003778	0.130131	0.846539	0.019552	
319000	-803.114765	1	0.000337	0.000185	0.000194	0.000545	0.022642	0.005693	0.022555	0.020648	0.009335	0.024973	0.001358	0.000222	0.006468	0.065395	0.912111	0.016025	
320000	-801.409844	1	0.000377	0.000113	0.000359	0.002118	0.069746	0.003433	0.021172	0.098142	0.013803	0.027510	0.000163	0.001412	0.007677	0.241287	0.734558	0.016478	
321000	-798.278409	1	0.000273	0.000302	0.000268	0.005201	0.025688	0.000654	0.012227	0.032379	0.023984	0.027240	0.000283	0.000254	0.013745	0.073427	0.908823	0.004004	
322000	-807.993430	1	0.000288	0.000025	0.000567	0.006243	0.033152	0.017371	0.001642	0.067740	0.009738	0.034946	0.000126	0.001366	0.001876	0.616880	0.371876	0.009368	
323000	-803.387653	1	0.000425	0.000166	0.000177	0.010779	0.006437	0.003045	0.002980	0.005960	0.019932	0.026915	0.000823	0.000601	0.012755	0.063841	0.903918	0.019485	
324000	-803.601459	1	0.000283	0.000325	0.000175	0.005620	0.025927	0.011002	0.012552	0.070903	0.004925	0.025879	0.000647	0.000070	0.038694	0.418178	0.529447	0.013681	
325000	-807.148162	1	0.000303	0.000309	0.000392	0.003079	0.038633	0.004500	0.021050	0.066646	0.034088	0.033770	0.000292	0.001721	0.004025	0.323010	0.664241	0.008724	
326000	-801.448939	1	0.000422	0.000101	0.000152	0.005735	0.024456	0.003659	0.014759	0.038045	0.021107	0.029321	0.000258	0.000101	0.004085	0.174723	0.819750	0.001442	
327000	-801.305247	1	0.000594	0.000016	0.000352	0.000304	0.058384	0.001398	0.012627	0.058780	0.024138	0.025560	0.000429	0.000185	0.052567	0.105635	0.832009	0.009789	
328000	-803.084063	1	0.000301	0.000365	0.000360	0.000929	0.041558	0.007831	0.021681	0.090677	0.013687	0.026825	0.000128	0.001214	0.047569	0.122120	0.798591	0.031719	
329000	-806.366913	1	0.000066	0.000284	0.000192	0.001115	0.028674	0.011742	0.027713	0.075684	0.002467	0.027928	0.000507	0.001093	0.002479	0.349766	0.636619	0.011135	
330000	-807.546334	1	0.000286	0.000181	0.000278	0.005028	0.030890	0.009770	0.007715	0.071564	0.006259	0.023805	0.000511	0.002474	0.069664	0.152624	0.170677	0.607035	
331000	-807.748048	1	0.000420	0.000074	0.000552	0.005810	0.026595	0.011594	0.022074	0.058248	0.000766	0.019734	0.000496	0.000628	0.010408	0.135525	0.851177	0.002890	
332000	-805.219566	1	0.000566	0.000263	0.000148	0.004089	0.019756	0.016633	0.008112	0.030993	0.003914	0.028395	0.000272	0.000349	0.096895	0.616321	0.261574	0.025210	
333000	-804.232554	1	0.000393	0.000006	0.000304	0.009526	0.051754	0.005051	0.004951	0.092617	0.015439	0.023614	0.000378	0.001811	0.016977	0.441744	0.495056	0.046224	
334000	-801.948575	1	0.000322	0.000025	0.000496	0.003850	0.063105	0.008107	0.014176	0.095758	0.011694	0.025811	0.000690	0.000411	0.006455	0.323280	0.662730	0.007536	
335000	-804.854782	1	0.000094	0.000237	0.000327	0.005134	0.055624	0.010287	0.009969	0.097997	0.018478	0.030079	0.000018	0.001542	0.001922	0.427781	0.562907	0.007390	
336000	-801.499398	1	0.000515	0.000040	0.000233	0.007011	0.059001	0.006862	0.012830	0.099866	0.013107	0.027470	0.000193	0.000641	0.008954	0.390161	0.595128	0.005757	
337000	-802.901347	1	0.000303	0.000458	0.000197	0.000994	0.041635	0.002501	0.019328	0.078183	0.028957	0.026196	0.000027	0.001316	0.050345	0.080049	0.840959	0.028647	
338000	-804.618998	1	0.000276	0.000300	0.000346	0.002023	0.082320	0.001739	0.022257	0.086621	0.010973	0.023363	0.000257	0.001045	0.014094	0.240018	0.738560	0.007327	
339000	-804.617565	1	0.000391	0.000311	0.000360	0.002841	0.060960	0.003397	0.020580	0.090807	0.023658	0.027586	0.001277	0.000936	0.015363	0.227271	0.737176	0.020191	
340000	-805.400843	1	0.000148	0.000394	0.000354	0.001682	0.038962	0.006078	0.041976	0.077962	0.008501	0.025062	0.001293	0.000471	0.003176	0.260413	0.732014	0.004397	
341000	-800.926169	1	0.000199	0.000333	0.000302	0.003225	0.044654	0.004362	0.014373	0.053759	0.020782	0.029150	0.000764	0.000244	0.008020	0.204379	0.781030	0.006570	
342000	-808.345921	1	0.000145	0.000001	0.000555	0.003484	0.027837	0.004995	0.024369	0.032724	0.019951	0.025264	0.000426	0.004449	0.000404	0.351409	0.635867	0.012320	
343000	-803.552833	1	0.000470	0.000049	0.000374	0.005109	0.019904	0.008923	0.003495	0.016166	0.019551	0.032827	0.000861	0.000262	0.014269	0.363148	0.601832	0.020751	
344000	-801.339219	1	0.000311	0.000079	0.000217	0.001975	0.042283	0.004534	0.012859	0.046804	0.020116	0.028466	0.001516	0.000130	0.004129	0.148612	0.829363	0.017896	
345000	-802.632047	1	0.000091	0.000288	0.000319	0.001461	0.044314	0.005766	0.019625	0.058740	0.009617	0.022271	0.000830	0.000244	0.011602	0.120322	0.863961	0.004115	
346000	-804.814913	1	0.000248	0.000161	0.000235	0.007402	0.050710	0.001199	0.012833	0.048834	0.019751	0.023077	0.001199	0.000497	0.004670	0.287098	0.702029	0.006203	
347000	-801.301152	1	0.000184	0.000144	0.000278	0.001860	0.036483	0.002171	0.027151	0.060577	0.019716	0.026635	0.000841	0.000454	0.001521	0.126214	0.868497	0.003768	
348000	-799.269849	1	0.000195	0.000289	0.000406	0.001936	0.055257	0.000378	0.016736	0.084283	0.027456	0.028527	0.000080	0.000984	0.012034	0.143338	0.831526	0.013102	
349000	-799.744536	1	0.000225	0.000119	0.000434	0.003136	0.028533	0.001383	0.014629	0.031544	0.025174	0.027875	0.001212	0.000333	0.002510	0.080671	0.907976	0.008843	
350000	-807.926375	1	0.000072	0.000494	0.000297	0.004929	0.055232	0.006318	0.020155	0.087707	0.012698	0.030532	0.001758	0.000977	0.004778	0.347664	0.625552	0.022005	
351000	-802.812681	1	0.000144	0.000263	0.000393	0.000621	0.035801	0.001783	0.021048	0.038765	0.019971	0.027691	0.000772	0.002529	0.003542	0.077566	0.888784	0.030108	
352000	-806.163603	1	0.000462	0.000299	0.000374	0.010846	0.052157	0.007034	0.014727	0.078803	0.007972	0.022853	0.000466	0.000181	0.021841	0.429273	0.546176	0.002711	
353000	-801.441163	1	0.000192	0.000240	0.000494	0.004678	0.021492	0.004078	0.012568	0.022441	0.016734	0.029009	0.000765	0.000719	0.005825	0.108046	0.873633	0.012497	
354000	-806.194564	1	0.000038	0.000193	0.000214	0.003161	0.047162	0.004857	0.020765	0.099763	0.023563	0.027128	0.001016	0.000886	0.000956	0.291494	0.699546	0.008005	
355000	-804.763010	1	0.000663	0.000055	0.000300	0.001890	0.040907	0.008263	0.016595	0.040129	0.011606	0.025644	0.001149	0.000083	0.029668	0.148979	0.810051	0.011302	
356000	-806.195344	1	0.000225	0.000183	0.000487	0.001011	0.067358	0.003077	0.024769	0.099551	0.023951	0.026872	0.003502	0.000618	0.004011	0.236680	0.716333	0.042977	
357000	-798.457614	1	0.000433	0.000068	0.000258	0.006894	0.023708	0.000514	0.005522	0.019230	0.023841	0.029524	0.000070	0.000438	0.008683	0.113527	0.872543	0.005248	
358000	-802.583350	1	0.000193	0.000064	0.000254	0.001214	0.029475	0.008239	0.016523	0.045242	0.010474	0.026270	0.000104	0.000416	0.002222	0.127287	0.867817	0.002674	
359000	-802.840826	1	0.000532	0.000121	0.000370	0.003510	0.039532	0.013199	0.010975	0.062512	0.010100	0.028417	0.000694	0.000179	0.036442	0.343524	0.604682	0.015352	
360000	-803.303591	1	0.000144	0.000253	0.000172	0.000865	0.040443	0.002689	0.026246	0.046153	0.014843	0.028931	0.000146	0.001089	0.001550	0.208297	0.786225	0.003929	
361000	-802.575435	1	0.000258	0.000289	0.000138	0.003208	0.051583	0.006533	0.012088	0.087988	0.015897	0.024980	0.000288	0.000492	0.045385	0.210398	0.726729	0.017488	
362000	-804.463405	1	0.000345	0.000114	0.000686	0.006054	0.068308	0.003180	0.017743	0.090298	0.015221	0.028182	0.001171	0.000255	0.004223	0.339525	0.650387	0.005865	
363000	-807.160230	1	0.000093	0.000603	0.000562	0.000389	0.047787	0.003651	0.012890	0.073862	0.036312	0.034996	0.001425	0.000275	0.015668	0.144067	0.816174	0.024092	
364000	-800.335996	1	0.000308	0.000125	0.000354	0.002733	0.020948	0.008721	0.010344	0.037398	0.010299	0.028068	0.000032	0.000322	0.031445	0.142973	0.815497	0.010085	
365000	-802.212340	1	0.000434	0.000202	0.000465	0.007177	0.062326	0.004725	0.012690	0.090107	0.011650	0.026601	0.000607	0.000061	0.030754	0.336893	0.625199	0.007154	
366000	-800.345193	1	0.000448	0.000191	0.000416	0.002550	0.057917	0.003240	0.019557	0.085915	0.023780	0.028260	0.000064	0.000158	0.013370	0.225498	0.759097	0.002035	
367000	-804.123906	1	0.000183	0.000172	0.000182	0.010166	0.058145	0.007643	0.011914	0.087124	0.004670	0.025009	0.000203	0.000598	0.002229	0.512300	0.483284	0.002187	
368000	-809.549321	1	0.000510	0.000205	0.000375	0.012275	0.033419	0.010733	0.001879	0.058102	0.015740	0.022941	0.000179	0.001263	0.082361	0.717881	0.189355	0.010402	
369000	-803.394536	1	0.000245	0.000388	0.000517	0.007812	0.060841	0.008373	0.013186	0.097947	0.008326	0.027988	0.000501	0.000151	0.016689	0.426338	0.551872	0.005100	
370000	-803.200540	1	0.000194	0.000111	0.000268	0.001531	0.027043	0.002168	0.016367	0.015376	0.030691	0.030410	0.000816	0.000257	0.002065	0.584980	0.406044	0.006912	
371000	-798.608435	1	0.000238	0.000268	0.000376	0.000133	0.050440	0.002193	0.018481	0.071564	0.021512	0.026769	0.000446	0.000271	0.020927	0.102287	0.869314	0.007472	
372000	-802.805936	1	0.000218	0.000204	0.000511	0.011279	0.012748	0.003559	0.014007	0.013530	0.008665	0.024836	0.000404	0.000133	0.002807	0.362672	0.633396	0.001124	
373000	-805.312538	1	0.000316	0.000123	0.000351	0.005035	0.047563	0.004693	0.018591	0.072731	0.025772	0.028753	0.001317	0.001583	0.002413	0.348584	0.636160	0.012843	
374000	-800.462939	1	0.000293	0.000186	0.000335	0.003143	0.050940	0.003100	0.017556	0.094083	0.026267	0.029294	0.000796	0.000006	0.006535	0.213074	0.776160	0.004231	
375000	-803.075614	1	0.000146	0.000307	0.000359	0.005292	0.026150	0.003456	0.023125	0.043477	0.026505	0.027213	0.000141	0.000026	0.002339	0.346757	0.650473	0.000432	
376000	-801.579156	1	0.000074	0.000658	0.000180	0.005027	0.047771	0.001570	0.013164	0.090521	0.026514	0.027555	0.000180	0.000356	0.042920	0.168318	0.779471	0.009291	
377000	-802.110161	1	0.000141	0.000421	0.000409	0.004762	0.023963	0.001909	0.012876	0.022826	0.021324	0.030160	0.001031	0.000089	0.007447	0.101603	0.881654	0.009297	
378000	-799.117850	1	0.000329	0.000170	0.000368	0.004598	0.023721	0.004669	0.012867	0.033390	0.020170	0.026360	0.000256	0.000304	0.013317	0.124984	0.857760	0.003939	
379000	-803.629873	1	0.000150	0.000671	0.000227	0.008588	0.057828	0.000343	0.003089	0.098575	0.029449	0.028182	0.000412	0.000064	0.091925	0.273898	0.620122	0.014054	
380000	-801.097566	1	0.000382	0.000048	0.000265	0.003818	0.025527	0.005887	0.009769	0.025516	0.015466	0.024247	0.000491	0.000156	0.020161	0.114820	0.859185	0.005833	
381000	-799.292223	1	0.000287	0.000133	0.000358	0.003630	0.053167	0.001181	0.013712	0.071349	0.023620	0.025849	0.000395	0.000604	0.009450	0.169963	0.812467	0.008120	
382000	-800.942762	1	0.000258	0.000374	0.000331	0.001968	0.043835	0.000428	0.014129	0.065580	0.033379	0.027549	0.000527	0.001119	0.028324	0.091624	0.852282	0.027771	
383000	-802.949710	1	0.000078	0.000259	0.000248	0.002681	0.053746	0.001566	0.015887	0.064419	0.015612	0.026091	0.000345	0.001318	0.005444	0.146793	0.828118	0.019645	
384000	-805.491583	1	0.000218	0.000347	0.000457	0.010679	0.042955	0.001463	0.013245	0.089404	0.024688	0.024412	0.000133	0.001850	0.009024	0.383334	0.598905	0.008737	
385000	-805.018471	1	0.000415	0.000324	0.000368	0.008908	0.046125	0.002098	0.014799	0.055555	0.014350	0.023963	0.000448	0.000688	0.024121	0.292021	0.677338	0.006520	
386000	-799.365338	1	0.000342	0.000150	0.000293	0.000378	0.055752	0.000476	0.017615	0.053354	0.023060	0.030514	0.000198	0.000248	0.004473	0.164534	0.828685	0.002308	
387000	-799.641468	1	0.000363	0.000085	0.000336	0.002011	0.044167	0.000443	0.015350	0.057684	0.028347	0.028577	0.000283	0.001688	0.005151	0.104925	0.867376	0.022548	
388000	-799.359066	1	0.000445	0.000048	0.000258	0.001225	0.068196	0.000197	0.015797	0.088485	0.031550	0.029273	0.000096	0.000506	0.006198	0.216705	0.772570	0.004526	
389000	-799.001721	1	0.000348	0.000165	0.000295	0.000167	0.066889	0.000617	0.020874	0.093579	0.024015	0.026605	0.000467	0.000743	0.012242	0.158712	0.816280	0.012767	
390000	-800.863409	1	0.000444	0.000069	0.000343	0.001678	0.029438	0.004879	0.014257	0.029099	0.018580	0.026840	0.000802	0.000890	0.011687	0.078304	0.890570	0.019439	
391000	-801.659863	1	0.000368	0.000009	0.000333	0.006802	0.053703	0.002389	0.010266	0.063512	0.017039	0.029050	0.001239	0.000242	0.002987	0.253810	0.731664	0.011539	
392000	-800.933191	1	0.000300	0.000040	0.000381	0.001132	0.026550	0.004918	0.027452	0.030513	0.010372	0.027413	0.001018	0.000031	0.001537	0.142852	0.852804	0.002807	
393000	-807.530637	1	0.000251	0.000332	0.000415	0.006167	0.077860	0.004218	0.013911	0.094427	0.022433	0.024251	0.001188	0.000813	0.016605	0.360820	0.610755	0.011820	
394000	-801.765325	1	0.000136	0.000284	0.000366	0.001726	0.051124	0.005686	0.028832	0.096412	0.014130	0.024320	0.000666	0.000712	0.004649	0.222961	0.767518	0.004873	
395000	-801.449232	1	0.000099	0.000344	0.000324	0.009090	0.037452	0.008344	0.005383	0.074019	0.011993	0.028021	0.000125	0.000418	0.009811	0.514653	0.471296	0.004241	
396000	-806.810087	1	0.000290	0.000109	0.000438	0.005305	0.038999	0.010049	0.001068	0.056337	0.021764	0.035140	0.001314	0.000579	0.005102	0.386271	0.580357	0.028270	
397000	-807.252826	1	0.000024	0.000278	0.000528	0.006058	0.043726	0.007068	0.016818	0.098197	0.012425	0.030677	0.000747	0.001779	0.001701	0.368457	0.612363	0.017479	
398000	-802.890354	1	0.000336	0.000150	0.000565	0.015642	0.009917	0.006296	0.001678	0.023708	0.007183	0.026507	0.000403	0.000859	0.009163	0.849423	0.131529	0.009885	
399000	-800.807010	1	0.000378	0.000181	0.000343	0.014071	0.012429	0.010416	0.006542	0.026477	0.001779	0.024250	0.000117	0.000317	0.010262	0.815382	0.172836	0.001520	
400000	-806.561227	1	0.000598	0.000180	0.000330	0.007415	0.032767	0.011711	0.012141	0.067244	0.000094	0.022465	0.000798	0.000660	0.159803	0.363735	0.450754	0.025707	
401000	-802.998562	1	0.000138	0.000205	0.000387	0.005535	0.066369	0.011202	0.013652	0.093103	0.007562	0.026498	0.000357	0.000575	0.002994	0.442016	0.551494	0.003496	
402000	-804.022663	1	0.000404	0.000147	0.000367	0.006507	0.025410	0.004375	0.016449	0.043772	0.018517	0.031285	0.001111	0.000083	0.004402	0.218371	0.770951	0.006277	
403000	-804.871244	1	0.000125	0.000216	0.000359	0.018700	0.024081	0.001936	0.001274	0.039899	0.017932	0.024062	0.001517	0.000415	0.001897	0.584988	0.408215	0.004900	
404000	-800.014025	1	0.000261	0.000061	0.000293	0.001434	0.049951	0.000108	0.016062	0.065276	0.023692	0.029181	0.000977	0.000318	0.002270	0.112900	0.874987	0.009843	
405000	-801.637566	1	0.000376	0.000180	0.000354	0.000298	0.035059	0.004522	0.015391	0.049388	0.027891	0.032145	0.000714	0.000618	0.008452	0.101122	0.875560	0.014865	
406000	-805.095599	1	0.000111	0.000128	0.000271	0.009302	0.047952	0.001357	0.001457	0.084130	0.022541	0.028085	0.000780	0.000893	0.003400	0.258608	0.704271	0.033721	
407000	-802.470503	1	0.000368	0.000125	0.000440	0.009734	0.055257	0.010047	0.004123	0.079866	0.006054	0.028925	0.000469	0.000322	0.025360	0.639097	0.319234	0.016310	
408000	-805.640273	1	0.000044	0.000738	0.000159	0.003505	0.043052	0.007162	0.015972	0.080841	0.024257	0.030044	0.000320	0.001126	0.017339	0.251740	0.715777	0.015144	
409000	-803.194059	1	0.000476	0.000049	0.000377	0.005931	0.028542	0.011554	0.005683	0.059970	0.013383	0.029486	0.000799	0.000477	0.018744	0.456794	0.501610	0.022851	
410000	-805.754319	1	0.000458	0.000091	0.000617	0.001353	0.026183	0.001248	0.011013	0.027977	0.015651	0.029114	0.001226	0.000150	0.039260	0.031073	0.829921	0.099746	
411000	-801.628575	1	0.000234	0.000088	0.000271	0.001853	0.050118	0.001158	0.016863	0.043929	0.021277	0.029460	0.000871	0.000328	0.001339	0.224869	0.769769	0.004022	
412000	-801.679007	1	0.000270	0.000111	0.000350	0.009218	0.032289	0.007394	0.009238	0.067867	0.006374	0.024483	0.000579	0.000426	0.008707	0.509587	0.475189	0.006517	
413000	-803.014170	1	0.000235	0.000081	0.000339	0.007576	0.053509	0.002481	0.009496	0.087332	0.027666	0.026595	0.001603	0.000206	0.002099	0.332986	0.656610	0.008305	
414000	-802.762906	1	0.000212	0.000223	0.000609	0.000708	0.052533	0.009250	0.022706	0.079330	0.002904	0.024351	0.000764	0.000350	0.015790	0.160793	0.816803	0.006613	
415000	-803.236924	1	0.000375	0.000057	0.000377	0.002711	0.059629	0.004087	0.012514	0.063207	0.020585	0.029494	0.001352	0.000921	0.005347	0.220319	0.745177	0.029157	
416000	-805.389688	1	0.000004	0.000422	0.000303	0.001307	0.084475	0.002770	0.017730	0.084298	0.015672	0.024724	0.000581	0.001232	0.008326	0.258659	0.719265	0.013751	
