q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000213,6.5e-05,0.000275,0.012456,0.02162,0.005027,0.004463,0.037886,0.003049,0.012523,0.00097,0.000219
0.000248,0.000179,0.000325,0.003908,0.057118,0.00167,0.011233,0.093026,0.010568,0.015982,0.000133,0.000621
0.000349,0.00021,0.000237,0.004814,0.058577,0.002412,0.002973,0.092595,0.020112,0.018784,0.0003,0.00026
0.000367,0.000135,0.000171,0.01546,0.007228,0.005743,0.000722,0.019939,0.003035,0.015432,0.000211,0.000604
0.000243,0.000189,0.00021,0.014303,0.004077,0.007702,0.00103,0.016935,0.000337,0.015025,0.000421,0.000178
0.000439,1.5e-05,0.000248,0.004486,0.0149,0.001043,0.008416,0.01651,0.017237,0.016252,0.000236,7.6e-05
0.000343,4e-06,0.000192,0.001335,0.022674,0.0004,0.01452,0.02026,0.016569,0.015196,0.000547,0.000452
0.000307,1e-06,0.00018,0.002242,0.043018,0.00636,0.015495,0.094219,0.002088,0.013508,0.000303,0.000386
0.000307,3.1e-05,0.000328,0.001617,0.047897,0.003561,0.021118,0.087681,0.011768,0.014115,0.000303,0.001849
0.000214,0.000166,0.000181,0.002907,0.038552,0.00332,0.013634,0.062428,0.008453,0.015046,0.000247,0.000319
0.000166,0.00011,0.000181,0.012236,0.045723,0.006685,0.003238,0.089559,0.000804,0.014163,0.000199,0.000259
0.000184,0.000282,0.000417,0.002805,0.015183,0.001606,0.017837,0.014914,0.009956,0.016051,0.000264,0.000202
0.000129,0.000221,0.000185,0.000374,0.035224,0.002974,0.025133,0.050559,0.009437,0.012608,0.000453,0.00033
0.000252,6.8e-05,0.000335,0.001519,0.031731,0.003811,0.01912,0.048578,0.003306,0.014814,6.8e-05,0.00105
0.000208,4.7e-05,0.00032,0.000747,0.019031,0.003229,0.027339,0.020729,0.004202,0.015375,9e-05,0.000124
0.000287,9.2e-05,0.000169,0.002069,0.023863,0.003068,0.014341,0.033567,0.0077,0.017215,0.000317,0.000353
0.000132,0.000205,0.000225,0.000973,0.03843,0.003098,0.017607,0.060872,0.01059,0.016359,0.000858,1.5e-05
0.000217,0.000137,0.000195,0.002439,0.023231,0.006604,0.014052,0.031288,0.006693,0.017228,0.000461,0.000203
0.000317,0.000147,0.000212,0.003094,0.012192,0.000677,0.007881,0.012664,0.014363,0.015461,0.000161,0.000185
0.000246,0.000169,0.000331,0.00024,0.015935,0.005057,0.02342,0.011018,0.009809,0.016608,0.000971,9.3e-05
0.000209,0.0002,0.000297,0.00096,0.024807,0.002574,0.019189,0.023782,0.007917,0.015925,0.000391,0.000311
0.000198,0.000306,0.000277,0.000529,0.032118,0.001224,0.018099,0.037698,0.011655,0.012952,0.000226,0.000514
0.000295,0.000193,0.000146,0.000411,0.021653,0.000212,0.019468,0.024608,0.018604,0.015314,2e-05,0.000357
0.000175,0.000154,0.000201,0.000802,0.05151,0.000276,0.017846,0.079913,0.02354,0.016615,0.001098,0.000454
0.000265,0.000148,0.000241,0.005718,0.04309,0.003158,0.012818,0.088599,0.006006,0.015594,0.000195,6.8e-05
0.000175,0.000244,0.000289,0.002329,0.063815,0.001075,0.007445,0.088323,0.014971,0.01482,0.001427,0.000291
0.00013,0.000255,0.000269,0.000552,0.041651,0.001212,0.025332,0.07872,0.018419,0.016425,0.000666,0.000708
0.000196,9.3e-05,0.000317,0.000406,0.037087,0.001657,0.031021,0.039191,0.00838,0.018754,0.000978,1.5e-05
0.000147,0.000136,0.000299,0.001124,0.013407,0.003699,0.023558,0.013969,0.006528,0.013375,0.000318,0.001026
0.000315,0.000122,0.00024,0.008865,0.005155,0.008066,0.002473,0.01622,0.000339,0.014342,0.000567,1.3e-05
0.000299,0.000123,0.000223,0.01415,0.014537,0.011649,0.002369,0.025277,0.000328,0.01686,0.000206,2e-06
0.000398,9.3e-05,0.000168,0.0207,0.004335,0.003021,0.0011,0.015431,0.00543,0.015032,0.000823,0.000268
0.000364,2.6e-05,0.000324,0.009497,0.022994,0.003779,0.000515,0.033687,0.007563,0.015034,0.000417,0.000277
0.000174,0.000156,0.000266,0.000988,0.020982,0.003511,0.023459,0.022041,0.007005,0.016099,0.000514,0.000233
0.000316,7.9e-05,0.000383,8.9e-05,0.035395,0.000779,0.022084,0.050777,0.010316,0.016248,0.000308,0.001238
0.00026,0.000158,0.000226,0.000305,0.021401,0.004235,0.022963,0.024691,0.005683,0.01368,0.00045,3.9e-05
0.000247,0.000106,0.000284,0.012544,0.004095,0.005132,0.001175,0.015122,0.004642,0.015963,0.00083,1e-05
0.000273,7.7e-05,0.000419,0.01292,0.006727,0.008406,0.000192,0.019204,0.002445,0.017857,0.000213,0.000677
0.00022,0.000137,0.000172,0.009024,0.005836,0.006284,0.00384,0.020294,0.00137,0.014872,0.000497,0.000405
0.00019,0.000123,0.000355,0.015032,0.011004,0.006226,0.000227,0.023821,0.0065,0.014605,0.000905,0.000876
0.000378,0.000169,0.000296,0.011017,0.023262,0.000774,0.003496,0.025877,0.009347,0.017168,8.5e-05,0.000201
0.000338,8.6e-05,0.000338,0.007461,0.050594,0.00133,0.008537,0.090563,0.016591,0.018768,0.000254,0.000572
0.000231,0.000132,0.000166,0.000804,0.015293,0.002775,0.017869,0.008108,0.009771,0.015236,2.8e-05,0.000625
0.000372,0.000126,0.000144,0.000495,0.048329,0.005844,0.019924,0.067834,0.004141,0.012068,0.000282,0.000742
0.000171,0.000106,0.000336,0.000646,0.05123,0.001164,0.016575,0.077781,0.018256,0.01497,0.000226,0.000497
0.000235,0.000116,0.000277,0.000531,0.02792,0.004774,0.018551,0.050379,0.002798,0.014381,0.000205,0.000156
0.000151,0.000135,0.000318,0.001235,0.015958,0.006675,0.026066,0.028917,0.005145,0.01549,8.7e-05,0.002535
0.000175,0.000153,0.000267,0.002707,0.072197,0.008257,0.008872,0.097947,0.000723,0.017604,6.8e-05,6.5e-05
0.000193,0.000213,0.000293,0.00145,0.043208,0.002542,0.019216,0.06647,0.013516,0.018191,0.000125,0.001504
0.000342,2.6e-05,0.000259,0.007438,0.020237,0.000248,0.008163,0.021154,0.016847,0.013773,9.4e-05,0.002024
4.5e-05,0.000544,0.000265,0.002485,0.055608,0.000458,0.019471,0.087826,0.008318,0.013927,0.0007,0.00017
0.000175,8.9e-05,0.000391,0.000959,0.024475,0.000687,0.021142,0.031758,0.012458,0.016631,0.000481,0.000498
0.000294,6e-05,0.000193,0.00496,0.018166,0.010299,0.012071,0.024442,0.002625,0.015895,0.000645,0.000177
0.000456,2.9e-05,0.00031,0.000933,0.026064,0.007667,0.013651,0.040485,0.000252,0.016922,0.000733,0.000453
0.000175,0.000185,0.000349,0.002244,0.046246,0.003739,0.018152,0.067102,0.004876,0.012411,0.001902,0.000295
0.000187,0.000135,0.000205,0.005753,0.055817,0.009447,0.010916,0.0839,0.000845,0.013844,0.001327,0.000122
0.000328,0.000113,0.000361,0.000238,0.033034,0.007773,0.015361,0.045375,0.000152,0.014274,0.00011,0.001583
7.5e-05,0.000283,0.000354,0.001908,0.047963,0.005433,0.016452,0.07911,0.006413,0.01752,0.000882,0.000373
3.3e-05,0.00042,0.000131,0.001847,0.054927,0.003208,0.013841,0.076731,0.009913,0.015069,0.000352,2.3e-05
0.000115,0.000271,0.00029,0.007681,0.044411,0.000206,0.007867,0.076015,0.015524,0.014487,0.000434,1.4e-05
0.000225,0.000167,0.000141,0.003804,0.01946,0.000194,0.015275,0.014558,0.014537,0.016195,0.00038,4.9e-05
8.5e-05,0.000219,0.000232,0.00013,0.065067,8.9e-05,0.022042,0.095127,0.01434,0.015982,0.000252,0.000196
0.000139,0.000253,0.000284,0.009775,0.034712,7e-05,0.006698,0.072686,0.013457,0.013499,0.000448,0.000239
8.5e-05,0.000322,0.000192,0.004924,0.031491,0.004346,0.011246,0.059528,0.007003,0.013899,0.000189,0.000163
0.000229,0.000268,0.000246,0.004123,0.031717,0.003718,0.01154,0.058328,0.016471,0.018552,0.000608,0.000175
0.000224,0.000133,0.000289,0.003266,0.064846,0.005197,0.012693,0.090595,0.003479,0.01267,0.000404,0.000427
0.00017,7.9e-05,0.000266,0.001297,0.0181,0.003316,0.020383,0.012183,0.005887,0.015349,0.000561,0.0001
7.4e-05,0.000462,0.000234,0.000498,0.024223,0.004993,0.016648,0.037329,0.00683,0.014675,0.000249,2.4e-05
0.000245,0.000174,0.000309,0.00187,0.022418,0.000545,0.01643,0.022865,0.019103,0.018185,2.2e-05,6e-05
9.4e-05,0.000242,0.000157,0.003347,0.046956,0.006323,0.013984,0.072553,0.00483,0.015721,0.000162,9.1e-05
8.8e-05,0.000251,0.000217,0.00448,0.065114,0.002129,0.012199,0.083081,0.011788,0.014616,0.000365,3.9e-05
0.000156,0.000246,0.000192,0.000755,0.020405,0.000813,0.022165,0.018105,0.015273,0.012163,0.000309,2.2e-05
0.000233,9.8e-05,0.000246,0.002922,0.019703,0.001732,0.016256,0.027964,0.013838,0.01477,0.000367,0.000176
0.000307,9.7e-05,0.000467,0.000355,0.026625,0.003516,0.02102,0.024769,0.011364,0.015532,0.001008,1e-05
0.000193,0.000164,0.00029,0.003843,0.014387,0.000791,0.011525,0.013219,0.015566,0.015709,0.000268,0.000119
0.0003,0.00018,0.000328,0.002362,0.029953,0.000223,0.019388,0.043454,0.010725,0.012925,9e-06,0.000618
0.000373,1.6e-05,0.000271,0.003173,0.048075,0.001146,0.01467,0.05147,0.009991,0.016729,4e-06,0.000891
0.000326,2.7e-05,0.000397,0.00015,0.029972,0.00013,0.010308,0.026705,0.013332,0.016183,0.001178,4.2e-05
0.00031,6.1e-05,0.000327,0.000659,0.031507,0.000458,0.015368,0.035344,0.015233,0.014826,0.000198,0.000735
0.000182,0.000177,0.000191,0.000436,0.018578,0.000256,0.025943,0.008101,0.013065,0.013313,0.001702,0.000824
0.000217,0.000124,0.000212,0.001004,0.02524,0.001661,0.017916,0.030645,0.014025,0.014649,0.000313,0.000712
0.000177,0.000134,0.000264,0.003188,0.017841,0.00333,0.013637,0.028551,0.016521,0.015228,0.001272,0.00033
0.000168,0.000141,0.000322,0.002049,0.049073,0.003752,0.022136,0.088413,0.008578,0.017653,0.000278,0.000139
0.000265,0.000106,0.000359,0.001351,0.023238,9e-06,0.016824,0.017954,0.018009,0.020035,0.001131,0.000375
5.2e-05,0.000172,0.000231,0.001365,0.053858,0.001068,0.022876,0.099044,0.007465,0.015725,0.000138,0.000364
6.1e-05,0.000191,0.000275,0.000518,0.030776,0.002135,0.022989,0.0352,0.010746,0.016432,1.1e-05,0.000841
0.000335,8.1e-05,0.000266,0.001956,0.019232,0.001335,0.015708,0.016047,0.016875,0.01648,0.000679,0.000202
8.6e-05,0.000321,0.000191,5.5e-05,0.016243,0.000142,0.019499,0.015627,0.013175,0.016718,0.000257,0.000376
0.000101,0.000306,0.00023,0.000114,0.072897,0.001988,0.017747,0.092341,0.011306,0.013981,0.000281,0.000711
0.000296,0.000147,0.000276,0.001004,0.018153,0.001072,0.015912,0.01503,0.014958,0.015249,0.001904,0.000179
0.00031,0.00019,0.000325,2.7e-05,0.016671,0.002994,0.016908,0.01277,0.016012,0.016478,0.000423,0.000974
0.000232,0.000181,0.000285,0.000285,0.034936,0.004053,0.02067,0.051092,0.010477,0.01699,0.000185,0.000435
0.000243,0.000179,0.000189,0.004757,0.063357,0.002246,0.014279,0.098148,0.015131,0.014107,0.000485,0.000611
0.00038,0.000168,0.000358,9.9e-05,0.047907,0.002906,0.014795,0.070415,0.010019,0.017137,5.9e-05,0.000237
0.000328,8.2e-05,0.000258,0.000355,0.024321,0.002635,0.022111,0.018025,0.007382,0.01267,0.001076,3.4e-05
0.000488,1.1e-05,0.00033,0.001492,0.031363,0.000314,0.007638,0.037703,0.020175,0.019216,0.000358,5e-06
0.000193,0.000152,0.000241,0.010344,0.077367,0.001774,0.001624,0.099441,0.00963,0.015022,0.000372,5e-06
0.00028,0.000157,0.000188,0.010171,0.003743,0.01065,0.002122,0.015608,0.001947,0.018784,8e-06,6e-06
0.000375,8.2e-05,0.000263,0.011696,0.003888,0.004719,0.003812,0.011128,0.00237,0.014164,0.000161,5.2e-05
0.000316,4.8e-05,0.000284,0.013632,0.01077,0.008253,0.002606,0.019686,0.000974,0.0146,0.000254,9.2e-05
0.000326,0.000112,0.0002,0.012637,0.011248,0.007979,0.000385,0.029903,0.00311,0.01241,0.000641,0.000287
0.000129,0.000154,0.000303,0.009939,0.065133,0.004225,0.001582,0.095503,0.009401,0.016888,0.000171,0.001094
0.000107,0.000199,0.000332,0.008054,0.03627,0.003183,0.004149,0.076012,0.009675,0.017023,0.000151,0.000248
6.1e-05,0.000347,0.00021,0.007419,0.072549,0.000582,0.005993,0.097929,0.006849,0.013378,5.3e-05,0.000205
0.000209,8.2e-05,0.000267,0.003518,0.021362,0.000496,0.010798,0.019501,0.012005,0.013414,0.00018,0.000934
0.0004,1.2e-05,0.000279,0.016301,0.005331,0.005707,0.002024,0.019707,0.001225,0.011972,0.00091,4.6e-05
0.00017,5e-05,0.000124,0.021505,0.003637,0.001624,0.000161,0.017577,0.005734,0.014797,0.000394,0.000734
0.000261,7.1e-05,0.000402,0.010296,0.006034,0.008237,4.8e-05,0.015972,0.002446,0.015648,0.000511,2.5e-05
0.000241,0.000199,0.000349,0.008418,0.014566,0.009399,0.00055,0.027217,0.002059,0.015981,3.4e-05,5e-06
0.000297,0.000219,0.000358,0.009977,0.003232,0.007988,0.001534,0.018677,0.000881,0.014654,0.000406,0.000138
0.000197,0.000142,0.000448,0.010184,0.007651,0.006331,0.000431,0.02606,0.001984,0.01528,0.000683,0.001526
0.000193,0.000137,0.000188,0.016248,0.005325,0.00231,0.000672,0.014755,0.006684,0.012466,0.000225,0.000445
0.000213,0.000106,0.000261,0.016727,0.007548,0.004566,0.000614,0.016063,0.007717,0.013131,0.001365,0.000576
0.000276,0.000191,0.000216,0.013229,0.007428,0.010548,0.000355,0.022711,0.000203,0.018752,0.000273,0.000452
