0,1,2,3,4,5,6,7,8,9,10,11
0.004497778614019052,0.0017810860043675643,0.0003336550739394886,0.03918776603222317,0.017765040451124463,0.00015046828324900155,0.01643488599783498,0.01759406210293912,0.014321915103008603,0.009811209240012532,0.0008652115618281098,0.03630185888869896
