Default schedule
Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
842	0.320665	158	0.911392	0.885928	842	0.320665	0.414000	0.408027	
825	0.296970	175	0.925714	0.885928	825	0.296970	0.407000	0.408024	
826	0.317191	174	0.925287	0.885928	826	0.317191	0.423000	0.408066	
842	0.336105	158	0.860759	0.885928	842	0.336105	0.419000	0.408097	
824	0.322816	176	0.892045	0.885928	824	0.322816	0.423000	0.408138	
845	0.314793	155	0.903226	0.885928	845	0.314793	0.406000	0.408132	
806	0.291563	194	0.896907	0.885928	806	0.291563	0.409000	0.408135	
848	0.317217	152	0.940789	0.885928	848	0.317217	0.412000	0.408145	
816	0.335784	184	0.902174	0.885928	816	0.335784	0.440000	0.408233	
834	0.322542	166	0.945783	0.885928	834	0.322542	0.426000	0.408282	
835	0.314970	165	0.939394	0.885928	835	0.314970	0.418000	0.408308	
817	0.312118	183	0.939891	0.885928	817	0.312118	0.427000	0.408360	
808	0.299505	192	0.895833	0.885928	808	0.299505	0.414000	0.408375	
831	0.330927	169	0.917160	0.885928	831	0.330927	0.430000	0.408434	
845	0.324260	155	0.896774	0.885928	845	0.324260	0.413000	0.408446	
841	0.346017	159	0.911950	0.885928	841	0.346017	0.436000	0.408521	
851	0.309048	149	0.926174	0.885928	851	0.309048	0.401000	0.408500	
831	0.302046	169	0.863905	0.885928	831	0.302046	0.397000	0.408469	
847	0.334120	153	0.921569	0.885928	847	0.334120	0.424000	0.408511	
821	0.359318	179	0.899441	0.885928	821	0.359318	0.456000	0.408638	
846	0.288416	154	0.889610	0.885928	846	0.288416	0.381000	0.408564	
805	0.310559	195	0.933333	0.885928	805	0.310559	0.432000	0.408627	
819	0.310134	181	0.928177	0.885928	819	0.310134	0.422000	0.408662	
828	0.329710	172	0.918605	0.885928	828	0.329710	0.431000	0.408721	
838	0.340095	162	0.932099	0.885928	838	0.340095	0.436000	0.408793	
809	0.296663	191	0.916230	0.885928	809	0.296663	0.415000	0.408809	
835	0.311377	165	0.915152	0.885928	835	0.311377	0.411000	0.408815	
822	0.338200	178	0.955056	0.885928	822	0.338200	0.448000	0.408918	
837	0.284349	163	0.926380	0.885928	837	0.284349	0.389000	0.408866	
813	0.314883	187	0.887701	0.885928	813	0.314883	0.422000	0.408900	
834	0.332134	166	0.879518	0.885928	834	0.332134	0.423000	0.408937	
825	0.335758	175	0.908571	0.885928	825	0.335758	0.436000	0.409007	
822	0.336983	178	0.949438	0.885928	822	0.336983	0.446000	0.409102	
842	0.339667	158	0.892405	0.885928	842	0.339667	0.427000	0.409148	
838	0.306683	162	0.925926	0.885928	838	0.306683	0.407000	0.409143	
840	0.334524	160	0.893750	0.885928	840	0.334524	0.424000	0.409181	
843	0.349941	157	0.898089	0.885928	843	0.349941	0.436000	0.409250	
843	0.333333	157	0.936306	0.885928	843	0.333333	0.428000	0.409297	
844	0.328199	156	0.923077	0.885928	844	0.328199	0.421000	0.409327	
803	0.337484	197	0.903553	0.885928	803	0.337484	0.449000	0.409428	
827	0.328900	173	0.907514	0.885928	827	0.328900	0.429000	0.409477	
840	0.344048	160	0.925000	0.885928	840	0.344048	0.437000	0.409547	
823	0.343864	177	0.858757	0.885928	823	0.343864	0.435000	0.409611	
815	0.338650	185	0.924324	0.885928	815	0.338650	0.447000	0.409705	
845	0.336095	155	0.922581	0.885928	845	0.336095	0.427000	0.409748	
837	0.351254	163	0.907975	0.885928	837	0.351254	0.442000	0.409829	
826	0.294189	174	0.890805	0.885928	826	0.294189	0.398000	0.409799	
828	0.301932	172	0.895349	0.885928	828	0.301932	0.404000	0.409785	
826	0.330508	174	0.902299	0.885928	826	0.330508	0.430000	0.409835	
832	0.328125	168	0.928571	0.885928	832	0.328125	0.429000	0.409883	
832	0.343750	168	0.898810	0.885928	832	0.343750	0.437000	0.409950	
824	0.367718	176	0.903409	0.885928	824	0.367718	0.462000	0.410078	
801	0.332085	199	0.884422	0.885928	801	0.332085	0.442000	0.410156	
844	0.312796	156	0.897436	0.885928	844	0.312796	0.404000	0.410141	
826	0.315981	174	0.890805	0.885928	826	0.315981	0.416000	0.410155	
828	0.311594	172	0.924419	0.885928	828	0.311594	0.417000	0.410172	
834	0.370504	166	0.909639	0.885928	834	0.370504	0.460000	0.410293	
829	0.293124	171	0.923977	0.885928	829	0.293124	0.401000	0.410271	
845	0.352663	155	0.877419	0.885928	845	0.352663	0.434000	0.410328	
827	0.336155	173	0.878613	0.885928	827	0.336155	0.430000	0.410376	
825	0.316364	175	0.902857	0.885928	825	0.316364	0.419000	0.410397	
815	0.298160	185	0.897297	0.885928	815	0.298160	0.409000	0.410393	
825	0.284848	175	0.937143	0.885928	825	0.284848	0.399000	0.410366	
840	0.346429	160	0.925000	0.885928	840	0.346429	0.439000	0.410434	
837	0.311828	163	0.889571	0.885928	837	0.311828	0.406000	0.410424	
843	0.345196	157	0.923567	0.885928	843	0.345196	0.436000	0.410485	
817	0.293758	183	0.874317	0.885928	817	0.293758	0.400000	0.410460	
819	0.312576	181	0.895028	0.885928	819	0.312576	0.418000	0.410478	
833	0.350540	167	0.952096	0.885928	833	0.350540	0.451000	0.410573	
841	0.324614	159	0.886792	0.885928	841	0.324614	0.414000	0.410582	
832	0.328125	168	0.916667	0.885928	832	0.328125	0.427000	0.410620	
813	0.328413	187	0.914439	0.885928	813	0.328413	0.438000	0.410684	
809	0.372064	191	0.910995	0.885928	809	0.372064	0.475000	0.410835	
837	0.371565	163	0.901840	0.885928	837	0.371565	0.458000	0.410945	
825	0.355152	175	0.925714	0.885928	825	0.355152	0.455000	0.411048	
834	0.363309	166	0.915663	0.885928	834	0.363309	0.455000	0.411150	
818	0.358191	182	0.928571	0.885928	818	0.358191	0.462000	0.411268	
804	0.313433	196	0.918367	0.885928	804	0.313433	0.432000	0.411316	
814	0.375921	186	0.897849	0.885928	814	0.375921	0.473000	0.411459	
836	0.343301	164	0.939024	0.885928	836	0.343301	0.441000	0.411527	
840	0.347619	160	0.912500	0.885928	840	0.347619	0.438000	0.411588	
823	0.318348	177	0.915254	0.885928	823	0.318348	0.424000	0.411616	
832	0.317308	168	0.940476	0.885928	832	0.317308	0.422000	0.411640	
853	0.276671	147	0.931973	0.885928	853	0.276671	0.373000	0.411552	
853	0.281360	147	0.891156	0.885928	853	0.281360	0.371000	0.411459	
830	0.285542	170	0.905882	0.885928	830	0.285542	0.391000	0.411413	
847	0.331759	153	0.947712	0.885928	847	0.331759	0.426000	0.411446	
829	0.337756	171	0.912281	0.885928	829	0.337756	0.436000	0.411501	
829	0.355850	171	0.929825	0.885928	829	0.355850	0.454000	0.411597	
832	0.364183	168	0.892857	0.885928	832	0.364183	0.453000	0.411691	
843	0.327402	157	0.929936	0.885928	843	0.327402	0.422000	0.411714	
814	0.312039	186	0.903226	0.885928	814	0.312039	0.422000	0.411737	
818	0.339853	182	0.906593	0.885928	818	0.339853	0.443000	0.411807	
825	0.309091	175	0.914286	0.885928	825	0.309091	0.415000	0.411814	
828	0.309179	172	0.901163	0.885928	828	0.309179	0.411000	0.411812	
829	0.351025	171	0.900585	0.885928	829	0.351025	0.445000	0.411886	
829	0.311218	171	0.888889	0.885928	829	0.311218	0.410000	0.411882	
828	0.328502	172	0.895349	0.885928	828	0.328502	0.426000	0.411913	
847	0.337662	153	0.908497	0.885928	847	0.337662	0.425000	0.411942	
814	0.277641	186	0.908602	0.885928	814	0.277641	0.395000	0.411904	
807	0.361834	193	0.943005	0.885928	807	0.361834	0.474000	0.412041	
823	0.348724	177	0.870056	0.885928	823	0.348724	0.441000	0.412104	
816	0.363971	184	0.918478	0.885928	816	0.363971	0.466000	0.412222	
838	0.321002	162	0.907407	0.885928	838	0.321002	0.416000	0.412231	
820	0.360976	180	0.944444	0.885928	820	0.360976	0.466000	0.412348	
821	0.341048	179	0.921788	0.885928	821	0.341048	0.445000	0.412419	
806	0.351117	194	0.865979	0.885928	806	0.351117	0.451000	0.412502	
827	0.348247	173	0.965318	0.885928	827	0.348247	0.455000	0.412594	
855	0.321637	145	0.924138	0.885928	855	0.321637	0.409000	0.412587	
832	0.317308	168	0.916667	0.885928	832	0.317308	0.418000	0.412598	
833	0.386555	167	0.904192	0.885928	833	0.386555	0.473000	0.412728	
825	0.323636	175	0.891429	0.885928	825	0.323636	0.423000	0.412750	
832	0.343750	168	0.922619	0.885928	832	0.343750	0.441000	0.412811	
825	0.323636	175	0.902857	0.885928	825	0.323636	0.425000	0.412837	
842	0.328979	158	0.892405	0.885928	842	0.328979	0.418000	0.412848	
845	0.305325	155	0.935484	0.885928	845	0.305325	0.403000	0.412827	
800	0.365000	200	0.880000	0.885928	800	0.365000	0.468000	0.412944	
828	0.324879	172	0.877907	0.885928	828	0.324879	0.420000	0.412959	
842	0.331354	158	0.905063	0.885928	842	0.331354	0.422000	0.412978	
835	0.257485	165	0.915152	0.885928	835	0.257485	0.366000	0.412879	
832	0.329327	168	0.886905	0.885928	832	0.329327	0.423000	0.412900	
827	0.304716	173	0.884393	0.885928	827	0.304716	0.405000	0.412884	
823	0.328068	177	0.937853	0.885928	823	0.328068	0.436000	0.412932	
818	0.288509	182	0.895604	0.885928	818	0.288509	0.399000	0.412903	
850	0.335294	150	0.926667	0.885928	850	0.335294	0.424000	0.412926	
833	0.306122	167	0.940120	0.885928	833	0.306122	0.412000	0.412924	
820	0.308537	180	0.905556	0.885928	820	0.308537	0.416000	0.412931	
819	0.340659	181	0.895028	0.885928	819	0.340659	0.441000	0.412989	
821	0.358100	179	0.960894	0.885928	821	0.358100	0.466000	0.413099	
841	0.324614	159	0.861635	0.885928	841	0.324614	0.410000	0.413092	
834	0.268585	166	0.873494	0.885928	834	0.268585	0.369000	0.413001	
827	0.340992	173	0.907514	0.885928	827	0.340992	0.439000	0.413055	
827	0.355502	173	0.895954	0.885928	827	0.355502	0.449000	0.413129	
856	0.315421	144	0.895833	0.885928	856	0.315421	0.399000	0.413100	
822	0.381995	178	0.926966	0.885928	822	0.381995	0.479000	0.413234	
801	0.307116	199	0.889447	0.885928	801	0.307116	0.423000	0.413254	
810	0.324691	190	0.878947	0.885928	810	0.324691	0.430000	0.413288	
830	0.346988	170	0.917647	0.885928	830	0.346988	0.444000	0.413351	
822	0.360097	178	0.887640	0.885928	822	0.360097	0.454000	0.413433	
831	0.353791	169	0.928994	0.885928	831	0.353791	0.451000	0.413509	
805	0.310559	195	0.923077	0.885928	805	0.310559	0.430000	0.413543	
823	0.303767	177	0.920904	0.885928	823	0.303767	0.413000	0.413542	
800	0.302500	200	0.885000	0.885928	800	0.302500	0.419000	0.413552	
829	0.326900	171	0.900585	0.885928	829	0.326900	0.425000	0.413575	
832	0.334135	168	0.892857	0.885928	832	0.334135	0.428000	0.413604	
830	0.303614	170	0.876471	0.885928	830	0.303614	0.401000	0.413579	
835	0.280240	165	0.848485	0.885928	835	0.280240	0.374000	0.413500	
835	0.314970	165	0.818182	0.885928	835	0.314970	0.398000	0.413469	
840	0.336905	160	0.918750	0.885928	840	0.336905	0.430000	0.413502	
826	0.315981	174	0.913793	0.885928	826	0.315981	0.420000	0.413515	
829	0.381182	171	0.865497	0.885928	829	0.381182	0.464000	0.413615	
798	0.314536	202	0.896040	0.885928	798	0.314536	0.432000	0.413651	
818	0.312958	182	0.928571	0.885928	818	0.312958	0.425000	0.413674	
813	0.354244	187	0.898396	0.885928	813	0.354244	0.456000	0.413757	
831	0.302046	169	0.899408	0.885928	831	0.302046	0.403000	0.413736	
826	0.345036	174	0.908046	0.885928	826	0.345036	0.443000	0.413793	
830	0.339759	170	0.941176	0.885928	830	0.339759	0.442000	0.413849	
825	0.298182	175	0.920000	0.885928	825	0.298182	0.407000	0.413835	
833	0.316927	167	0.910180	0.885928	833	0.316927	0.416000	0.413839	
828	0.332126	172	0.906977	0.885928	828	0.332126	0.431000	0.413873	
839	0.318236	161	0.900621	0.885928	839	0.318236	0.412000	0.413869	
822	0.315085	178	0.915730	0.885928	822	0.315085	0.422000	0.413885	
829	0.334138	171	0.923977	0.885928	829	0.334138	0.435000	0.413926	
829	0.343788	171	0.900585	0.885928	829	0.343788	0.439000	0.413974	
826	0.347458	174	0.925287	0.885928	826	0.347458	0.448000	0.414040	
849	0.314488	151	0.913907	0.885928	849	0.314488	0.405000	0.414022	
805	0.288199	195	0.912821	0.885928	805	0.288199	0.410000	0.414015	
821	0.326431	179	0.905028	0.885928	821	0.326431	0.430000	0.414045	
826	0.295400	174	0.885057	0.885928	826	0.295400	0.398000	0.414015	
838	0.340095	162	0.833333	0.885928	838	0.340095	0.420000	0.414026	
834	0.309353	166	0.885542	0.885928	834	0.309353	0.405000	0.414009	
819	0.304029	181	0.922652	0.885928	819	0.304029	0.416000	0.414013	
795	0.344654	205	0.917073	0.885928	795	0.344654	0.462000	0.414104	
843	0.315540	157	0.917197	0.885928	843	0.315540	0.410000	0.414096	
830	0.303614	170	0.947059	0.885928	830	0.303614	0.413000	0.414094	
835	0.297006	165	0.884848	0.885928	835	0.297006	0.394000	0.414056	
841	0.317479	159	0.911950	0.885928	841	0.317479	0.412000	0.414052	
835	0.293413	165	0.951515	0.885928	835	0.293413	0.402000	0.414029	
821	0.331303	179	0.877095	0.885928	821	0.331303	0.429000	0.414057	
838	0.309069	162	0.876543	0.885928	838	0.309069	0.401000	0.414033	
834	0.352518	166	0.885542	0.885928	834	0.352518	0.441000	0.414083	
833	0.357743	167	0.934132	0.885928	833	0.357743	0.454000	0.414158	
831	0.312876	169	0.923077	0.885928	831	0.312876	0.416000	0.414161	
828	0.333333	172	0.877907	0.885928	828	0.333333	0.427000	0.414185	
827	0.363966	173	0.947977	0.885928	827	0.363966	0.465000	0.414279	
837	0.330944	163	0.926380	0.885928	837	0.330944	0.428000	0.414305	
815	0.299387	185	0.940541	0.885928	815	0.299387	0.418000	0.414312	
834	0.305755	166	0.909639	0.885928	834	0.305755	0.406000	0.414296	
818	0.325183	182	0.923077	0.885928	818	0.325183	0.434000	0.414333	
816	0.368873	184	0.907609	0.885928	816	0.368873	0.468000	0.414431	
833	0.321729	167	0.874251	0.885928	833	0.321729	0.414000	0.414430	
816	0.285539	184	0.896739	0.885928	816	0.285539	0.398000	0.414400	
825	0.320000	175	0.954286	0.885928	825	0.320000	0.431000	0.414431	
841	0.326992	159	0.905660	0.885928	841	0.326992	0.419000	0.414439	
823	0.354800	177	0.898305	0.885928	823	0.354800	0.451000	0.414506	
819	0.338217	181	0.939227	0.885928	819	0.338217	0.447000	0.414565	
816	0.383578	184	0.902174	0.885928	816	0.383578	0.479000	0.414682	
829	0.344994	171	0.900585	0.885928	829	0.344994	0.440000	0.414728	
808	0.336634	192	0.932292	0.885928	808	0.336634	0.451000	0.414793	
839	0.350417	161	0.906832	0.885928	839	0.350417	0.440000	0.414839	
817	0.336597	183	0.846995	0.885928	817	0.336597	0.430000	0.414866	
838	0.344869	162	0.888889	0.885928	838	0.344869	0.433000	0.414899	
813	0.291513	187	0.909091	0.885928	813	0.291513	0.407000	0.414884	
813	0.348093	187	0.941176	0.885928	813	0.348093	0.459000	0.414963	
830	0.283133	170	0.900000	0.885928	830	0.283133	0.388000	0.414915	
822	0.317518	178	0.893258	0.885928	822	0.317518	0.420000	0.414924	
833	0.333733	167	0.892216	0.885928	833	0.333733	0.427000	0.414946	
804	0.338308	196	0.923469	0.885928	804	0.338308	0.453000	0.415013	
840	0.301190	160	0.943750	0.885928	840	0.301190	0.404000	0.414994	
837	0.334528	163	0.914110	0.885928	837	0.334528	0.429000	0.415019	
814	0.352580	186	0.940860	0.885928	814	0.352580	0.462000	0.415102	
827	0.285369	173	0.867052	0.885928	827	0.285369	0.386000	0.415051	
836	0.312201	164	0.914634	0.885928	836	0.312201	0.411000	0.415043	
836	0.337321	164	0.945122	0.885928	836	0.337321	0.437000	0.415082	
836	0.357656	164	0.914634	0.885928	836	0.357656	0.449000	0.415142	
837	0.352449	163	0.895706	0.885928	837	0.352449	0.441000	0.415187	
824	0.310680	176	0.903409	0.885928	824	0.310680	0.415000	0.415187	
840	0.354762	160	0.912500	0.885928	840	0.354762	0.444000	0.415237	
828	0.364734	172	0.930233	0.885928	828	0.364734	0.462000	0.415319	
824	0.331311	176	0.914773	0.885928	824	0.331311	0.434000	0.415351	
820	0.352439	180	0.916667	0.885928	820	0.352439	0.454000	0.415418	
817	0.362301	183	0.890710	0.885928	817	0.362301	0.459000	0.415494	
822	0.357664	178	0.921348	0.885928	822	0.357664	0.458000	0.415568	
840	0.313095	160	0.887500	0.885928	840	0.313095	0.405000	0.415549	
815	0.366871	185	0.908108	0.885928	815	0.366871	0.467000	0.415638	
837	0.307049	163	0.957055	0.885928	837	0.307049	0.413000	0.415634	
831	0.339350	169	0.887574	0.885928	831	0.339350	0.432000	0.415662	
833	0.319328	167	0.910180	0.885928	833	0.319328	0.418000	0.415666	
834	0.321343	166	0.885542	0.885928	834	0.321343	0.415000	0.415665	
839	0.333731	161	0.919255	0.885928	839	0.333731	0.428000	0.415686	
825	0.345455	175	0.942857	0.885928	825	0.345455	0.450000	0.415745	
823	0.370595	177	0.920904	0.885928	823	0.370595	0.468000	0.415834	
833	0.310924	167	0.928144	0.885928	833	0.310924	0.414000	0.415831	
817	0.287638	183	0.901639	0.885928	817	0.287638	0.400000	0.415804	
803	0.332503	197	0.934010	0.885928	803	0.332503	0.451000	0.415863	
812	0.355911	188	0.893617	0.885928	812	0.355911	0.457000	0.415933	
861	0.334495	139	0.899281	0.885928	861	0.334495	0.413000	0.415928	
844	0.356635	156	0.916667	0.885928	844	0.356635	0.444000	0.415976	
815	0.315337	185	0.918919	0.885928	815	0.315337	0.427000	0.415994	
820	0.323171	180	0.927778	0.885928	820	0.323171	0.432000	0.416021	
805	0.354037	195	0.897436	0.885928	805	0.354037	0.460000	0.416095	
844	0.355450	156	0.916667	0.885928	844	0.355450	0.443000	0.416140	
828	0.335749	172	0.924419	0.885928	828	0.335749	0.437000	0.416175	
810	0.306173	190	0.915789	0.885928	810	0.306173	0.422000	0.416185	
825	0.343030	175	0.960000	0.885928	825	0.343030	0.451000	0.416243	
826	0.325666	174	0.873563	0.885928	826	0.325666	0.421000	0.416251	
825	0.356364	175	0.942857	0.885928	825	0.356364	0.459000	0.416322	
845	0.301775	155	0.954839	0.885928	845	0.301775	0.403000	0.416300	
814	0.278870	186	0.919355	0.885928	814	0.278870	0.398000	0.416270	
828	0.351449	172	0.895349	0.885928	828	0.351449	0.445000	0.416317	
830	0.375904	170	0.929412	0.885928	830	0.375904	0.470000	0.416406	
841	0.338882	159	0.918239	0.885928	841	0.338882	0.431000	0.416430	
830	0.321687	170	0.935294	0.885928	830	0.321687	0.426000	0.416446	
820	0.353659	180	0.916667	0.885928	820	0.353659	0.455000	0.416509	
844	0.357820	156	0.935897	0.885928	844	0.357820	0.448000	0.416561	
813	0.313653	187	0.925134	0.885928	813	0.313653	0.428000	0.416580	
810	0.323457	190	0.905263	0.885928	810	0.323457	0.434000	0.416608	
825	0.321212	175	0.925714	0.885928	825	0.321212	0.427000	0.416625	
836	0.360048	164	0.920732	0.885928	836	0.360048	0.452000	0.416683	
835	0.301796	165	0.878788	0.885928	835	0.301796	0.397000	0.416651	
812	0.363300	188	0.914894	0.885928	812	0.363300	0.467000	0.416733	
834	0.341727	166	0.921687	0.885928	834	0.341727	0.438000	0.416767	
838	0.331742	162	0.938272	0.885928	838	0.331742	0.430000	0.416789	
825	0.296970	175	0.920000	0.885928	825	0.296970	0.406000	0.416771	
807	0.309789	193	0.937824	0.885928	807	0.309789	0.431000	0.416794	
826	0.371671	174	0.896552	0.885928	826	0.371671	0.463000	0.416869	
822	0.350365	178	0.932584	0.885928	822	0.350365	0.454000	0.416928	
817	0.324357	183	0.928962	0.885928	817	0.324357	0.435000	0.416958	
830	0.319277	170	0.935294	0.885928	830	0.319277	0.424000	0.416969	
830	0.324096	170	0.923529	0.885928	830	0.324096	0.426000	0.416983	
813	0.373924	187	0.925134	0.885928	813	0.373924	0.477000	0.417079	
815	0.315337	185	0.902703	0.885928	815	0.315337	0.424000	0.417090	
832	0.310096	168	0.880952	0.885928	832	0.310096	0.406000	0.417073	
834	0.306954	166	0.903614	0.885928	834	0.306954	0.406000	0.417055	
833	0.369748	167	0.922156	0.885928	833	0.369748	0.462000	0.417127	
831	0.350181	169	0.911243	0.885928	831	0.350181	0.445000	0.417171	
844	0.323460	156	0.878205	0.885928	844	0.323460	0.410000	0.417159	
820	0.285366	180	0.938889	0.885928	820	0.285366	0.403000	0.417137	
828	0.289855	172	0.906977	0.885928	828	0.289855	0.396000	0.417104	
844	0.364929	156	0.897436	0.885928	844	0.364929	0.448000	0.417152	
829	0.314837	171	0.888889	0.885928	829	0.314837	0.413000	0.417146	
822	0.354015	178	0.943820	0.885928	822	0.354015	0.459000	0.417212	
842	0.327791	158	0.930380	0.885928	842	0.327791	0.423000	0.417221	
838	0.334129	162	0.932099	0.885928	838	0.334129	0.431000	0.417242	
858	0.320513	142	0.887324	0.885928	858	0.320513	0.401000	0.417217	
839	0.319428	161	0.906832	0.885928	839	0.319428	0.414000	0.417212	
848	0.336085	152	0.868421	0.885928	848	0.336085	0.417000	0.417212	
832	0.329327	168	0.886905	0.885928	832	0.329327	0.423000	0.417221	
844	0.343602	156	0.903846	0.885928	844	0.343602	0.431000	0.417242	
827	0.365175	173	0.953757	0.885928	827	0.365175	0.467000	0.417319	
824	0.331311	176	0.892045	0.885928	824	0.331311	0.430000	0.417339	
834	0.350120	166	0.867470	0.885928	834	0.350120	0.436000	0.417368	
827	0.316808	173	0.953757	0.885928	827	0.316808	0.427000	0.417383	
813	0.323493	187	0.946524	0.885928	813	0.323493	0.440000	0.417418	
840	0.369048	160	0.900000	0.885928	840	0.369048	0.454000	0.417474	
844	0.338863	156	0.878205	0.885928	844	0.338863	0.423000	0.417482	
835	0.334132	165	0.890909	0.885928	835	0.334132	0.426000	0.417496	
807	0.308550	193	0.906736	0.885928	807	0.308550	0.424000	0.417505	
852	0.299296	148	0.925676	0.885928	852	0.299296	0.392000	0.417466	
828	0.321256	172	0.906977	0.885928	828	0.321256	0.422000	0.417473	
804	0.302239	196	0.938776	0.885928	804	0.302239	0.427000	0.417488	
816	0.334559	184	0.880435	0.885928	816	0.334559	0.435000	0.417515	
814	0.331695	186	0.940860	0.885928	814	0.331695	0.445000	0.417556	
819	0.310134	181	0.928177	0.885928	819	0.310134	0.422000	0.417563	
817	0.388005	183	0.907104	0.885928	817	0.388005	0.483000	0.417662	
829	0.337756	171	0.953216	0.885928	829	0.337756	0.443000	0.417701	
822	0.335766	178	0.926966	0.885928	822	0.335766	0.441000	0.417736	
828	0.311594	172	0.889535	0.885928	828	0.311594	0.411000	0.417726	
817	0.370869	183	0.912568	0.885928	817	0.370869	0.470000	0.417805	
839	0.371871	161	0.875776	0.885928	839	0.371871	0.453000	0.417858	
832	0.301683	168	0.898810	0.885928	832	0.301683	0.402000	0.417834	
850	0.329412	150	0.926667	0.885928	850	0.329412	0.419000	0.417836	
823	0.306197	177	0.903955	0.885928	823	0.306197	0.412000	0.417827	
821	0.342266	179	0.916201	0.885928	821	0.342266	0.445000	0.417868	
841	0.253270	159	0.886792	0.885928	841	0.253270	0.354000	0.417772	
790	0.308861	210	0.900000	0.885928	790	0.308861	0.433000	0.417795	
822	0.295620	178	0.887640	0.885928	822	0.295620	0.401000	0.417770	
815	0.325153	185	0.918919	0.885928	815	0.325153	0.435000	0.417796	
814	0.304668	186	0.930108	0.885928	814	0.304668	0.421000	0.417800	
844	0.318720	156	0.916667	0.885928	844	0.318720	0.412000	0.417792	
826	0.343826	174	0.902299	0.885928	826	0.343826	0.441000	0.417826	
819	0.326007	181	0.906077	0.885928	819	0.326007	0.431000	0.417846	
830	0.296386	170	0.900000	0.885928	830	0.296386	0.399000	0.417818	
818	0.312958	182	0.912088	0.885928	818	0.312958	0.422000	0.417824	
831	0.342960	169	0.899408	0.885928	831	0.342960	0.437000	0.417852	
851	0.347826	149	0.919463	0.885928	851	0.347826	0.433000	0.417874	
824	0.345874	176	0.863636	0.885928	824	0.345874	0.437000	0.417902	
839	0.319428	161	0.937888	0.885928	839	0.319428	0.419000	0.417904	
829	0.369119	171	0.888889	0.885928	829	0.369119	0.458000	0.417963	
817	0.337821	183	0.901639	0.885928	817	0.337821	0.441000	0.417996	
831	0.342960	169	0.928994	0.885928	831	0.342960	0.442000	0.418032	
817	0.285190	183	0.907104	0.885928	817	0.285190	0.399000	0.418004	
815	0.306748	185	0.897297	0.885928	815	0.306748	0.416000	0.418001	
822	0.316302	178	0.904494	0.885928	822	0.316302	0.421000	0.418005	
806	0.302730	194	0.891753	0.885928	806	0.302730	0.417000	0.418004	
830	0.333735	170	0.911765	0.885928	830	0.333735	0.432000	0.418024	
844	0.362559	156	0.923077	0.885928	844	0.362559	0.450000	0.418070	
821	0.333739	179	0.932961	0.885928	821	0.333739	0.441000	0.418103	
831	0.336943	169	0.923077	0.885928	831	0.336943	0.436000	0.418129	
810	0.300000	190	0.915789	0.885928	810	0.300000	0.417000	0.418128	
834	0.305755	166	0.921687	0.885928	834	0.305755	0.408000	0.418113	
836	0.349282	164	0.902439	0.885928	836	0.349282	0.440000	0.418145	
819	0.291819	181	0.906077	0.885928	819	0.291819	0.403000	0.418123	
813	0.275523	187	0.893048	0.885928	813	0.275523	0.391000	0.418084	
841	0.384067	159	0.918239	0.885928	841	0.384067	0.469000	0.418157	
829	0.311218	171	0.929825	0.885928	829	0.311218	0.417000	0.418155	
838	0.385442	162	0.950617	0.885928	838	0.385442	0.477000	0.418239	
841	0.319857	159	0.905660	0.885928	841	0.319857	0.413000	0.418232	
844	0.313981	156	0.923077	0.885928	844	0.313981	0.409000	0.418218	
839	0.292014	161	0.925466	0.885928	839	0.292014	0.394000	0.418184	
840	0.311905	160	0.912500	0.885928	840	0.311905	0.408000	0.418170	
836	0.370813	164	0.896341	0.885928	836	0.370813	0.457000	0.418225	
803	0.349938	197	0.898477	0.885928	803	0.349938	0.458000	0.418281	
835	0.311377	165	0.915152	0.885928	835	0.311377	0.411000	0.418271	
842	0.344418	158	0.936709	0.885928	842	0.344418	0.438000	0.418298	
841	0.313912	159	0.924528	0.885928	841	0.313912	0.411000	0.418288	
836	0.358852	164	0.902439	0.885928	836	0.358852	0.448000	0.418330	
845	0.331361	155	0.935484	0.885928	845	0.331361	0.425000	0.418339	
841	0.336504	159	0.930818	0.885928	841	0.336504	0.431000	0.418357	
857	0.367561	143	0.909091	0.885928	857	0.367561	0.445000	0.418394	
862	0.302784	138	0.942029	0.885928	862	0.302784	0.391000	0.418356	
830	0.346988	170	0.941176	0.885928	830	0.346988	0.448000	0.418397	
832	0.318510	168	0.845238	0.885928	832	0.318510	0.407000	0.418382	
832	0.322115	168	0.910714	0.885928	832	0.322115	0.421000	0.418385	
827	0.263603	173	0.953757	0.885928	827	0.263603	0.383000	0.418336	
826	0.312349	174	0.913793	0.885928	826	0.312349	0.417000	0.418334	
841	0.290131	159	0.955975	0.885928	841	0.290131	0.396000	0.418303	
838	0.298329	162	0.925926	0.885928	838	0.298329	0.400000	0.418278	
829	0.359469	171	0.883041	0.885928	829	0.359469	0.449000	0.418320	
812	0.320197	188	0.936170	0.885928	812	0.320197	0.436000	0.418345	
819	0.349206	181	0.917127	0.885928	819	0.349206	0.452000	0.418391	
828	0.310386	172	0.918605	0.885928	828	0.310386	0.415000	0.418386	
829	0.290712	171	0.906433	0.885928	829	0.290712	0.396000	0.418356	
820	0.350000	180	0.933333	0.885928	820	0.350000	0.455000	0.418406	
833	0.350540	167	0.874251	0.885928	833	0.350540	0.438000	0.418433	
