Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.258000	0.519395	1000	0.258000	0.258000	0.272123	
1000	0.291000	0.519395	1000	0.291000	0.291000	0.272269	
1000	0.259000	0.519395	1000	0.259000	0.259000	0.272167	
1000	0.266000	0.519395	1000	0.266000	0.266000	0.272120	
1000	0.281000	0.519395	1000	0.281000	0.281000	0.272187	
1000	0.282000	0.519395	1000	0.282000	0.282000	0.272261	
1000	0.271000	0.519395	1000	0.271000	0.271000	0.272252	
1000	0.310000	0.519395	1000	0.310000	0.310000	0.272531	
1000	0.240000	0.519395	1000	0.240000	0.240000	0.272292	
1000	0.255000	0.519395	1000	0.255000	0.255000	0.272166	
1000	0.258000	0.519395	1000	0.258000	0.258000	0.272063	
1000	0.273000	0.519395	1000	0.273000	0.273000	0.272070	
1000	0.277000	0.519395	1000	0.277000	0.277000	0.272105	
1000	0.282000	0.519395	1000	0.282000	0.282000	0.272175	
1000	0.269000	0.519395	1000	0.269000	0.269000	0.272153	
1000	0.252000	0.519395	1000	0.252000	0.252000	0.272012	
1000	0.243000	0.519395	1000	0.243000	0.243000	0.271811	
1000	0.256000	0.519395	1000	0.256000	0.256000	0.271702	
1000	0.292000	0.519395	1000	0.292000	0.292000	0.271841	
1000	0.265000	0.519395	1000	0.265000	0.265000	0.271794	
1000	0.268000	0.519395	1000	0.268000	0.268000	0.271768	
1000	0.237000	0.519395	1000	0.237000	0.237000	0.271535	
1000	0.282000	0.519395	1000	0.282000	0.282000	0.271605	
1000	0.266000	0.519395	1000	0.266000	0.266000	0.271568	
1000	0.273000	0.519395	1000	0.273000	0.273000	0.271577	
1000	0.245000	0.519395	1000	0.245000	0.245000	0.271403	
1000	0.275000	0.519395	1000	0.275000	0.275000	0.271427	
1000	0.284000	0.519395	1000	0.284000	0.284000	0.271508	
1000	0.278000	0.519395	1000	0.278000	0.278000	0.271550	
1000	0.283000	0.519395	1000	0.283000	0.283000	0.271622	
1000	0.272000	0.519395	1000	0.272000	0.272000	0.271625	
1000	0.276000	0.519395	1000	0.276000	0.276000	0.271652	
1000	0.268000	0.519395	1000	0.268000	0.268000	0.271630	
1000	0.276000	0.519395	1000	0.276000	0.276000	0.271657	
1000	0.255000	0.519395	1000	0.255000	0.255000	0.271554	
1000	0.276000	0.519395	1000	0.276000	0.276000	0.271581	
1000	0.275000	0.519395	1000	0.275000	0.275000	0.271602	
1000	0.283000	0.519395	1000	0.283000	0.283000	0.271671	
1000	0.277000	0.519395	1000	0.277000	0.277000	0.271703	
1000	0.270000	0.519395	1000	0.270000	0.270000	0.271693	
1000	0.287000	0.519395	1000	0.287000	0.287000	0.271784	
1000	0.236000	0.519395	1000	0.236000	0.236000	0.271572	
1000	0.270000	0.519395	1000	0.270000	0.270000	0.271563	
1000	0.280000	0.519395	1000	0.280000	0.280000	0.271612	
1000	0.269000	0.519395	1000	0.269000	0.269000	0.271597	
1000	0.249000	0.519395	1000	0.249000	0.249000	0.271467	
1000	0.237000	0.519395	1000	0.237000	0.237000	0.271269	
1000	0.276000	0.519395	1000	0.276000	0.276000	0.271296	
1000	0.223000	0.519395	1000	0.223000	0.223000	0.271021	
1000	0.216000	0.519395	1000	0.216000	0.216000	0.270710	
1000	0.256000	0.519395	1000	0.256000	0.256000	0.270628	
1000	0.224000	0.519395	1000	0.224000	0.224000	0.270367	
1000	0.252000	0.519395	1000	0.252000	0.252000	0.270265	
1000	0.252000	0.519395	1000	0.252000	0.252000	0.270164	
1000	0.258000	0.519395	1000	0.258000	0.258000	0.270097	
1000	0.257000	0.519395	1000	0.257000	0.257000	0.270026	
1000	0.248000	0.519395	1000	0.248000	0.248000	0.269906	
1000	0.284000	0.519395	1000	0.284000	0.284000	0.269982	
1000	0.260000	0.519395	1000	0.260000	0.260000	0.269929	
1000	0.292000	0.519395	1000	0.292000	0.292000	0.270047	
1000	0.266000	0.519395	1000	0.266000	0.266000	0.270025	
1000	0.267000	0.519395	1000	0.267000	0.267000	0.270009	
1000	0.228000	0.519395	1000	0.228000	0.228000	0.269788	
1000	0.236000	0.519395	1000	0.236000	0.236000	0.269611	
1000	0.259000	0.519395	1000	0.259000	0.259000	0.269556	
1000	0.281000	0.519395	1000	0.281000	0.281000	0.269615	
1000	0.283000	0.519395	1000	0.283000	0.283000	0.269684	
1000	0.244000	0.519395	1000	0.244000	0.244000	0.269552	
1000	0.244000	0.519395	1000	0.244000	0.244000	0.269422	
1000	0.254000	0.519395	1000	0.254000	0.254000	0.269344	
1000	0.243000	0.519395	1000	0.243000	0.243000	0.269211	
1000	0.278000	0.519395	1000	0.278000	0.278000	0.269255	
1000	0.276000	0.519395	1000	0.276000	0.276000	0.269289	
1000	0.249000	0.519395	1000	0.249000	0.249000	0.269188	
1000	0.274000	0.519395	1000	0.274000	0.274000	0.269212	
1000	0.264000	0.519395	1000	0.264000	0.264000	0.269186	
1000	0.264000	0.519395	1000	0.264000	0.264000	0.269160	
1000	0.236000	0.519395	1000	0.236000	0.236000	0.268999	
1000	0.283000	0.519395	1000	0.283000	0.283000	0.269067	
1000	0.259000	0.519395	1000	0.259000	0.259000	0.269018	
1000	0.241000	0.519395	1000	0.241000	0.241000	0.268883	
1000	0.245000	0.519395	1000	0.245000	0.245000	0.268769	
1000	0.256000	0.519395	1000	0.256000	0.256000	0.268708	
1000	0.305000	0.519395	1000	0.305000	0.305000	0.268880	
