Options:
Model:                           MultiState
Tree File Name:                  data/zun_genus_phylo_nat_26-09-24_class.tre
Data File Name:                  data/zun_genus_phylo_nat_26-09-24_class.txt
Log File Name:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            508558541
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         0
MCMC ML Start:                   False
Schedule File:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q02                          None
    q03                          None
    q10                          None
    q12                          None
    q13                          None
    q20                          None
    q21                          None
    q23                          None
    q30                          None
    q31                          None
    q32                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q02 - uniform 0.00 100.00 
        q03 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        q12 - uniform 0.00 100.00 
        q13 - uniform 0.00 100.00 
        q20 - uniform 0.00 100.00 
        q21 - uniform 0.00 100.00 
        q23 - uniform 0.00 100.00 
        q30 - uniform 0.00 100.00 
        q31 - uniform 0.00 100.00 
        q32 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       2162
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
268000	-1037.766143	1	0.975110	4.876310	3.129564	17.438613	43.941694	93.264960	73.134198	62.783956	86.575472	87.010379	56.406556	2.547103	0.250000	0.250000	0.250000	0.250000	
269000	-1036.716942	1	2.297081	0.851702	3.110910	64.360610	38.547563	68.594170	73.151594	31.208126	16.225151	30.131327	63.341813	1.541997	0.250000	0.250000	0.250000	0.250000	
270000	-1036.271262	1	3.762954	0.189054	4.240397	98.349744	11.335238	76.178150	12.714205	27.212378	71.247636	58.474320	53.520074	35.273739	0.250000	0.250000	0.250000	0.250000	
271000	-1037.412997	1	0.507729	1.304181	8.129461	73.001821	5.264882	87.808212	16.746060	22.279262	88.154041	88.677310	83.879342	30.511618	0.250000	0.250000	0.250000	0.250000	
272000	-1037.402725	1	6.402966	0.556352	2.146898	68.736235	54.230077	86.427893	48.500325	77.345993	30.179350	91.365140	5.715075	18.897975	0.250000	0.250000	0.250000	0.250000	
273000	-1039.987774	1	1.407350	1.275854	2.003927	69.184181	18.012346	70.333586	43.836690	55.615029	24.989167	24.217642	55.363569	4.041382	0.250000	0.250000	0.250000	0.250000	
274000	-1036.425486	1	0.875733	2.671302	8.088752	80.933618	46.714190	3.279895	77.163027	88.643129	54.718681	96.946356	45.036398	13.917778	0.250000	0.250000	0.250000	0.250000	
275000	-1041.155279	1	0.297369	0.730890	6.281418	49.771098	88.849508	58.153246	90.514010	34.509081	34.696584	31.121718	78.143124	18.266370	0.250000	0.250000	0.250000	0.250000	
276000	-1037.472243	1	0.253510	2.503631	6.503870	86.333488	10.957914	26.808118	67.373083	84.786156	85.561863	74.133171	52.565275	46.511419	0.250000	0.250000	0.250000	0.250000	
277000	-1040.406531	1	1.892605	4.103571	3.532333	79.199145	4.715266	75.249262	46.458718	28.963340	63.167257	71.587775	87.115070	5.917360	0.250000	0.250000	0.250000	0.250000	
278000	-1036.483226	1	4.996097	0.548812	2.011045	66.107328	62.760556	31.172967	63.920647	46.255272	62.388488	44.072014	20.863460	13.017791	0.250000	0.250000	0.250000	0.250000	
279000	-1036.931775	1	5.065058	1.668639	1.594689	61.751788	76.488240	77.857610	75.330116	89.491855	73.122852	62.679154	31.588622	24.338506	0.250000	0.250000	0.250000	0.250000	
280000	-1041.429695	1	0.760825	2.969849	4.559343	24.505340	19.322716	79.243301	62.122155	79.584915	76.592403	93.333847	77.213903	27.327469	0.250000	0.250000	0.250000	0.250000	
281000	-1036.452640	1	2.352072	0.644082	2.176319	54.819604	29.576758	78.929491	25.783261	73.889773	0.856688	32.961918	41.718491	13.255416	0.250000	0.250000	0.250000	0.250000	
282000	-1037.495902	1	1.872923	0.449745	6.011832	87.982134	26.464519	53.857192	72.569372	87.305624	0.085378	37.020563	73.516994	36.129249	0.250000	0.250000	0.250000	0.250000	
283000	-1036.478335	1	2.210624	1.373098	6.417258	84.771243	23.021463	94.527972	83.543598	49.652937	1.097691	71.512454	81.227661	9.292932	0.250000	0.250000	0.250000	0.250000	
284000	-1037.359103	1	3.094146	0.976988	0.660552	79.825304	21.205888	65.093836	10.375532	62.832273	15.273953	21.945903	23.073109	12.325079	0.250000	0.250000	0.250000	0.250000	
285000	-1036.487261	1	0.776438	1.818322	2.484824	41.501778	25.905417	29.474207	28.655884	82.803698	44.535038	41.357017	18.921376	20.499764	0.250000	0.250000	0.250000	0.250000	
286000	-1038.476001	1	1.252838	0.431269	7.161262	24.531884	44.816568	60.146068	89.010513	37.486470	2.526606	84.985212	75.375767	1.814880	0.250000	0.250000	0.250000	0.250000	
287000	-1039.094428	1	1.148875	2.237731	4.313110	82.465830	12.722316	42.554424	87.852982	44.744502	1.925455	38.138412	32.373610	14.330806	0.250000	0.250000	0.250000	0.250000	
288000	-1038.846434	1	2.072440	2.524984	1.256007	37.051899	20.415181	82.855577	37.937884	89.154929	5.469174	52.395368	45.862041	1.981539	0.250000	0.250000	0.250000	0.250000	
289000	-1038.017898	1	1.301711	1.553191	3.765685	32.500742	77.486269	49.313101	98.226508	96.902436	79.679030	49.966336	61.608686	36.430198	0.250000	0.250000	0.250000	0.250000	
290000	-1038.767326	1	1.486508	0.042056	7.970627	93.540395	48.358955	15.558977	77.530551	80.855707	47.936671	35.381145	69.397244	35.996610	0.250000	0.250000	0.250000	0.250000	
291000	-1037.671871	1	2.878292	1.818311	2.870426	45.461160	22.232887	54.971668	73.731000	55.074678	83.321518	50.035876	13.856060	33.062644	0.250000	0.250000	0.250000	0.250000	
292000	-1040.243858	1	4.326417	0.521196	2.947016	65.920875	68.977209	80.285623	37.160046	74.298783	33.643806	81.691092	31.224331	21.985943	0.250000	0.250000	0.250000	0.250000	
293000	-1038.765934	1	3.707986	0.099120	4.925198	64.737026	23.930885	98.215852	86.011430	36.068224	95.858199	45.691828	39.361138	82.911910	0.250000	0.250000	0.250000	0.250000	
294000	-1037.086010	1	0.185411	0.540992	9.353318	88.287975	1.204438	53.635024	78.923142	72.784949	95.150762	81.141169	59.198361	78.667575	0.250000	0.250000	0.250000	0.250000	
295000	-1036.999039	1	2.309021	0.398538	3.659759	72.335889	46.345392	95.032640	63.617064	76.293666	54.754593	24.651084	70.964253	53.984941	0.250000	0.250000	0.250000	0.250000	
296000	-1038.916491	1	0.541638	1.938214	3.765119	83.468407	29.841406	36.165876	53.016862	70.503673	28.633362	23.851424	68.479422	22.475020	0.250000	0.250000	0.250000	0.250000	
297000	-1036.789121	1	3.022092	0.570062	2.987930	81.710294	81.506905	68.662384	0.778712	98.805165	51.264015	51.055708	49.884930	3.008434	0.250000	0.250000	0.250000	0.250000	
298000	-1038.240533	1	1.052529	0.137446	5.016792	47.943888	40.202672	30.557054	36.682471	46.019619	87.957275	38.292132	46.782644	36.185804	0.250000	0.250000	0.250000	0.250000	
299000	-1038.369590	1	0.463942	0.261304	6.992230	78.770506	12.513787	71.728457	60.095082	61.585210	64.384448	47.419989	93.730951	80.715892	0.250000	0.250000	0.250000	0.250000	
300000	-1036.940966	1	0.393410	1.233784	4.303266	73.213360	1.267598	37.965166	47.807841	39.517273	66.604861	26.360734	64.376787	34.665952	0.250000	0.250000	0.250000	0.250000	
301000	-1038.071193	1	3.351904	0.757893	5.382442	73.385588	46.833344	52.967900	62.155609	90.705459	9.024593	91.556874	29.374708	24.841894	0.250000	0.250000	0.250000	0.250000	
302000	-1037.623967	1	2.690020	2.333025	4.826021	35.503570	25.049240	88.788204	66.559675	92.778498	96.941748	89.601850	17.714517	62.449202	0.250000	0.250000	0.250000	0.250000	
303000	-1036.514380	1	4.459846	1.985048	3.659820	97.801262	20.455553	51.324623	42.421496	87.154082	75.405030	69.152740	17.629465	38.141203	0.250000	0.250000	0.250000	0.250000	
304000	-1036.526153	1	5.360981	1.709694	0.881498	88.238746	55.694500	29.836164	84.141230	57.980764	55.707861	30.141317	18.841233	3.675436	0.250000	0.250000	0.250000	0.250000	
305000	-1036.905281	1	4.525931	0.699000	4.429523	94.114999	68.698848	2.967427	87.592750	84.099692	74.809192	50.977420	23.653034	28.868848	0.250000	0.250000	0.250000	0.250000	
306000	-1037.585069	1	1.554683	1.304643	6.783546	57.252517	29.308351	91.642758	90.033042	55.722422	90.866042	70.368267	56.461004	70.406708	0.250000	0.250000	0.250000	0.250000	
307000	-1038.573390	1	0.120656	1.673991	2.917335	58.975118	35.697584	12.755558	51.630515	71.735711	67.227148	10.935141	60.004321	26.311824	0.250000	0.250000	0.250000	0.250000	
308000	-1037.144435	1	2.200013	1.583764	4.092239	88.763631	25.488377	18.848760	34.272043	60.253873	59.224828	59.986938	29.004091	10.138816	0.250000	0.250000	0.250000	0.250000	
309000	-1036.368789	1	1.171965	1.633485	2.608873	74.949633	24.331510	32.148764	65.490909	73.550778	20.138696	10.173915	46.535297	16.196731	0.250000	0.250000	0.250000	0.250000	
310000	-1036.887104	1	1.024853	1.948007	5.262491	46.165925	15.534144	11.116618	68.666204	88.900210	19.883732	65.805326	4.376114	27.996701	0.250000	0.250000	0.250000	0.250000	
311000	-1036.348049	1	1.707219	0.971346	3.026669	68.564603	58.636211	31.346025	41.487519	69.372493	87.094912	30.616348	46.734315	24.487011	0.250000	0.250000	0.250000	0.250000	
312000	-1036.511866	1	0.925396	1.103374	2.621500	21.001573	46.098189	77.579341	52.931365	90.551687	87.230113	41.552636	49.823590	43.505957	0.250000	0.250000	0.250000	0.250000	
313000	-1041.029598	1	1.510094	1.587252	3.249804	62.903115	29.712163	88.903252	80.582350	90.444118	85.231803	16.137673	51.308189	44.863921	0.250000	0.250000	0.250000	0.250000	
314000	-1037.116044	1	2.912718	0.421567	5.458996	61.402063	77.439805	32.903008	40.310868	60.888997	49.542610	73.013729	56.075003	1.957204	0.250000	0.250000	0.250000	0.250000	
315000	-1036.613723	1	1.492791	0.596255	8.361597	41.162977	26.705177	27.582853	84.622743	69.876281	67.137982	94.065424	14.714437	51.189485	0.250000	0.250000	0.250000	0.250000	
316000	-1036.503015	1	1.450471	0.372234	4.476090	19.028635	27.904099	69.391119	96.934958	32.465205	55.924743	52.254562	42.920426	50.621519	0.250000	0.250000	0.250000	0.250000	
317000	-1040.359687	1	0.135724	0.774517	1.287676	13.440738	60.273083	8.028618	29.934190	80.175412	91.278637	10.351337	19.203375	16.790152	0.250000	0.250000	0.250000	0.250000	
318000	-1037.087931	1	3.307064	1.095664	1.593166	84.861417	30.791770	32.572208	70.457634	59.187157	87.796652	2.033738	39.560074	48.323319	0.250000	0.250000	0.250000	0.250000	
319000	-1037.036714	1	0.481609	3.049128	4.843987	11.688510	25.675658	86.205664	57.643748	58.053615	90.835992	88.226260	50.485858	16.481988	0.250000	0.250000	0.250000	0.250000	
320000	-1037.658252	1	0.841372	0.206197	9.418856	61.521557	87.142035	51.281385	88.439225	39.425987	32.409999	79.125001	81.897564	14.970181	0.250000	0.250000	0.250000	0.250000	
321000	-1037.333057	1	6.480477	0.048435	0.825417	65.190618	92.534992	75.312629	63.314104	50.262852	75.995556	37.048723	60.199611	6.312945	0.250000	0.250000	0.250000	0.250000	
322000	-1036.531543	1	4.094342	0.032711	1.606749	45.384041	55.445508	91.801652	22.986819	24.955296	90.787114	48.124147	62.572208	19.406528	0.250000	0.250000	0.250000	0.250000	
323000	-1039.814455	1	4.730036	0.240653	5.438096	46.642816	72.993856	64.245777	83.354679	89.881689	65.836763	79.130358	11.522519	71.382481	0.250000	0.250000	0.250000	0.250000	
324000	-1040.034512	1	7.206379	0.674299	1.059140	43.389132	31.392857	83.368817	92.007309	28.867440	88.608303	67.873000	10.084671	63.916074	0.250000	0.250000	0.250000	0.250000	
325000	-1036.817217	1	3.763166	0.925383	3.968151	84.000867	20.993892	75.654348	82.156687	20.204779	58.186136	53.737909	60.724172	26.640774	0.250000	0.250000	0.250000	0.250000	
326000	-1037.042856	1	2.501612	1.571250	5.307880	50.171378	0.365428	99.472868	2.693934	2.590793	78.626851	99.488894	57.127032	4.103081	0.250000	0.250000	0.250000	0.250000	
327000	-1036.896272	1	0.531881	0.711685	6.801551	73.364716	1.438862	72.340086	36.699067	49.780899	7.380841	69.877325	59.819105	23.299721	0.250000	0.250000	0.250000	0.250000	
328000	-1037.715853	1	0.032910	1.418696	6.356600	75.541667	4.792596	58.796823	69.081020	77.033392	65.667513	32.665625	61.641521	74.843088	0.250000	0.250000	0.250000	0.250000	
329000	-1037.999431	1	0.217511	4.436389	3.515036	84.211190	34.559902	41.996450	99.276480	51.483805	61.911964	16.851477	81.249462	8.898169	0.250000	0.250000	0.250000	0.250000	
330000	-1036.964755	1	0.335149	1.138516	2.628463	32.688440	75.197396	48.534295	63.900629	73.818747	89.434205	22.380887	66.899104	8.893697	0.250000	0.250000	0.250000	0.250000	
331000	-1037.806511	1	5.129613	0.802564	5.438549	90.446001	33.023728	73.487824	71.274681	54.477870	89.957678	84.996629	45.392691	66.294997	0.250000	0.250000	0.250000	0.250000	
332000	-1036.685177	1	2.930743	1.135273	4.213465	88.426763	29.265566	16.765369	30.659897	71.028765	37.541293	53.231907	13.310206	17.053667	0.250000	0.250000	0.250000	0.250000	
333000	-1036.275317	1	2.543005	2.205149	6.799254	95.070246	32.053914	69.477513	92.494026	90.118268	86.478590	79.694269	64.314195	47.326045	0.250000	0.250000	0.250000	0.250000	
334000	-1037.293221	1	1.539256	2.437537	4.600234	79.550873	7.577054	79.797366	57.008449	65.818184	18.488511	57.267983	51.898814	23.705608	0.250000	0.250000	0.250000	0.250000	
335000	-1036.414791	1	7.231474	1.934057	1.554858	99.287744	32.368713	73.287615	22.555198	80.454921	80.004631	86.494192	2.568428	19.716350	0.250000	0.250000	0.250000	0.250000	
336000	-1037.051787	1	4.388007	1.146483	2.804172	76.754168	45.989171	31.961524	73.463447	25.639763	56.303193	60.980806	13.355809	14.832370	0.250000	0.250000	0.250000	0.250000	
337000	-1036.615365	1	1.420825	0.394312	4.110846	9.423326	91.340179	81.241804	67.634650	63.598639	65.778222	66.101636	73.928322	8.367340	0.250000	0.250000	0.250000	0.250000	
338000	-1037.015460	1	0.236166	1.133838	5.961817	43.791204	35.998378	85.696508	60.005093	71.218064	74.675398	58.290869	94.860940	42.461302	0.250000	0.250000	0.250000	0.250000	
339000	-1037.523318	1	3.213872	0.817752	4.392912	24.140640	52.507061	77.454627	81.319220	44.458533	48.989734	85.622809	51.104996	3.429002	0.250000	0.250000	0.250000	0.250000	
340000	-1037.568276	1	3.899649	3.290017	2.842892	89.394317	17.531468	57.667269	51.664676	63.893007	34.911121	77.939094	19.149322	8.757680	0.250000	0.250000	0.250000	0.250000	
341000	-1037.004797	1	0.691284	0.370831	5.363070	51.042593	43.237859	48.106524	85.045513	40.084722	76.257382	29.443132	80.728088	52.150801	0.250000	0.250000	0.250000	0.250000	
342000	-1036.562843	1	1.783572	1.228189	0.574888	27.089786	64.523872	85.292438	14.396496	84.904596	75.737631	29.532463	65.750342	5.048239	0.250000	0.250000	0.250000	0.250000	
343000	-1039.570616	1	1.072719	1.836654	6.715889	95.573449	30.819985	64.182815	78.988037	81.243126	94.630268	69.821027	75.440039	82.534285	0.250000	0.250000	0.250000	0.250000	
344000	-1036.384743	1	4.903266	0.194494	6.051398	55.457469	55.498744	57.283330	83.746885	43.686448	78.288682	98.018352	23.007397	41.812144	0.250000	0.250000	0.250000	0.250000	
345000	-1037.024878	1	0.308040	2.027664	4.924880	85.524234	34.194892	44.480835	44.737426	76.325473	41.706723	33.269939	84.948105	15.648387	0.250000	0.250000	0.250000	0.250000	
346000	-1037.622331	1	2.052424	1.837011	8.075837	95.119088	0.692858	38.214094	84.366046	39.248081	36.486698	83.537359	61.048152	38.595774	0.250000	0.250000	0.250000	0.250000	
347000	-1037.751435	1	3.123051	1.424182	1.115893	37.184486	57.665540	31.356652	80.584585	29.958037	72.736107	35.581833	10.703253	24.322565	0.250000	0.250000	0.250000	0.250000	
348000	-1036.749727	1	2.771572	2.000523	3.198205	65.550146	13.147561	66.931203	68.926633	86.390185	57.236443	54.859353	9.022588	45.523462	0.250000	0.250000	0.250000	0.250000	
349000	-1036.739781	1	1.525709	1.471111	8.143020	65.946932	57.069708	39.397887	86.116346	73.837931	24.706132	92.384375	47.270627	8.438482	0.250000	0.250000	0.250000	0.250000	
350000	-1044.476383	1	4.141871	1.346487	4.823582	69.859882	0.480328	77.234585	87.090267	46.667291	49.242868	98.889716	47.238237	77.181174	0.250000	0.250000	0.250000	0.250000	
351000	-1037.577785	1	5.902005	2.554776	2.291631	70.355862	7.367894	89.635640	82.755838	1.406446	64.382406	86.385140	41.547315	8.898840	0.250000	0.250000	0.250000	0.250000	
352000	-1038.031978	1	3.199086	0.989681	8.873289	88.224782	10.353820	86.090675	93.699325	32.880093	2.240138	98.981820	68.215374	42.534395	0.250000	0.250000	0.250000	0.250000	
353000	-1038.020099	1	2.671475	0.184817	2.496769	56.129627	35.896308	33.240753	92.246080	46.550741	3.784456	5.155720	39.253330	31.045424	0.250000	0.250000	0.250000	0.250000	
354000	-1039.580248	1	3.317057	0.265141	5.240387	37.676421	63.088673	59.109227	86.840746	34.098401	40.280925	96.610548	20.619696	30.410751	0.250000	0.250000	0.250000	0.250000	
355000	-1037.391959	1	4.799791	2.024244	3.011603	98.525589	51.720377	64.481992	74.838858	83.166137	95.391438	72.446437	38.972895	28.874753	0.250000	0.250000	0.250000	0.250000	
356000	-1038.186829	1	2.649794	0.938355	8.246424	92.076301	49.093434	14.756938	73.211739	41.190219	22.064060	85.685724	44.292974	21.585813	0.250000	0.250000	0.250000	0.250000	
357000	-1036.625898	1	2.895376	1.509977	1.407660	34.350808	68.676080	66.304412	70.876481	84.688866	66.817506	40.050560	25.325832	28.401145	0.250000	0.250000	0.250000	0.250000	
358000	-1040.260626	1	6.434251	1.074890	3.177373	76.991636	77.729848	70.231709	78.301700	77.962498	17.841722	59.917410	20.828223	19.115816	0.250000	0.250000	0.250000	0.250000	
359000	-1036.888905	1	3.292006	1.307747	7.147479	99.307370	33.219609	71.959249	28.280742	67.816000	87.905844	93.674767	76.047132	22.775411	0.250000	0.250000	0.250000	0.250000	
360000	-1036.761514	1	1.695880	1.799669	6.534281	37.774064	48.909187	99.977090	71.327240	42.955600	96.033469	99.859757	89.330239	29.553890	0.250000	0.250000	0.250000	0.250000	
361000	-1037.522046	1	4.482044	0.070403	4.479785	93.617428	83.607600	32.021118	57.679420	93.978108	47.679633	61.351249	52.959777	3.792029	0.250000	0.250000	0.250000	0.250000	
362000	-1039.300434	1	4.663094	0.436424	3.481307	68.520585	46.361148	34.100334	98.738662	26.321610	59.191139	70.799265	5.772757	42.260921	0.250000	0.250000	0.250000	0.250000	
363000	-1037.867252	1	3.653998	0.421205	7.578548	88.933582	24.442757	25.831351	29.770720	55.038304	89.937348	92.248046	19.490858	32.322710	0.250000	0.250000	0.250000	0.250000	
364000	-1037.621824	1	5.994425	1.454261	2.396181	78.204931	39.922786	72.779752	97.081772	42.916362	40.379089	54.021364	25.325455	11.355393	0.250000	0.250000	0.250000	0.250000	
365000	-1037.063544	1	2.792129	0.408703	7.144706	80.290382	43.717654	0.499255	60.889988	60.401884	5.502600	96.180150	20.212222	7.546265	0.250000	0.250000	0.250000	0.250000	
366000	-1036.522501	1	1.085043	1.158849	7.371404	20.985661	50.378871	0.814436	89.314310	25.222382	64.416331	92.382089	21.438525	18.993582	0.250000	0.250000	0.250000	0.250000	
367000	-1037.108069	1	0.069940	2.911122	2.893081	50.739533	56.764648	0.078094	55.582611	81.571163	85.036299	37.388477	27.642473	18.010368	0.250000	0.250000	0.250000	0.250000	
368000	-1036.919111	1	0.121767	1.752306	8.113856	86.452174	20.525465	0.779513	62.266811	47.866031	94.983579	75.188664	63.742634	31.391309	0.250000	0.250000	0.250000	0.250000	
369000	-1036.510268	1	0.506865	2.059308	1.948179	40.731082	16.176390	9.441406	55.244642	13.994691	74.155152	18.496028	29.431582	14.975234	0.250000	0.250000	0.250000	0.250000	
370000	-1038.414320	1	3.300061	1.567874	1.556933	33.605883	20.135676	98.625974	73.646790	74.512775	80.105208	36.823504	32.466370	64.585537	0.250000	0.250000	0.250000	0.250000	
371000	-1038.591912	1	6.690128	0.820965	1.840093	83.390161	50.016696	83.242504	53.946566	72.857402	87.579033	86.015510	21.194365	22.825115	0.250000	0.250000	0.250000	0.250000	
372000	-1037.537026	1	1.117420	0.363317	1.359477	29.609485	42.005434	69.991063	53.410174	53.395061	11.969401	3.295140	58.535518	19.828067	0.250000	0.250000	0.250000	0.250000	
373000	-1039.720499	1	1.610492	1.283087	1.948844	80.147231	16.244793	43.453534	18.446660	76.791921	70.461388	1.878882	47.908406	29.126033	0.250000	0.250000	0.250000	0.250000	
374000	-1036.500724	1	3.178110	2.757234	3.962950	84.326991	1.070424	66.787222	95.868332	79.840764	95.414479	52.913848	24.341736	68.484919	0.250000	0.250000	0.250000	0.250000	
375000	-1036.239920	1	3.063723	0.282728	3.075133	56.680539	8.837475	72.544480	30.502321	9.074601	91.021870	49.349890	41.979391	36.545670	0.250000	0.250000	0.250000	0.250000	
376000	-1037.252869	1	2.666296	1.277082	0.968417	61.970780	62.813035	32.058342	88.365756	80.125284	32.830088	3.155849	17.663254	22.540583	0.250000	0.250000	0.250000	0.250000	
377000	-1038.600514	1	4.894569	1.609615	2.359517	94.057310	48.199286	37.759941	73.999638	73.456389	63.900719	26.624004	37.712071	21.402285	0.250000	0.250000	0.250000	0.250000	
378000	-1036.424926	1	2.254543	1.516379	2.243739	79.279767	24.563461	78.904182	66.727755	33.183985	58.557553	15.149742	77.287217	25.018537	0.250000	0.250000	0.250000	0.250000	
379000	-1037.834323	1	2.686821	1.450732	2.479070	6.305358	23.050325	84.235454	83.920048	33.065002	54.457941	77.086273	36.807960	19.073648	0.250000	0.250000	0.250000	0.250000	
380000	-1038.402937	1	1.023180	0.468607	6.025413	44.089104	20.084245	34.439720	28.836011	65.823539	70.621083	72.237467	13.360225	36.981158	0.250000	0.250000	0.250000	0.250000	
381000	-1037.446404	1	3.492888	1.044864	4.646700	53.728773	83.916994	48.074032	57.727463	73.907710	40.332758	80.183818	24.208050	11.615686	0.250000	0.250000	0.250000	0.250000	
382000	-1036.957694	1	1.616261	1.357103	5.641961	78.968959	12.262248	76.098549	35.781459	20.152950	68.730348	62.750841	95.319874	13.826639	0.250000	0.250000	0.250000	0.250000	
383000	-1038.803723	1	0.113714	0.549597	5.357143	62.584796	7.273790	15.524864	72.676499	29.449330	26.329986	24.948567	36.432034	53.542685	0.250000	0.250000	0.250000	0.250000	
384000	-1040.272141	1	0.924487	0.263481	2.987515	72.206864	66.851290	72.782716	53.849948	82.982121	37.473712	6.426985	76.131671	38.066172	0.250000	0.250000	0.250000	0.250000	
385000	-1036.427954	1	4.604460	1.092344	4.820535	88.498897	33.021852	36.463033	72.978189	40.182058	36.263908	84.571562	14.216859	18.145261	0.250000	0.250000	0.250000	0.250000	
386000	-1037.811018	1	0.112819	3.149238	6.439625	63.474344	6.348759	60.452219	89.750209	22.175772	35.061728	92.503665	76.293731	1.516404	0.250000	0.250000	0.250000	0.250000	
387000	-1036.480080	1	6.329612	0.771145	3.788388	76.080263	62.676484	71.450675	94.538123	31.746798	46.970699	74.726234	36.318444	9.437892	0.250000	0.250000	0.250000	0.250000	
388000	-1041.730370	1	3.792409	1.771956	7.337259	98.398090	25.036528	57.841652	65.996106	66.029077	97.322433	83.536803	67.194506	73.576356	0.250000	0.250000	0.250000	0.250000	
389000	-1037.441697	1	3.782301	1.086136	1.084512	62.515945	94.392537	66.794646	76.887115	67.914913	96.889067	20.348096	48.067326	15.869197	0.250000	0.250000	0.250000	0.250000	
390000	-1037.399499	1	0.712540	3.135046	1.178835	59.970102	20.335458	99.603061	57.509206	49.256613	70.459088	17.082912	89.339247	17.762752	0.250000	0.250000	0.250000	0.250000	
391000	-1036.231706	1	1.511909	1.559601	1.010101	56.990396	16.094328	67.088217	69.149962	28.515644	34.661094	1.380230	55.581957	13.931732	0.250000	0.250000	0.250000	0.250000	
392000	-1038.279225	1	1.544502	1.341810	6.166775	82.894016	30.664040	47.041055	78.836756	67.807224	70.908644	68.082682	55.840685	22.140395	0.250000	0.250000	0.250000	0.250000	
393000	-1037.730466	1	5.637498	0.479922	3.128602	70.782668	66.540254	64.199821	90.116738	72.255289	55.086367	55.519951	48.454131	23.116645	0.250000	0.250000	0.250000	0.250000	
394000	-1036.626937	1	2.560710	2.750314	1.248224	30.422796	13.741871	96.007807	80.851429	29.592185	94.285987	57.371685	45.985277	23.120135	0.250000	0.250000	0.250000	0.250000	
395000	-1039.092526	1	2.312863	0.848610	3.855542	52.663143	25.535336	57.553489	69.448110	79.820944	55.552791	32.504469	31.440092	69.010480	0.250000	0.250000	0.250000	0.250000	
396000	-1037.840375	1	2.557359	3.851712	3.839073	83.710695	29.397445	34.400725	61.886182	88.244751	85.081894	82.810544	35.581613	19.831680	0.250000	0.250000	0.250000	0.250000	
397000	-1036.402317	1	5.684479	0.722314	1.456198	49.932469	82.486303	59.055339	23.916560	81.798531	75.834002	78.452223	7.316565	9.304963	0.250000	0.250000	0.250000	0.250000	
398000	-1038.522773	1	2.864027	0.125501	4.195625	45.248016	65.622864	44.119056	71.000067	79.609179	61.529560	66.028180	8.273782	52.663747	0.250000	0.250000	0.250000	0.250000	
399000	-1037.029418	1	0.221177	0.714329	7.839755	54.517597	22.683777	42.639114	38.688138	50.226983	97.599493	95.822290	53.532799	55.350839	0.250000	0.250000	0.250000	0.250000	
400000	-1038.297381	1	0.288703	0.158869	4.429755	41.638299	1.275372	73.403131	76.428866	31.688778	74.897284	10.570537	68.236616	61.805317	0.250000	0.250000	0.250000	0.250000	
401000	-1036.684455	1	0.397033	0.244793	2.050164	37.943039	14.326058	70.956239	34.328655	68.033896	81.547620	5.211143	47.521564	64.146754	0.250000	0.250000	0.250000	0.250000	
402000	-1037.524873	1	1.362806	1.685588	1.951226	77.045264	13.179812	32.430631	20.176294	28.279231	65.370649	16.272393	52.476785	19.747564	0.250000	0.250000	0.250000	0.250000	
403000	-1038.169631	1	2.208446	1.600287	6.185428	50.041443	29.397863	88.741003	80.261464	50.682907	38.580522	93.566747	67.492578	2.797555	0.250000	0.250000	0.250000	0.250000	
404000	-1036.354954	1	1.210775	3.305276	1.331438	64.914862	37.110437	54.055764	92.916230	96.872443	84.671882	13.335880	41.650334	35.321549	0.250000	0.250000	0.250000	0.250000	
405000	-1037.648412	1	2.914849	3.418598	0.664932	49.544978	30.688731	49.779492	33.065966	81.866849	75.540821	63.355072	5.332687	17.326325	0.250000	0.250000	0.250000	0.250000	
406000	-1036.992086	1	7.825663	0.440315	2.423588	96.389022	61.780558	69.256833	71.286379	61.966284	92.488552	77.967461	4.737899	24.791472	0.250000	0.250000	0.250000	0.250000	
407000	-1037.035871	1	1.361654	1.135510	5.683370	82.547813	59.904163	28.259924	91.147063	77.963637	61.890280	27.122724	78.644780	30.931949	0.250000	0.250000	0.250000	0.250000	
408000	-1037.903570	1	5.378013	2.219512	2.303962	92.650782	34.791461	91.192366	82.175181	39.390700	27.378648	74.096698	19.508042	5.317699	0.250000	0.250000	0.250000	0.250000	
