Options:
Model:                           MultiState
Tree File Name:                  data/zun_genus_phylo_nat_26-09-24_class.tre
Data File Name:                  data/zun_genus_phylo_nat_26-09-24_class.txt
Log File Name:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            643823919
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         0
MCMC ML Start:                   False
Schedule File:                   data/zun_genus_phylo_nat_26-09-24_class.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q02                          None
    q03                          None
    q10                          None
    q12                          None
    q13                          None
    q20                          None
    q21                          None
    q23                          None
    q30                          None
    q31                          None
    q32                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 0.10 
        q02 - uniform 0.00 0.10 
        q03 - uniform 0.00 0.10 
        q10 - uniform 0.00 0.10 
        q12 - uniform 0.00 0.10 
        q13 - uniform 0.00 0.10 
        q20 - uniform 0.00 0.10 
        q21 - uniform 0.00 0.10 
        q23 - uniform 0.00 0.10 
        q30 - uniform 0.00 0.10 
        q31 - uniform 0.00 0.10 
        q32 - uniform 0.00 0.10 
Tree Information
     Trees:                      1
     Taxa:                       2162
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
273000	-803.408877	1	0.000101	0.000108	0.000351	0.001358	0.061620	0.000851	0.019473	0.077516	0.020036	0.028822	0.000366	0.001412	0.000796	0.214259	0.775604	0.009341	
274000	-802.089821	1	0.000528	0.000100	0.000532	0.004611	0.043061	0.001961	0.015051	0.055376	0.015223	0.023363	0.000571	0.000197	0.063374	0.127036	0.802143	0.007447	
275000	-802.060607	1	0.000468	0.000107	0.000276	0.004366	0.035205	0.000754	0.006568	0.048574	0.044601	0.029989	0.000272	0.000056	0.012389	0.186393	0.798316	0.002902	
276000	-806.390685	1	0.000338	0.000051	0.000793	0.002855	0.045159	0.002054	0.021090	0.057906	0.021942	0.028883	0.000427	0.003275	0.002768	0.166467	0.802899	0.027866	
277000	-803.467179	1	0.000247	0.000225	0.000376	0.017792	0.023752	0.004787	0.002347	0.042504	0.010227	0.027026	0.000762	0.000569	0.004038	0.612799	0.377908	0.005255	
278000	-798.179177	1	0.000414	0.000053	0.000339	0.001700	0.034982	0.001241	0.017941	0.036316	0.023239	0.024855	0.000258	0.000341	0.008151	0.080509	0.908567	0.002772	
279000	-804.623004	1	0.000229	0.000292	0.000576	0.005074	0.016079	0.000318	0.012731	0.018241	0.019214	0.022659	0.001309	0.000983	0.048209	0.026289	0.884881	0.040621	
280000	-806.651112	1	0.000140	0.000361	0.000651	0.001771	0.043434	0.003771	0.036782	0.081540	0.011221	0.030623	0.000198	0.000331	0.002791	0.236925	0.758670	0.001614	
281000	-803.787340	1	0.000211	0.000151	0.000346	0.006669	0.043216	0.001057	0.024751	0.079763	0.019793	0.024630	0.001330	0.000707	0.001530	0.274808	0.718716	0.004946	
282000	-802.423049	1	0.000545	0.000031	0.000404	0.000555	0.040968	0.008971	0.026896	0.054814	0.007543	0.024892	0.000712	0.000651	0.007829	0.150904	0.835993	0.005274	
283000	-800.460067	1	0.000288	0.000196	0.000169	0.001982	0.042445	0.002486	0.017304	0.050122	0.020587	0.027350	0.000428	0.000979	0.005627	0.127573	0.856215	0.010586	
284000	-800.687756	1	0.000483	0.000043	0.000333	0.004033	0.037005	0.000188	0.007788	0.037632	0.021165	0.031520	0.000174	0.000471	0.009806	0.077939	0.897124	0.015131	
285000	-801.394340	1	0.000492	0.000035	0.000264	0.007473	0.075119	0.003840	0.007599	0.096082	0.017681	0.026449	0.000514	0.000365	0.019344	0.365431	0.603916	0.011309	
286000	-802.254361	1	0.000325	0.000024	0.000281	0.006948	0.057719	0.005884	0.002310	0.097850	0.019461	0.029031	0.000183	0.000118	0.008788	0.405836	0.582043	0.003333	
287000	-802.897694	1	0.000337	0.000058	0.000375	0.000589	0.055930	0.002514	0.024279	0.083404	0.029320	0.024449	0.001297	0.000841	0.004355	0.184584	0.800767	0.010294	
288000	-801.243447	1	0.000471	0.000058	0.000175	0.003202	0.053584	0.002675	0.008410	0.076092	0.028528	0.031421	0.000165	0.000360	0.008508	0.193023	0.791942	0.006527	
289000	-799.544622	1	0.000266	0.000325	0.000332	0.000193	0.030585	0.004177	0.026622	0.044938	0.018423	0.027821	0.000078	0.000789	0.007963	0.076130	0.910510	0.005397	
290000	-802.328403	1	0.000426	0.000236	0.000151	0.000221	0.048464	0.005677	0.016981	0.068682	0.023420	0.030341	0.000010	0.001057	0.013383	0.167733	0.805395	0.013489	
291000	-799.533030	1	0.000178	0.000346	0.000240	0.000966	0.042518	0.001884	0.015909	0.067761	0.033114	0.028489	0.000005	0.000359	0.012654	0.109234	0.874211	0.003901	
292000	-801.874091	1	0.000383	0.000166	0.000415	0.001101	0.071112	0.001200	0.024644	0.081605	0.019531	0.025244	0.000451	0.001129	0.007201	0.232989	0.752613	0.007198	
293000	-806.192435	1	0.000230	0.000388	0.000167	0.000925	0.013553	0.011347	0.013635	0.034182	0.017608	0.031688	0.000211	0.000989	0.019925	0.133542	0.823355	0.023179	
294000	-800.382492	1	0.000217	0.000147	0.000451	0.002918	0.040876	0.001483	0.019914	0.052618	0.018224	0.024087	0.001229	0.000466	0.004293	0.111974	0.877097	0.006636	
295000	-804.741694	1	0.000166	0.000273	0.000150	0.005319	0.034396	0.003726	0.016844	0.053213	0.027815	0.028856	0.001198	0.001009	0.002068	0.309609	0.678942	0.009381	
296000	-802.976943	1	0.000257	0.000193	0.000205	0.003261	0.017322	0.008451	0.013734	0.038603	0.010238	0.028204	0.000520	0.000954	0.014778	0.150481	0.794121	0.040620	
297000	-804.953598	1	0.000624	0.000080	0.000413	0.006184	0.041097	0.010350	0.010081	0.087839	0.005717	0.028679	0.000286	0.000898	0.065475	0.434920	0.458012	0.041594	
298000	-801.124955	1	0.000187	0.000374	0.000247	0.001425	0.041442	0.002218	0.027829	0.045184	0.020725	0.025333	0.000968	0.000007	0.004036	0.220892	0.772828	0.002244	
299000	-802.919263	1	0.000231	0.000172	0.000334	0.007175	0.020978	0.007701	0.015007	0.045295	0.004958	0.027402	0.000582	0.001084	0.005446	0.409483	0.570000	0.015071	
300000	-803.310205	1	0.000408	0.000132	0.000270	0.011469	0.021425	0.000970	0.005617	0.050635	0.023118	0.026062	0.000286	0.000150	0.008945	0.226539	0.762216	0.002300	
301000	-804.346300	1	0.000380	0.000197	0.000425	0.006812	0.040797	0.000290	0.007300	0.070106	0.024267	0.029519	0.000581	0.001486	0.028228	0.124348	0.752300	0.095125	
302000	-803.538908	1	0.000473	0.000068	0.000305	0.008137	0.032937	0.012172	0.004505	0.064081	0.010648	0.025774	0.000880	0.000592	0.030639	0.584905	0.360724	0.023732	
303000	-808.546738	1	0.000121	0.000194	0.000187	0.007363	0.039632	0.011163	0.016121	0.098534	0.001211	0.024549	0.002240	0.001023	0.002032	0.525954	0.436864	0.035151	
304000	-806.585847	1	0.000360	0.000106	0.000560	0.012426	0.039493	0.001217	0.009866	0.055758	0.015033	0.021094	0.000720	0.002136	0.013718	0.478107	0.493507	0.014668	
305000	-804.529643	1	0.000363	0.000084	0.000221	0.000701	0.059852	0.002702	0.028878	0.082972	0.021036	0.028032	0.001218	0.001649	0.002177	0.287212	0.697171	0.013440	
306000	-807.811566	1	0.000235	0.000123	0.000650	0.001598	0.053348	0.001834	0.019914	0.091478	0.034568	0.023839	0.002009	0.001178	0.009498	0.144018	0.814849	0.031634	
307000	-800.706127	1	0.000320	0.000250	0.000468	0.000071	0.043552	0.001698	0.034826	0.065615	0.023714	0.024099	0.000344	0.000204	0.007323	0.126815	0.864455	0.001407	
308000	-801.368879	1	0.000153	0.000359	0.000563	0.004177	0.038865	0.000189	0.018647	0.046544	0.026026	0.028564	0.000729	0.000125	0.004860	0.179603	0.812728	0.002809	
309000	-803.633470	1	0.000477	0.000237	0.000316	0.005981	0.030650	0.003594	0.013633	0.048145	0.018424	0.027038	0.001185	0.000508	0.025097	0.140017	0.810271	0.024615	
310000	-802.439236	1	0.000617	0.000060	0.000252	0.002968	0.060270	0.002996	0.012571	0.084717	0.024464	0.026289	0.000345	0.000858	0.040547	0.176854	0.758004	0.024595	
311000	-807.953181	1	0.000445	0.000146	0.000144	0.009124	0.055839	0.003520	0.013483	0.068660	0.010764	0.024079	0.001282	0.000765	0.008837	0.333000	0.639620	0.018544	
312000	-806.722284	1	0.000359	0.000285	0.000549	0.001868	0.011246	0.013552	0.020077	0.029915	0.005120	0.029214	0.000304	0.001808	0.028807	0.154773	0.780921	0.035499	
313000	-802.471196	1	0.000211	0.000349	0.000194	0.008428	0.022973	0.002693	0.009543	0.037073	0.021876	0.030511	0.000590	0.000402	0.006208	0.182693	0.805147	0.005952	
314000	-804.340047	1	0.000234	0.000127	0.000395	0.005375	0.044477	0.016172	0.009770	0.074961	0.008208	0.030919	0.000792	0.000282	0.002149	0.504346	0.489166	0.004339	
315000	-809.632490	1	0.000274	0.000026	0.000567	0.013074	0.034204	0.007384	0.009828	0.049725	0.017331	0.027865	0.002256	0.000557	0.000817	0.515397	0.476945	0.006841	
316000	-801.282234	1	0.000285	0.000080	0.000167	0.002732	0.049612	0.002884	0.021991	0.081046	0.019306	0.026216	0.000283	0.000789	0.002214	0.212223	0.780956	0.004608	
317000	-800.716272	1	0.000334	0.000173	0.000516	0.006252	0.033904	0.000584	0.012271	0.042617	0.029935	0.028212	0.000440	0.000416	0.007456	0.220221	0.767901	0.004422	
318000	-803.569942	1	0.000306	0.000245	0.000185	0.002827	0.027751	0.005645	0.018994	0.049921	0.022533	0.025358	0.000666	0.001491	0.010774	0.102919	0.866377	0.019929	
319000	-805.408000	1	0.000197	0.000128	0.000413	0.004710	0.013048	0.012634	0.003589	0.028493	0.017980	0.029780	0.001069	0.001056	0.005546	0.410845	0.545588	0.038021	
320000	-801.447934	1	0.000328	0.000031	0.000418	0.008434	0.029865	0.006007	0.014676	0.036553	0.010866	0.026520	0.000756	0.000307	0.001795	0.372785	0.622802	0.002618	
321000	-802.487951	1	0.000311	0.000010	0.000231	0.000142	0.019561	0.007844	0.021748	0.021604	0.015147	0.027263	0.000228	0.001188	0.002938	0.143296	0.848629	0.005138	
322000	-800.815023	1	0.000431	0.000175	0.000481	0.001135	0.034958	0.003954	0.018369	0.040521	0.021183	0.026634	0.000310	0.000922	0.017876	0.083499	0.887947	0.010678	
323000	-801.340686	1	0.000171	0.000332	0.000388	0.000356	0.017831	0.009475	0.017647	0.029035	0.011385	0.029000	0.000162	0.000599	0.013939	0.068328	0.908928	0.008805	
324000	-800.164698	1	0.000367	0.000313	0.000367	0.000935	0.049534	0.002166	0.016789	0.081955	0.024151	0.025185	0.000031	0.000061	0.102713	0.088506	0.802697	0.006083	
325000	-812.044443	1	0.000402	0.000121	0.000778	0.015298	0.039556	0.002013	0.003422	0.051703	0.009671	0.026010	0.002229	0.001105	0.028845	0.462642	0.177393	0.331119	
326000	-802.907307	1	0.000287	0.000187	0.000556	0.000738	0.030856	0.000619	0.026526	0.039260	0.039337	0.028275	0.000593	0.000480	0.004704	0.126081	0.864975	0.004240	
327000	-800.754833	1	0.000337	0.000169	0.000473	0.003790	0.050016	0.000529	0.020557	0.085185	0.026768	0.025265	0.000943	0.000130	0.010894	0.172474	0.812114	0.004517	
328000	-803.453042	1	0.000386	0.000149	0.000714	0.001741	0.038252	0.004195	0.011238	0.057738	0.026179	0.031248	0.000312	0.000426	0.018737	0.105678	0.863091	0.012494	
329000	-800.233175	1	0.000396	0.000052	0.000427	0.008168	0.036441	0.001061	0.003952	0.041010	0.023277	0.031108	0.000651	0.000022	0.006647	0.198754	0.789209	0.005390	
330000	-800.863323	1	0.000515	0.000057	0.000476	0.004456	0.034253	0.006247	0.019244	0.048023	0.007647	0.027241	0.000031	0.000205	0.010447	0.190700	0.797008	0.001844	
331000	-802.457655	1	0.000193	0.000187	0.000425	0.000318	0.039170	0.005182	0.026213	0.058595	0.005707	0.026932	0.000035	0.000700	0.004418	0.112579	0.878371	0.004633	
332000	-802.367791	1	0.000101	0.000578	0.000623	0.000532	0.065130	0.001866	0.019591	0.095845	0.022545	0.029338	0.000061	0.000398	0.037266	0.155681	0.798379	0.008674	
333000	-803.590871	1	0.000143	0.000263	0.000350	0.004045	0.050093	0.007081	0.011634	0.090467	0.016085	0.026588	0.000182	0.002502	0.015343	0.240971	0.652714	0.090971	
334000	-803.136719	1	0.000174	0.000412	0.000374	0.000797	0.038754	0.007146	0.024313	0.085895	0.007693	0.024021	0.001109	0.000013	0.066309	0.086710	0.833630	0.013351	
335000	-799.356706	1	0.000364	0.000259	0.000316	0.003236	0.029038	0.000988	0.014763	0.031786	0.031291	0.030304	0.000417	0.000016	0.009328	0.123425	0.864232	0.003016	
336000	-799.417813	1	0.000427	0.000171	0.000379	0.003294	0.065367	0.002268	0.019603	0.092355	0.015669	0.025688	0.000103	0.000077	0.019482	0.216310	0.762392	0.001816	
337000	-802.799573	1	0.000344	0.000289	0.000551	0.003247	0.035407	0.002349	0.015407	0.034616	0.016599	0.028674	0.000546	0.000660	0.017943	0.096595	0.872251	0.013211	
338000	-802.280583	1	0.000475	0.000095	0.000362	0.002676	0.029518	0.000962	0.014460	0.013965	0.020063	0.028482	0.000532	0.000230	0.015279	0.152007	0.825228	0.007486	
339000	-804.922322	1	0.000399	0.000480	0.000233	0.002118	0.022538	0.003699	0.015225	0.023153	0.021525	0.022593	0.000257	0.000303	0.143496	0.035992	0.811495	0.009017	
340000	-800.694281	1	0.000259	0.000271	0.000429	0.001246	0.053502	0.009717	0.014602	0.079626	0.007730	0.028335	0.000298	0.000043	0.045381	0.231241	0.715260	0.008118	
341000	-805.025691	1	0.000250	0.000116	0.000321	0.007028	0.049519	0.016819	0.006178	0.086377	0.007174	0.027604	0.000543	0.001385	0.004584	0.573182	0.406083	0.016151	
342000	-803.046643	1	0.000312	0.000236	0.000190	0.001147	0.036478	0.004384	0.017564	0.047721	0.018068	0.031361	0.000912	0.000564	0.007292	0.115879	0.858093	0.018736	
343000	-802.686306	1	0.000234	0.000261	0.000460	0.003227	0.071784	0.002831	0.014766	0.087699	0.018038	0.023367	0.001083	0.000104	0.037601	0.218825	0.734324	0.009250	
344000	-801.881865	1	0.000252	0.000143	0.000502	0.001368	0.053964	0.008363	0.017685	0.072196	0.008510	0.024191	0.000882	0.000162	0.014668	0.176147	0.802922	0.006262	
345000	-800.339099	1	0.000484	0.000040	0.000559	0.000674	0.046135	0.000417	0.021133	0.062418	0.019866	0.027686	0.000404	0.000644	0.010418	0.085820	0.892031	0.011731	
346000	-799.933082	1	0.000292	0.000068	0.000226	0.001322	0.026199	0.004249	0.012806	0.027613	0.017358	0.028979	0.000475	0.000098	0.003302	0.060874	0.932725	0.003099	
347000	-804.651446	1	0.000185	0.000645	0.000262	0.003786	0.030082	0.002970	0.028535	0.034750	0.022465	0.026937	0.000111	0.000716	0.006895	0.308862	0.681737	0.002505	
348000	-799.033360	1	0.000248	0.000224	0.000405	0.000602	0.041085	0.001381	0.026261	0.049051	0.016718	0.022738	0.000066	0.000676	0.006713	0.089415	0.900936	0.002936	
349000	-801.409988	1	0.000309	0.000229	0.000435	0.004795	0.038660	0.001281	0.010380	0.059389	0.022588	0.023636	0.000727	0.000216	0.096912	0.115154	0.772310	0.015624	
350000	-805.170463	1	0.000377	0.000498	0.000451	0.002379	0.017424	0.006124	0.015536	0.019779	0.011374	0.026811	0.000126	0.000365	0.086210	0.038074	0.864035	0.011681	
351000	-801.536299	1	0.000180	0.000256	0.000318	0.004807	0.055197	0.012085	0.013945	0.078249	0.005154	0.027153	0.000378	0.000208	0.006842	0.437824	0.552132	0.003202	
352000	-799.092154	1	0.000283	0.000283	0.000380	0.007256	0.017095	0.003187	0.006214	0.025259	0.021530	0.028514	0.000019	0.000344	0.026474	0.143261	0.823909	0.006356	
353000	-801.329150	1	0.000294	0.000127	0.000421	0.000683	0.069204	0.003422	0.021812	0.073579	0.016106	0.026144	0.000815	0.000400	0.003883	0.244627	0.747163	0.004327	
354000	-809.650156	1	0.000353	0.000120	0.000526	0.007661	0.030668	0.003569	0.008081	0.066960	0.036951	0.027113	0.000968	0.003164	0.009070	0.249805	0.690175	0.050950	
355000	-802.688167	1	0.000191	0.000174	0.000465	0.001393	0.042357	0.001472	0.010691	0.056496	0.029224	0.026000	0.000938	0.000796	0.015419	0.079977	0.870760	0.033844	
356000	-813.551192	1	0.000406	0.000201	0.000744	0.010138	0.056233	0.004148	0.008664	0.098324	0.003991	0.023816	0.001592	0.002380	0.022617	0.020156	0.017640	0.939587	
357000	-801.637315	1	0.000212	0.000190	0.000409	0.008124	0.010467	0.003367	0.004844	0.012184	0.020108	0.030039	0.001823	0.000414	0.005674	0.064215	0.896753	0.033359	
358000	-805.797097	1	0.000537	0.000022	0.000290	0.006383	0.052321	0.008035	0.017457	0.079969	0.013105	0.024374	0.001587	0.000948	0.007984	0.344711	0.633742	0.013563	
359000	-805.587481	1	0.000445	0.000107	0.000565	0.005755	0.027772	0.001114	0.017635	0.050670	0.028711	0.031286	0.000418	0.001031	0.004627	0.121549	0.864473	0.009351	
360000	-803.095238	1	0.000142	0.000359	0.000312	0.000541	0.072972	0.006189	0.024483	0.096585	0.016394	0.025627	0.000943	0.000949	0.005684	0.298534	0.687048	0.008734	
361000	-805.237810	1	0.000076	0.000279	0.000598	0.007171	0.030540	0.003933	0.020378	0.050237	0.013991	0.022855	0.001451	0.000182	0.002671	0.238389	0.756033	0.002907	
362000	-804.986045	1	0.000343	0.000042	0.000374	0.011129	0.022141	0.001523	0.007685	0.023324	0.026532	0.023374	0.001642	0.001209	0.005860	0.515081	0.463022	0.016037	
363000	-804.922552	1	0.000470	0.000147	0.000334	0.002202	0.024644	0.002762	0.025104	0.011381	0.025284	0.026466	0.001239	0.000043	0.021179	0.604165	0.357166	0.017490	
364000	-802.477628	1	0.000342	0.000124	0.000275	0.002318	0.032609	0.005529	0.028647	0.064217	0.010162	0.026982	0.000268	0.000756	0.004025	0.155680	0.835402	0.004893	
365000	-801.557441	1	0.000314	0.000348	0.000202	0.002349	0.036448	0.000753	0.018956	0.055199	0.017238	0.023862	0.000011	0.000460	0.047101	0.064000	0.880611	0.008288	
366000	-808.240139	1	0.000287	0.000168	0.000847	0.007101	0.021202	0.006921	0.018686	0.043238	0.010695	0.023808	0.001411	0.000561	0.008561	0.194386	0.789825	0.007228	
367000	-803.198508	1	0.000348	0.000149	0.000245	0.001319	0.037279	0.003160	0.015120	0.040667	0.034729	0.026207	0.000627	0.000445	0.010085	0.153540	0.829951	0.006423	
368000	-800.605594	1	0.000490	0.000261	0.000510	0.000734	0.036302	0.000143	0.022015	0.041227	0.019296	0.027436	0.000137	0.000087	0.022559	0.059799	0.915224	0.002418	
369000	-802.434120	1	0.000117	0.000217	0.000243	0.006866	0.071187	0.000044	0.012998	0.093729	0.018483	0.026030	0.001241	0.000301	0.003205	0.286304	0.702439	0.008053	
370000	-804.384526	1	0.000142	0.000456	0.000418	0.002929	0.045332	0.000069	0.022868	0.053543	0.019822	0.021533	0.001220	0.001647	0.019070	0.115333	0.849876	0.015721	
371000	-802.849585	1	0.000282	0.000287	0.000609	0.006327	0.020552	0.000015	0.015678	0.029635	0.016945	0.028033	0.000382	0.000274	0.012831	0.047320	0.935558	0.004291	
372000	-800.409805	1	0.000331	0.000116	0.000319	0.008216	0.051618	0.000180	0.012019	0.095058	0.020971	0.026654	0.000448	0.000018	0.006305	0.259647	0.732300	0.001748	
373000	-802.065477	1	0.000336	0.000400	0.000365	0.006328	0.045979	0.000211	0.012624	0.079475	0.020862	0.023545	0.000158	0.000069	0.142495	0.163378	0.686268	0.007858	
374000	-804.857032	1	0.000518	0.000008	0.000375	0.002848	0.058034	0.001400	0.019369	0.082909	0.034692	0.025923	0.001450	0.000975	0.008054	0.231678	0.745003	0.015264	
375000	-803.331383	1	0.000203	0.000435	0.000334	0.004871	0.043208	0.005148	0.014895	0.085598	0.025866	0.027860	0.000087	0.001489	0.017031	0.235696	0.730769	0.016503	
376000	-800.535818	1	0.000246	0.000066	0.000531	0.008790	0.016345	0.002128	0.002910	0.016984	0.022956	0.030727	0.000245	0.000262	0.003072	0.227625	0.766530	0.002772	
377000	-801.842508	1	0.000369	0.000126	0.000251	0.007348	0.050764	0.004548	0.005628	0.087750	0.024295	0.026153	0.000684	0.000122	0.018260	0.345456	0.628089	0.008196	
378000	-800.744522	1	0.000442	0.000198	0.000380	0.005888	0.015234	0.004476	0.002562	0.016236	0.019968	0.027969	0.000452	0.000108	0.120919	0.116555	0.733597	0.028928	
379000	-801.533365	1	0.000464	0.000019	0.000267	0.000523	0.053145	0.001030	0.029514	0.049717	0.016778	0.023954	0.000708	0.000090	0.003090	0.250742	0.744814	0.001355	
380000	-803.782716	1	0.000294	0.000149	0.000693	0.007599	0.044664	0.004286	0.008624	0.075936	0.021118	0.027286	0.000475	0.000224	0.011505	0.349784	0.633869	0.004842	
381000	-803.432477	1	0.000290	0.000397	0.000482	0.003989	0.028789	0.007977	0.014477	0.046536	0.014714	0.029299	0.000322	0.000957	0.026191	0.185293	0.769456	0.019060	
382000	-801.669791	1	0.000275	0.000175	0.000383	0.002071	0.033865	0.000966	0.027355	0.043225	0.031724	0.024689	0.000266	0.001396	0.004073	0.173767	0.816972	0.005188	
383000	-800.358275	1	0.000394	0.000159	0.000234	0.002090	0.039852	0.002961	0.018132	0.052815	0.019263	0.026450	0.000088	0.001532	0.010456	0.104498	0.866574	0.018472	
384000	-801.204072	1	0.000474	0.000147	0.000235	0.003153	0.044883	0.000478	0.017075	0.082645	0.024229	0.025682	0.000101	0.000496	0.028390	0.101599	0.859141	0.010869	
385000	-806.496055	1	0.000355	0.000284	0.000793	0.004248	0.015243	0.006033	0.010525	0.029065	0.010537	0.026954	0.000041	0.000620	0.197955	0.054132	0.708826	0.039086	
386000	-802.458932	1	0.000057	0.000349	0.000370	0.010827	0.044702	0.000977	0.010745	0.063146	0.019843	0.025020	0.000304	0.000053	0.003004	0.430504	0.565668	0.000824	
387000	-802.262720	1	0.000361	0.000392	0.000312	0.001543	0.031932	0.002739	0.029357	0.056487	0.016058	0.027317	0.000067	0.000196	0.015660	0.071843	0.910062	0.002435	
388000	-802.160215	1	0.000077	0.000583	0.000167	0.001984	0.028531	0.002015	0.014824	0.031463	0.025102	0.030434	0.000120	0.000388	0.010897	0.076937	0.908136	0.004031	
389000	-805.068259	1	0.000036	0.000532	0.000388	0.003102	0.040945	0.002721	0.019077	0.093875	0.021860	0.029181	0.000039	0.002018	0.027120	0.109298	0.800570	0.063011	
390000	-799.036103	1	0.000365	0.000140	0.000453	0.002581	0.049156	0.001264	0.018986	0.062220	0.017191	0.025902	0.000731	0.000036	0.011528	0.127567	0.857615	0.003289	
391000	-801.565331	1	0.000217	0.000277	0.000274	0.000390	0.043128	0.004315	0.029649	0.056691	0.014200	0.029616	0.000018	0.000859	0.002557	0.246709	0.747830	0.002904	
392000	-802.583847	1	0.000120	0.000451	0.000364	0.005036	0.071270	0.001462	0.020138	0.094816	0.023610	0.026167	0.000034	0.000301	0.005830	0.375420	0.617556	0.001193	
393000	-800.581517	1	0.000004	0.000687	0.000146	0.000571	0.063546	0.000461	0.019443	0.099692	0.025483	0.029176	0.000052	0.000274	0.031574	0.147927	0.814216	0.006283	
394000	-802.117725	1	0.000322	0.000212	0.000361	0.002205	0.062992	0.000564	0.011628	0.096717	0.030766	0.024999	0.000349	0.001203	0.063824	0.137169	0.755114	0.043892	
395000	-800.246705	1	0.000223	0.000376	0.000407	0.000462	0.048182	0.002158	0.017929	0.052612	0.024405	0.029688	0.000652	0.000041	0.010546	0.135261	0.850208	0.003985	
396000	-801.571192	1	0.000247	0.000432	0.000396	0.001477	0.053106	0.002251	0.017250	0.067370	0.028478	0.030354	0.000683	0.000026	0.013099	0.182016	0.800053	0.004832	
397000	-802.935596	1	0.000136	0.000280	0.000462	0.000984	0.052559	0.005420	0.024309	0.095405	0.024797	0.028209	0.001127	0.000541	0.003897	0.243280	0.744474	0.008349	
398000	-800.432528	1	0.000357	0.000160	0.000262	0.004953	0.045586	0.001855	0.023009	0.068917	0.017113	0.027695	0.000184	0.000098	0.003400	0.245506	0.750275	0.000818	
399000	-805.229236	1	0.000483	0.000114	0.000226	0.009579	0.032334	0.002800	0.011684	0.072192	0.026340	0.029732	0.000276	0.000080	0.004417	0.320378	0.673887	0.001318	
400000	-803.226842	1	0.000282	0.000327	0.000628	0.002941	0.052827	0.002461	0.020467	0.057131	0.015629	0.027524	0.000049	0.000554	0.010461	0.189500	0.796292	0.003747	
401000	-803.882836	1	0.000310	0.000028	0.000395	0.002631	0.063298	0.000417	0.032897	0.094383	0.026266	0.023846	0.000793	0.000351	0.001393	0.422074	0.574594	0.001939	
402000	-801.463764	1	0.000159	0.000183	0.000297	0.002668	0.030786	0.000281	0.009030	0.023567	0.023702	0.028024	0.000974	0.000338	0.004196	0.058968	0.924210	0.012626	
403000	-801.119169	1	0.000098	0.000330	0.000346	0.001215	0.048191	0.001428	0.028095	0.092720	0.021519	0.023675	0.000126	0.001008	0.009133	0.125129	0.858987	0.006751	
404000	-801.057457	1	0.000270	0.000378	0.000557	0.002174	0.036618	0.000894	0.021255	0.036669	0.022707	0.027110	0.000119	0.000374	0.011182	0.115770	0.870383	0.002666	
405000	-804.634743	1	0.000425	0.000036	0.000217	0.000106	0.060175	0.008705	0.031080	0.080411	0.008924	0.026260	0.000867	0.001199	0.002456	0.376578	0.614965	0.006001	
406000	-804.226718	1	0.000181	0.000225	0.000423	0.000314	0.022361	0.002938	0.024744	0.014024	0.009959	0.024150	0.000485	0.000802	0.002254	0.051540	0.943156	0.003050	
407000	-803.881539	1	0.000124	0.000328	0.000557	0.002733	0.016396	0.007505	0.018206	0.033007	0.007715	0.023727	0.000519	0.001009	0.030021	0.040851	0.911436	0.017692	
408000	-801.121933	1	0.000187	0.000355	0.000233	0.009007	0.022356	0.011750	0.003249	0.057427	0.005154	0.027839	0.000213	0.000256	0.023407	0.748861	0.220445	0.007286	
409000	-805.670693	1	0.000251	0.000246	0.000384	0.008058	0.049298	0.014167	0.006170	0.079511	0.004699	0.023842	0.001675	0.000742	0.049643	0.568843	0.316555	0.064959	
410000	-809.635861	1	0.000164	0.000151	0.000766	0.005470	0.015713	0.017361	0.011708	0.023901	0.006918	0.033717	0.001370	0.000416	0.001067	0.482361	0.510855	0.005718	
411000	-802.041865	1	0.000204	0.000265	0.000387	0.001948	0.048913	0.005691	0.010608	0.060233	0.021022	0.026606	0.000169	0.000240	0.027497	0.163122	0.803789	0.005593	
412000	-803.451357	1	0.000382	0.000031	0.000491	0.006070	0.048075	0.007410	0.015638	0.080043	0.007897	0.021712	0.000769	0.000725	0.013931	0.277028	0.701608	0.007432	
413000	-808.766287	1	0.000223	0.000084	0.000198	0.011838	0.017793	0.008264	0.007018	0.050730	0.010090	0.021695	0.002101	0.000431	0.002317	0.562971	0.424527	0.010185	
414000	-802.558526	1	0.000547	0.000004	0.000572	0.008785	0.031584	0.004891	0.012969	0.051455	0.013971	0.027906	0.000295	0.000308	0.007349	0.326312	0.663411	0.002928	
415000	-804.889878	1	0.000257	0.000008	0.000694	0.001624	0.075978	0.000151	0.012639	0.086949	0.023463	0.030572	0.000057	0.001976	0.002168	0.195575	0.767809	0.034448	
