Options:
Model:                           MultiState
Tree File Name:                  data/jan_genus_phylo_nat_26-09-24_class.tre
Data File Name:                  data/jan_genus_phylo_nat_26-09-24_class.txt
Log File Name:                   data/jan_genus_phylo_nat_26-09-24_class.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3923769647
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         0
MCMC ML Start:                   False
Schedule File:                   data/jan_genus_phylo_nat_26-09-24_class.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q02                          None
    q03                          None
    q10                          None
    q12                          None
    q13                          None
    q20                          None
    q21                          None
    q23                          None
    q30                          None
    q31                          None
    q32                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 0.10 
        q02 - uniform 0.00 0.10 
        q03 - uniform 0.00 0.10 
        q10 - uniform 0.00 0.10 
        q12 - uniform 0.00 0.10 
        q13 - uniform 0.00 0.10 
        q20 - uniform 0.00 0.10 
        q21 - uniform 0.00 0.10 
        q23 - uniform 0.00 0.10 
        q30 - uniform 0.00 0.10 
        q31 - uniform 0.00 0.10 
        q32 - uniform 0.00 0.10 
Tree Information
     Trees:                      1
     Taxa:                       2458
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
277000	-901.898187	1	0.000225	0.000160	0.000287	0.015193	0.002386	0.008490	0.002085	0.015982	0.001197	0.017453	0.000175	0.001623	0.133464	0.595602	0.117536	0.153398	
278000	-900.117573	1	0.000131	0.000286	0.000283	0.011358	0.014426	0.006260	0.005722	0.031096	0.001363	0.015864	0.000521	0.000017	0.248553	0.487154	0.227152	0.037140	
279000	-894.085857	1	0.000224	0.000114	0.000204	0.011498	0.009344	0.005175	0.001800	0.019845	0.002787	0.015902	0.000080	0.000019	0.277190	0.611663	0.081790	0.029358	
280000	-898.091786	1	0.000238	0.000029	0.000355	0.012998	0.005668	0.004411	0.001570	0.012661	0.003645	0.012889	0.001103	0.000253	0.142982	0.780291	0.049657	0.027070	
281000	-901.604127	1	0.000358	0.000068	0.000244	0.002776	0.023125	0.006123	0.019650	0.023897	0.005658	0.014030	0.000966	0.000075	0.178502	0.164337	0.636245	0.020916	
282000	-900.796885	1	0.000124	0.000258	0.000100	0.003946	0.016462	0.001786	0.019478	0.018044	0.012425	0.016201	0.000088	0.000412	0.090449	0.169845	0.722302	0.017403	
283000	-902.402074	1	0.000244	0.000095	0.000300	0.011205	0.058387	0.004545	0.000172	0.073730	0.003727	0.016054	0.000744	0.000020	0.648362	0.161911	0.080493	0.109234	
284000	-902.220311	1	0.000289	0.000115	0.000227	0.009947	0.020299	0.009509	0.001702	0.053875	0.000714	0.015929	0.001234	0.000511	0.416640	0.331066	0.142461	0.109832	
285000	-905.539791	1	0.000221	0.000069	0.000363	0.009174	0.047242	0.009192	0.000915	0.059024	0.003215	0.014482	0.000511	0.000192	0.700266	0.154192	0.065944	0.079599	
286000	-901.867589	1	0.000341	0.000023	0.000385	0.014632	0.018074	0.001542	0.000880	0.041295	0.009294	0.016299	0.000132	0.000127	0.106052	0.620576	0.259213	0.014158	
287000	-903.915190	1	0.000156	0.000123	0.000246	0.011960	0.032911	0.001060	0.000396	0.077006	0.006516	0.013582	0.000265	0.000556	0.341887	0.395770	0.221086	0.041256	
288000	-902.920920	1	0.000180	0.000284	0.000175	0.005570	0.048556	0.000924	0.002893	0.093598	0.026534	0.017849	0.000196	0.000173	0.654261	0.113992	0.132186	0.099561	
289000	-903.025627	1	0.000236	0.000213	0.000158	0.003739	0.017648	0.000983	0.015252	0.025386	0.010067	0.017851	0.000191	0.000640	0.272583	0.088339	0.558745	0.080333	
290000	-905.094472	1	0.000131	0.000177	0.000233	0.010698	0.022167	0.003013	0.002668	0.053940	0.004842	0.015549	0.001380	0.000478	0.275181	0.306618	0.164913	0.253289	
291000	-900.451781	1	0.000348	0.000108	0.000313	0.015804	0.011631	0.006548	0.001375	0.035803	0.001327	0.015034	0.001074	0.000173	0.117685	0.638994	0.217726	0.025595	
292000	-903.289848	1	0.000367	0.000048	0.000187	0.003636	0.031269	0.005108	0.007339	0.037852	0.003194	0.015685	0.000407	0.000606	0.683229	0.031426	0.052361	0.232983	
293000	-899.923279	1	0.000307	0.000088	0.000290	0.001026	0.040261	0.002460	0.015132	0.060191	0.009713	0.013977	0.000919	0.000238	0.671284	0.057431	0.191305	0.079980	
294000	-906.551368	1	0.000356	0.000095	0.000179	0.004366	0.013733	0.001961	0.016890	0.007950	0.016186	0.017682	0.001719	0.000434	0.200315	0.178921	0.505303	0.115462	
295000	-904.044455	1	0.000171	0.000181	0.000164	0.006409	0.019394	0.001052	0.002481	0.034137	0.018900	0.020887	0.000437	0.000169	0.407547	0.154908	0.273023	0.164522	
296000	-898.250336	1	0.000308	0.000030	0.000232	0.007123	0.021024	0.000768	0.003551	0.030839	0.017782	0.015932	0.000422	0.000044	0.601173	0.163639	0.152919	0.082268	
297000	-903.583382	1	0.000013	0.000584	0.000293	0.000623	0.048109	0.001667	0.019599	0.072954	0.014247	0.015927	0.000367	0.000810	0.566216	0.100577	0.249634	0.083573	
298000	-899.183610	1	0.000303	0.000074	0.000211	0.001749	0.051047	0.006688	0.017110	0.078266	0.005364	0.014434	0.000174	0.000270	0.432402	0.182687	0.341231	0.043681	
299000	-897.068765	1	0.000352	0.000044	0.000410	0.000363	0.027635	0.001204	0.015599	0.027411	0.009873	0.014938	0.000022	0.000229	0.410634	0.076059	0.470482	0.042825	
300000	-902.753024	1	0.000098	0.000230	0.000173	0.001486	0.023146	0.002299	0.033060	0.033556	0.011527	0.013018	0.000443	0.000660	0.061593	0.207238	0.719155	0.012013	
301000	-903.549389	1	0.000003	0.000402	0.000225	0.002669	0.063322	0.004318	0.026416	0.098958	0.004192	0.014778	0.000499	0.000101	0.078052	0.409840	0.500248	0.011861	
302000	-902.804565	1	0.000431	0.000014	0.000288	0.004316	0.064228	0.005820	0.006749	0.097613	0.004520	0.012711	0.000385	0.000665	0.872468	0.026455	0.032560	0.068516	
303000	-901.297355	1	0.000392	0.000003	0.000203	0.004217	0.042737	0.007360	0.014410	0.085280	0.001222	0.013280	0.000127	0.000913	0.530185	0.156804	0.259639	0.053372	
304000	-897.956113	1	0.000380	0.000010	0.000324	0.011369	0.018246	0.007866	0.000660	0.044214	0.000890	0.016647	0.000401	0.000406	0.339648	0.451740	0.142701	0.065911	
305000	-894.531200	1	0.000225	0.000131	0.000381	0.012136	0.006339	0.005685	0.001309	0.018853	0.002777	0.013820	0.000129	0.000180	0.302322	0.605191	0.066938	0.025549	
306000	-900.243270	1	0.000180	0.000174	0.000266	0.011362	0.021942	0.003454	0.001201	0.031529	0.008453	0.017469	0.000529	0.000088	0.366425	0.415172	0.136992	0.081411	
307000	-904.624514	1	0.000438	0.000097	0.000386	0.006889	0.065822	0.003777	0.005621	0.091001	0.010489	0.019127	0.000354	0.000042	0.577191	0.158492	0.160877	0.103440	
308000	-896.072786	1	0.000355	0.000056	0.000215	0.002133	0.017431	0.003939	0.013589	0.019642	0.005840	0.014590	0.000103	0.000069	0.396487	0.063945	0.503904	0.035664	
309000	-897.622923	1	0.000397	0.000048	0.000214	0.001637	0.015982	0.001023	0.012584	0.013628	0.019036	0.016216	0.000043	0.000178	0.377961	0.047531	0.529728	0.044780	
310000	-900.625685	1	0.000213	0.000261	0.000232	0.001273	0.033663	0.000849	0.021176	0.039027	0.014223	0.012824	0.000226	0.001139	0.372596	0.131729	0.457743	0.037932	
311000	-902.630289	1	0.000014	0.000400	0.000214	0.004391	0.038177	0.005364	0.016227	0.061797	0.004967	0.015772	0.000234	0.000917	0.261574	0.253789	0.428524	0.056113	
312000	-908.580826	1	0.000224	0.000193	0.000206	0.003245	0.017144	0.002355	0.003846	0.026175	0.014857	0.014361	0.003052	0.000732	0.324473	0.008580	0.038745	0.628202	
313000	-900.592862	1	0.000272	0.000020	0.000216	0.000462	0.014552	0.004059	0.018972	0.010773	0.007355	0.011542	0.000640	0.000716	0.085998	0.058381	0.843234	0.012388	
314000	-902.524172	1	0.000153	0.000276	0.000320	0.000886	0.045335	0.000106	0.018209	0.056762	0.013624	0.012888	0.000184	0.001689	0.550979	0.099647	0.285135	0.064240	
315000	-900.324076	1	0.000293	0.000037	0.000243	0.003434	0.013570	0.000146	0.010612	0.010587	0.008982	0.012927	0.001296	0.000156	0.350336	0.045555	0.527855	0.076254	
316000	-901.216444	1	0.000223	0.000121	0.000331	0.006050	0.043092	0.000027	0.012150	0.067502	0.015634	0.013263	0.000455	0.000357	0.408276	0.237668	0.314781	0.039275	
317000	-897.451229	1	0.000270	0.000234	0.000329	0.001184	0.023665	0.000382	0.017361	0.023229	0.013161	0.013535	0.000379	0.000109	0.469933	0.062464	0.430866	0.036738	
318000	-898.179351	1	0.000288	0.000077	0.000237	0.000750	0.060523	0.004263	0.019547	0.083887	0.005046	0.014693	0.000518	0.000045	0.367119	0.212329	0.378482	0.042070	
319000	-895.678931	1	0.000199	0.000178	0.000187	0.000590	0.016599	0.001819	0.020037	0.016018	0.006357	0.014586	0.000192	0.000080	0.146675	0.064727	0.774258	0.014340	
320000	-901.560814	1	0.000184	0.000249	0.000164	0.002524	0.024074	0.006788	0.011699	0.049732	0.003636	0.014494	0.000547	0.000216	0.765596	0.036903	0.121667	0.075834	
321000	-905.070479	1	0.000165	0.000269	0.000183	0.006287	0.027060	0.007647	0.007227	0.077269	0.001410	0.012672	0.000804	0.000056	0.781074	0.079720	0.084306	0.054900	
322000	-899.569897	1	0.000238	0.000145	0.000139	0.001763	0.016257	0.005707	0.029879	0.017548	0.001618	0.014145	0.000101	0.000455	0.045754	0.160928	0.786056	0.007262	
323000	-905.389645	1	0.000092	0.000431	0.000239	0.005749	0.040109	0.008622	0.011736	0.062285	0.005106	0.016446	0.000258	0.000281	0.401757	0.234409	0.309016	0.054817	
324000	-900.800175	1	0.000252	0.000131	0.000191	0.004943	0.031775	0.001870	0.005851	0.048878	0.016464	0.016072	0.000344	0.000855	0.666206	0.081840	0.129801	0.122153	
325000	-908.515396	1	0.000180	0.000036	0.000256	0.005401	0.036012	0.008368	0.009320	0.047885	0.003553	0.021277	0.000034	0.000878	0.068277	0.401899	0.443932	0.085892	
326000	-897.174075	1	0.000378	0.000015	0.000270	0.002777	0.025992	0.003721	0.013113	0.030089	0.006811	0.015341	0.000004	0.000506	0.429761	0.105586	0.406322	0.058331	
327000	-898.989680	1	0.000216	0.000145	0.000210	0.001076	0.021906	0.001487	0.018266	0.029149	0.007039	0.014740	0.000267	0.000718	0.315230	0.073215	0.552532	0.059022	
328000	-900.866478	1	0.000313	0.000025	0.000358	0.001680	0.019392	0.004000	0.025832	0.020785	0.009547	0.016801	0.000034	0.000942	0.084838	0.180161	0.712974	0.022027	
329000	-900.701154	1	0.000214	0.000197	0.000256	0.002346	0.045357	0.007415	0.006070	0.080336	0.008259	0.018005	0.000029	0.000116	0.789709	0.042359	0.062123	0.105809	
330000	-900.115558	1	0.000145	0.000258	0.000168	0.001930	0.013391	0.002227	0.025657	0.012031	0.006381	0.013439	0.000312	0.000693	0.065108	0.075283	0.847725	0.011884	
331000	-901.954984	1	0.000307	0.000068	0.000202	0.006620	0.061900	0.006352	0.003025	0.097660	0.007083	0.018659	0.000854	0.000170	0.550531	0.143475	0.123937	0.182057	
332000	-899.847688	1	0.000261	0.000157	0.000254	0.002634	0.040352	0.004682	0.014172	0.068942	0.011391	0.015569	0.000068	0.000426	0.545028	0.126455	0.263641	0.064876	
333000	-900.855376	1	0.000138	0.000226	0.000179	0.002855	0.014721	0.002114	0.018268	0.022477	0.015801	0.016142	0.000679	0.000210	0.199283	0.081424	0.680825	0.038467	
334000	-905.009058	1	0.000012	0.000657	0.000117	0.000741	0.058670	0.000115	0.023767	0.083945	0.018260	0.015496	0.000540	0.000205	0.378270	0.214817	0.359339	0.047573	
335000	-904.336233	1	0.000034	0.000368	0.000211	0.003392	0.056666	0.001891	0.010099	0.087634	0.017898	0.013858	0.000788	0.000298	0.721492	0.080038	0.126721	0.071749	
336000	-899.802804	1	0.000040	0.000419	0.000180	0.004035	0.041218	0.001503	0.014116	0.078763	0.013941	0.014533	0.000160	0.000342	0.594649	0.122929	0.224493	0.057930	
337000	-901.821363	1	0.000310	0.000056	0.000267	0.001912	0.042009	0.002332	0.009278	0.055124	0.005993	0.015183	0.000168	0.000585	0.757226	0.021824	0.062256	0.158694	
338000	-899.168376	1	0.000200	0.000231	0.000277	0.000826	0.036135	0.006632	0.025301	0.068534	0.001835	0.014498	0.000306	0.000057	0.312475	0.175382	0.482707	0.029436	
339000	-901.908367	1	0.000195	0.000234	0.000180	0.002838	0.020284	0.002459	0.013833	0.040784	0.009544	0.014121	0.000268	0.000747	0.670773	0.039400	0.210247	0.079581	
340000	-903.004005	1	0.000302	0.000027	0.000293	0.001431	0.044871	0.003005	0.008117	0.051415	0.010367	0.013719	0.000191	0.000807	0.823278	0.023112	0.067079	0.086532	
341000	-906.133111	1	0.000271	0.000024	0.000343	0.000951	0.034235	0.009825	0.012908	0.047969	0.006182	0.015287	0.000548	0.000971	0.432715	0.120341	0.341090	0.105855	
342000	-902.043141	1	0.000294	0.000130	0.000266	0.001754	0.053071	0.006607	0.020261	0.092758	0.002731	0.014800	0.000113	0.001506	0.395510	0.191922	0.336251	0.076317	
343000	-902.172965	1	0.000243	0.000040	0.000218	0.002398	0.035560	0.005038	0.013924	0.043316	0.004950	0.016151	0.001031	0.000634	0.263006	0.175418	0.432384	0.129192	
344000	-903.802946	1	0.000019	0.000424	0.000112	0.002130	0.019131	0.000483	0.017169	0.024304	0.008387	0.012523	0.000356	0.000466	0.492209	0.050042	0.420827	0.036921	
345000	-904.746994	1	0.000352	0.000115	0.000272	0.009273	0.070997	0.003207	0.008787	0.088102	0.006939	0.016513	0.000054	0.000992	0.287619	0.327973	0.325537	0.058872	
346000	-903.728381	1	0.000422	0.000027	0.000290	0.009526	0.041132	0.004734	0.002689	0.068444	0.009146	0.018790	0.001110	0.000216	0.400757	0.260228	0.194575	0.144439	
347000	-900.915357	1	0.000332	0.000031	0.000357	0.010152	0.032899	0.005265	0.000812	0.067694	0.001664	0.016217	0.000804	0.000268	0.567331	0.212640	0.097651	0.122378	
348000	-899.230972	1	0.000264	0.000166	0.000205	0.009551	0.003429	0.008877	0.004785	0.012920	0.002676	0.017645	0.000036	0.000796	0.336713	0.438874	0.134944	0.089468	
349000	-898.964188	1	0.000073	0.000199	0.000364	0.011374	0.002647	0.007031	0.001759	0.016848	0.001476	0.016882	0.000609	0.000660	0.194694	0.661184	0.074494	0.069627	
350000	-906.460832	1	0.000266	0.000040	0.000338	0.009299	0.052703	0.008364	0.001421	0.071219	0.002578	0.014293	0.000677	0.001805	0.470580	0.086226	0.043207	0.399986	
351000	-903.018264	1	0.000016	0.000292	0.000187	0.015721	0.006467	0.003828	0.002746	0.024095	0.004281	0.014467	0.001162	0.000205	0.108555	0.631771	0.238766	0.020908	
352000	-906.194966	1	0.000283	0.000116	0.000389	0.007597	0.068044	0.001168	0.001738	0.091013	0.013134	0.013551	0.001636	0.000247	0.755041	0.035873	0.027746	0.181340	
353000	-902.389422	1	0.000209	0.000108	0.000270	0.007065	0.038392	0.002217	0.002662	0.057615	0.013815	0.014787	0.000750	0.000714	0.696109	0.104565	0.079225	0.120100	
354000	-904.279042	1	0.000192	0.000094	0.000199	0.003489	0.023577	0.004481	0.013830	0.048329	0.007372	0.015025	0.000055	0.002012	0.343697	0.115501	0.351228	0.189574	
355000	-904.187561	1	0.000274	0.000085	0.000322	0.005826	0.046254	0.003228	0.007821	0.064872	0.005152	0.016182	0.001307	0.000967	0.257947	0.042058	0.053076	0.646919	
356000	-900.110285	1	0.000290	0.000050	0.000199	0.005545	0.022629	0.007170	0.006720	0.050501	0.004214	0.016032	0.000070	0.000354	0.590970	0.158133	0.170114	0.080783	
357000	-901.937658	1	0.000109	0.000411	0.000114	0.002759	0.050363	0.001366	0.012130	0.097365	0.018423	0.016454	0.000049	0.000516	0.694482	0.074698	0.139125	0.091695	
358000	-900.005882	1	0.000244	0.000079	0.000227	0.009903	0.045917	0.004622	0.006954	0.090331	0.004468	0.015515	0.000358	0.000244	0.188911	0.404800	0.374586	0.031703	
359000	-906.690345	1	0.000141	0.000463	0.000199	0.002194	0.051736	0.003650	0.009402	0.072176	0.008698	0.015971	0.001091	0.000292	0.658249	0.019272	0.042329	0.280151	
360000	-900.214145	1	0.000195	0.000156	0.000271	0.001156	0.056910	0.001507	0.013430	0.085675	0.014695	0.015891	0.000952	0.000179	0.615946	0.087348	0.184461	0.112245	
361000	-896.454424	1	0.000163	0.000266	0.000232	0.000968	0.015001	0.002343	0.022483	0.012887	0.009949	0.016039	0.000460	0.000051	0.108998	0.070762	0.805423	0.014817	
362000	-898.510130	1	0.000162	0.000205	0.000270	0.000943	0.025188	0.000818	0.018139	0.030844	0.016988	0.013984	0.000149	0.001208	0.369515	0.081995	0.492089	0.056401	
363000	-901.918185	1	0.000048	0.000285	0.000277	0.000811	0.043758	0.000279	0.012958	0.045724	0.014864	0.015573	0.000142	0.000695	0.500888	0.102100	0.316097	0.080915	
364000	-904.162818	1	0.000444	0.000018	0.000275	0.008128	0.056895	0.008263	0.003351	0.087568	0.003538	0.016159	0.000728	0.001262	0.597281	0.114397	0.084053	0.204270	
365000	-903.929171	1	0.000466	0.000023	0.000286	0.015320	0.059500	0.004644	0.002413	0.094468	0.002612	0.015282	0.000804	0.000207	0.230586	0.408288	0.322738	0.038389	
366000	-897.801172	1	0.000359	0.000036	0.000245	0.001748	0.024570	0.006436	0.011601	0.033566	0.003674	0.016610	0.000211	0.000172	0.601666	0.063599	0.251573	0.083163	
367000	-897.750273	1	0.000301	0.000043	0.000217	0.010391	0.010902	0.004767	0.002867	0.019904	0.002252	0.015340	0.000227	0.000560	0.428121	0.441548	0.069755	0.060576	
368000	-903.467473	1	0.000209	0.000135	0.000242	0.012620	0.023504	0.007577	0.004726	0.045830	0.004364	0.017817	0.000397	0.000130	0.077625	0.534667	0.367694	0.020014	
369000	-895.710101	1	0.000283	0.000146	0.000384	0.012684	0.002798	0.005461	0.000920	0.014215	0.000796	0.015566	0.000485	0.000150	0.266201	0.657753	0.039152	0.036894	
370000	-898.802027	1	0.000219	0.000120	0.000402	0.015826	0.009771	0.001331	0.000629	0.020054	0.005913	0.012954	0.000533	0.000412	0.146798	0.740636	0.095602	0.016963	
371000	-905.403249	1	0.000376	0.000040	0.000191	0.011491	0.055583	0.007376	0.003017	0.077790	0.003456	0.015906	0.001006	0.001073	0.364383	0.287367	0.205842	0.142408	
372000	-901.434954	1	0.000063	0.000445	0.000194	0.000650	0.035553	0.001589	0.011099	0.055356	0.012823	0.015346	0.000537	0.000076	0.844154	0.010436	0.054316	0.091094	
373000	-908.770996	1	0.000107	0.000217	0.000226	0.005134	0.060666	0.004527	0.017295	0.076258	0.007167	0.017630	0.000663	0.001192	0.053442	0.419283	0.481089	0.046186	
374000	-904.628049	1	0.000225	0.000207	0.000317	0.001057	0.028273	0.003709	0.018041	0.051899	0.006444	0.012375	0.000242	0.001956	0.665493	0.030794	0.156398	0.147315	
375000	-904.273904	1	0.000236	0.000110	0.000346	0.001171	0.057631	0.007301	0.013427	0.064251	0.007380	0.015933	0.000329	0.000358	0.428450	0.181769	0.323488	0.066293	
376000	-898.397177	1	0.000351	0.000099	0.000210	0.001044	0.022355	0.002437	0.014790	0.018979	0.006620	0.014450	0.000784	0.000041	0.386525	0.067364	0.502286	0.043826	
377000	-900.583382	1	0.000152	0.000135	0.000328	0.000977	0.031072	0.000288	0.030119	0.035976	0.012792	0.014102	0.000492	0.000350	0.050716	0.276532	0.662519	0.010233	
378000	-903.107688	1	0.000273	0.000039	0.000330	0.002151	0.024368	0.000013	0.021232	0.017673	0.012667	0.015305	0.000887	0.002586	0.072201	0.167519	0.678587	0.081694	
379000	-898.552471	1	0.000094	0.000207	0.000199	0.000714	0.019906	0.000013	0.016632	0.020767	0.012931	0.013979	0.000267	0.001082	0.287632	0.058589	0.597701	0.056078	
380000	-897.656853	1	0.000198	0.000100	0.000350	0.000096	0.024527	0.000197	0.020857	0.024104	0.011655	0.013844	0.000741	0.001062	0.166657	0.098986	0.690061	0.044295	
381000	-899.275782	1	0.000141	0.000114	0.000359	0.000053	0.040007	0.001651	0.020180	0.054603	0.011186	0.015595	0.000308	0.000081	0.224527	0.186823	0.556896	0.031754	
382000	-903.959874	1	0.000135	0.000162	0.000319	0.004474	0.026036	0.003895	0.018264	0.028545	0.001246	0.014464	0.000465	0.000237	0.071801	0.263062	0.652802	0.012336	
383000	-899.896659	1	0.000385	0.000176	0.000183	0.008148	0.013274	0.006791	0.003200	0.024544	0.001254	0.015112	0.000127	0.000386	0.784628	0.111437	0.026494	0.077440	
384000	-898.463108	1	0.000194	0.000240	0.000237	0.010227	0.003984	0.007744	0.003785	0.015747	0.001955	0.013090	0.000021	0.000749	0.599808	0.299886	0.054652	0.045654	
385000	-894.912408	1	0.000326	0.000084	0.000221	0.010289	0.008424	0.010025	0.001425	0.021324	0.000345	0.017512	0.000907	0.000237	0.315082	0.526804	0.062955	0.095159	
386000	-895.489943	1	0.000179	0.000127	0.000287	0.013067	0.004768	0.005905	0.001971	0.015343	0.001838	0.015123	0.001098	0.000460	0.127718	0.760014	0.069227	0.043041	
387000	-899.332850	1	0.000157	0.000084	0.000282	0.008657	0.003673	0.007632	0.001127	0.018385	0.000615	0.019279	0.000749	0.000692	0.168254	0.591606	0.052744	0.187395	
388000	-894.498973	1	0.000246	0.000144	0.000330	0.016076	0.007069	0.006173	0.000080	0.020833	0.003715	0.016351	0.000489	0.000063	0.105789	0.764510	0.110693	0.019008	
389000	-892.535598	1	0.000232	0.000146	0.000265	0.009640	0.004499	0.008530	0.001301	0.018367	0.000964	0.016228	0.000043	0.000379	0.423454	0.476494	0.045936	0.054116	
390000	-897.146934	1	0.000282	0.000173	0.000187	0.010346	0.007122	0.008644	0.002863	0.017811	0.001828	0.018209	0.000488	0.000216	0.303234	0.546019	0.078422	0.072325	
391000	-901.870119	1	0.000329	0.000118	0.000176	0.005721	0.032665	0.003943	0.004378	0.041701	0.013003	0.017794	0.000183	0.000582	0.635347	0.114103	0.127951	0.122598	
392000	-900.059967	1	0.000030	0.000360	0.000232	0.002127	0.051564	0.001819	0.009695	0.081349	0.015977	0.016742	0.000051	0.000205	0.713556	0.065706	0.132876	0.087863	
393000	-900.170468	1	0.000186	0.000145	0.000183	0.002579	0.027849	0.004732	0.010412	0.049158	0.005239	0.015476	0.000015	0.000463	0.703358	0.051839	0.154309	0.090495	
394000	-899.925142	1	0.000132	0.000176	0.000303	0.000260	0.028605	0.001080	0.021789	0.038112	0.018299	0.016337	0.000542	0.000646	0.177552	0.142616	0.625892	0.053939	
395000	-903.414788	1	0.000420	0.000173	0.000226	0.000902	0.026260	0.002090	0.016412	0.019556	0.014875	0.015455	0.000151	0.001162	0.407029	0.084572	0.447080	0.061320	
396000	-896.957930	1	0.000160	0.000164	0.000286	0.002406	0.021293	0.000260	0.019321	0.020315	0.013061	0.015191	0.000597	0.000598	0.121547	0.130887	0.717574	0.029991	
397000	-905.134755	1	0.000315	0.000191	0.000297	0.005443	0.047361	0.005851	0.012047	0.094759	0.005436	0.017561	0.000063	0.001355	0.450542	0.190495	0.239059	0.119904	
398000	-899.215222	1	0.000244	0.000083	0.000288	0.000848	0.040394	0.001861	0.013350	0.060488	0.015404	0.016930	0.000616	0.000075	0.538108	0.088792	0.274199	0.098901	
399000	-909.020611	1	0.000290	0.000083	0.000342	0.004374	0.026225	0.003533	0.020563	0.043402	0.009636	0.013070	0.000891	0.003335	0.209777	0.173660	0.457581	0.158982	
400000	-904.884584	1	0.000329	0.000146	0.000126	0.001135	0.017140	0.006617	0.021998	0.016259	0.007826	0.019329	0.000476	0.000541	0.110076	0.165163	0.685394	0.039367	
401000	-901.484147	1	0.000187	0.000216	0.000242	0.001756	0.030397	0.003797	0.023441	0.037593	0.008758	0.013827	0.001259	0.000188	0.163616	0.199297	0.612405	0.024681	
402000	-898.385353	1	0.000306	0.000057	0.000202	0.000143	0.035614	0.006013	0.020609	0.051778	0.005386	0.015804	0.000413	0.000413	0.275457	0.165024	0.509646	0.049873	
403000	-896.423849	1	0.000255	0.000072	0.000265	0.000172	0.022541	0.001575	0.019499	0.028362	0.009475	0.017222	0.000096	0.000141	0.191145	0.091264	0.686637	0.030954	
404000	-900.565500	1	0.000246	0.000149	0.000266	0.000266	0.026246	0.001168	0.015978	0.034955	0.008761	0.012715	0.000353	0.001020	0.637188	0.033100	0.245599	0.084112	
405000	-903.475191	1	0.000068	0.000328	0.000291	0.001319	0.054543	0.005455	0.012848	0.071069	0.009946	0.015491	0.000297	0.000760	0.601078	0.103827	0.205760	0.089334	
406000	-901.220937	1	0.000153	0.000177	0.000448	0.001087	0.020629	0.003724	0.027098	0.021573	0.005403	0.016559	0.000383	0.000541	0.045199	0.170413	0.769424	0.014964	
407000	-905.655890	1	0.000134	0.000334	0.000237	0.004696	0.018882	0.006694	0.006574	0.042396	0.005119	0.013569	0.000792	0.000723	0.816807	0.028520	0.038206	0.116467	
408000	-899.827737	1	0.000146	0.000307	0.000292	0.002560	0.049432	0.005911	0.013388	0.082721	0.005563	0.017606	0.000218	0.000131	0.570420	0.128388	0.216804	0.084388	
409000	-903.347016	1	0.000223	0.000190	0.000252	0.000925	0.049618	0.000352	0.014116	0.090760	0.020052	0.016824	0.001087	0.000709	0.558412	0.046355	0.128112	0.267121	
410000	-898.941311	1	0.000287	0.000098	0.000159	0.002401	0.049736	0.002183	0.010425	0.075238	0.011686	0.016444	0.000064	0.000273	0.686983	0.074032	0.149916	0.089068	
411000	-899.456519	1	0.000283	0.000105	0.000331	0.008871	0.040886	0.001439	0.004719	0.059827	0.011604	0.014005	0.000060	0.000261	0.604986	0.194771	0.149828	0.050415	
412000	-899.754065	1	0.000163	0.000114	0.000343	0.001503	0.015847	0.002731	0.017182	0.015008	0.004094	0.015597	0.000503	0.000605	0.103576	0.073061	0.789150	0.034213	
413000	-901.570126	1	0.000161	0.000205	0.000323	0.001712	0.054240	0.009455	0.009217	0.081994	0.001330	0.016109	0.000288	0.000584	0.769758	0.043649	0.071742	0.114851	
414000	-898.610238	1	0.000182	0.000396	0.000228	0.001438	0.016635	0.001459	0.016743	0.017935	0.016787	0.016919	0.000071	0.000276	0.368393	0.051695	0.531135	0.048777	
415000	-902.982185	1	0.000177	0.000264	0.000247	0.001872	0.053179	0.000270	0.020292	0.066825	0.008551	0.013776	0.000927	0.000524	0.334976	0.210371	0.400600	0.054052	
416000	-899.185152	1	0.000251	0.000060	0.000250	0.000883	0.028526	0.006986	0.024158	0.038350	0.002263	0.017053	0.000488	0.000090	0.065636	0.235862	0.683191	0.015311	
417000	-899.310236	1	0.000315	0.000023	0.000339	0.003579	0.025744	0.001707	0.010756	0.033587	0.011028	0.014296	0.000869	0.000297	0.548729	0.083279	0.290644	0.077348	
418000	-901.363198	1	0.000085	0.000234	0.000391	0.004017	0.061839	0.003627	0.013918	0.098080	0.007005	0.014307	0.000430	0.000183	0.416361	0.226633	0.310041	0.046965	
419000	-902.480682	1	0.000023	0.000262	0.000279	0.008606	0.022358	0.005221	0.001887	0.059311	0.003257	0.017801	0.000130	0.000045	0.443062	0.323982	0.164517	0.068439	
