Default schedule
Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
848	0.395047	152	0.868421	0.106140	848	0.395047	0.467000	0.383584	
832	0.322115	168	0.851190	0.106140	832	0.322115	0.411000	0.383660	
824	0.302184	176	0.886364	0.106140	824	0.302184	0.405000	0.383719	
837	0.274791	163	0.846626	0.106140	837	0.274791	0.368000	0.383676	
835	0.247904	165	0.884848	0.106140	835	0.247904	0.353000	0.383591	
833	0.290516	167	0.862275	0.106140	833	0.290516	0.386000	0.383598	
828	0.333333	172	0.802326	0.106140	828	0.333333	0.414000	0.383681	
841	0.288942	159	0.880503	0.106140	841	0.288942	0.383000	0.383679	
832	0.219952	168	0.875000	0.106140	832	0.219952	0.330000	0.383533	
795	0.238994	205	0.887805	0.106140	795	0.238994	0.372000	0.383502	
835	0.219162	165	0.800000	0.106140	835	0.219162	0.315000	0.383316	
837	0.191159	163	0.865031	0.106140	837	0.191159	0.301000	0.383094	
818	0.332518	182	0.912088	0.065400	818	0.332518	0.438000	0.383242	
834	0.382494	166	0.801205	0.065400	834	0.382494	0.452000	0.383426	
824	0.394417	176	0.897727	0.065400	824	0.394417	0.483000	0.383693	
809	0.462299	191	0.895288	0.065400	809	0.462299	0.545000	0.384125	
824	0.185680	176	0.846591	0.126874	824	0.185680	0.302000	0.383906	
836	0.218900	164	0.865854	0.118053	836	0.218900	0.325000	0.383749	
843	0.231317	157	0.859873	0.118053	843	0.231317	0.330000	0.383606	
834	0.302158	166	0.867470	0.118053	834	0.302158	0.396000	0.383639	
835	0.201198	165	0.933333	0.118053	835	0.201198	0.322000	0.383477	
816	0.241422	184	0.891304	0.118053	816	0.241422	0.361000	0.383417	
823	0.308627	177	0.932203	0.118053	823	0.308627	0.419000	0.383511	
835	0.214371	165	0.884848	0.118053	835	0.214371	0.325000	0.383358	
838	0.286396	162	0.864198	0.118053	838	0.286396	0.380000	0.383349	
843	0.227758	157	0.904459	0.118053	843	0.227758	0.334000	0.383220	
828	0.265700	172	0.813953	0.118053	828	0.265700	0.360000	0.383160	
813	0.189422	187	0.834225	0.118053	813	0.189422	0.310000	0.382971	
825	0.409697	175	0.885714	0.060446	825	0.409697	0.493000	0.383255	
815	0.164417	185	0.870270	0.115741	815	0.164417	0.295000	0.383027	
812	0.194581	188	0.904255	0.107241	812	0.194581	0.328000	0.382886	
815	0.260123	185	0.929730	0.106075	815	0.260123	0.384000	0.382889	
820	0.309756	180	0.822222	0.106075	820	0.309756	0.402000	0.382938	
813	0.296433	187	0.893048	0.106075	813	0.296433	0.408000	0.383002	
815	0.279755	185	0.859459	0.106075	815	0.279755	0.387000	0.383012	
843	0.277580	157	0.872611	0.106075	843	0.277580	0.371000	0.382981	
832	0.286058	168	0.892857	0.106075	832	0.286058	0.388000	0.382994	
825	0.341818	175	0.782857	0.106075	825	0.341818	0.419000	0.383085	
845	0.356213	155	0.845161	0.106075	845	0.356213	0.432000	0.383208	
831	0.280385	169	0.846154	0.106075	831	0.280385	0.376000	0.383190	
795	0.393711	205	0.926829	0.106075	795	0.393711	0.503000	0.383490	
803	0.320050	197	0.837563	0.106075	803	0.320050	0.422000	0.383587	
838	0.305489	162	0.814815	0.106075	838	0.305489	0.388000	0.383598	
817	0.337821	183	0.841530	0.106075	817	0.337821	0.430000	0.383713	
816	0.355392	184	0.885870	0.106075	816	0.355392	0.453000	0.383885	
816	0.377451	184	0.826087	0.106075	816	0.377451	0.460000	0.384073	
844	0.276066	156	0.878205	0.106075	844	0.276066	0.370000	0.384039	
830	0.267470	170	0.841176	0.106075	830	0.267470	0.365000	0.383992	
818	0.238386	182	0.895604	0.106075	818	0.238386	0.358000	0.383928	
827	0.241838	173	0.867052	0.106075	827	0.241838	0.350000	0.383845	
825	0.233939	175	0.891429	0.106075	825	0.233939	0.349000	0.383759	
828	0.204106	172	0.883721	0.106075	828	0.204106	0.321000	0.383606	
825	0.299394	175	0.845714	0.106075	825	0.299394	0.395000	0.383634	
833	0.324130	167	0.820359	0.106075	833	0.324130	0.407000	0.383691	
828	0.349034	172	0.790698	0.106075	828	0.349034	0.425000	0.383791	
818	0.363081	182	0.868132	0.106075	818	0.363081	0.455000	0.383963	
826	0.282082	174	0.850575	0.106075	826	0.282082	0.381000	0.383956	
828	0.361111	172	0.854651	0.106075	828	0.361111	0.446000	0.384105	
811	0.310727	189	0.883598	0.106075	811	0.310727	0.419000	0.384189	
828	0.328502	172	0.877907	0.106075	828	0.328502	0.423000	0.384281	
811	0.369914	189	0.867725	0.106075	811	0.369914	0.464000	0.384472	
822	0.356448	178	0.820225	0.106075	822	0.356448	0.439000	0.384601	
839	0.252682	161	0.894410	0.106075	839	0.252682	0.356000	0.384534	
817	0.231334	183	0.885246	0.106075	817	0.231334	0.351000	0.384454	
830	0.274699	170	0.835294	0.106075	830	0.274699	0.370000	0.384420	
824	0.246359	176	0.863636	0.106075	824	0.246359	0.355000	0.384351	
835	0.253892	165	0.854545	0.106075	835	0.253892	0.353000	0.384277	
833	0.261705	167	0.844311	0.106075	833	0.261705	0.359000	0.384217	
827	0.216445	173	0.849711	0.106075	827	0.216445	0.326000	0.384081	
827	0.262394	173	0.872832	0.106075	827	0.262394	0.368000	0.384043	
809	0.236094	191	0.853403	0.106075	809	0.236094	0.354000	0.383973	
832	0.272837	168	0.815476	0.106075	832	0.272837	0.364000	0.383927	
831	0.279182	169	0.804734	0.106075	831	0.279182	0.368000	0.383890	
837	0.301075	163	0.895706	0.106075	837	0.301075	0.398000	0.383923	
823	0.174970	177	0.785311	0.106075	823	0.174970	0.283000	0.383690	
824	0.293689	176	0.886364	0.086486	824	0.293689	0.398000	0.383723	
790	0.337975	210	0.861905	0.086486	790	0.337975	0.448000	0.383870	
819	0.374847	181	0.878453	0.086486	819	0.374847	0.466000	0.384059	
829	0.369119	171	0.847953	0.086486	829	0.369119	0.451000	0.384212	
833	0.333733	167	0.856287	0.086486	833	0.333733	0.421000	0.384296	
814	0.428747	186	0.881720	0.086486	814	0.428747	0.513000	0.384589	
817	0.323133	183	0.885246	0.116695	817	0.323133	0.426000	0.384683	
840	0.323810	160	0.887500	0.116695	840	0.323810	0.414000	0.384750	
846	0.212766	154	0.863636	0.116695	846	0.212766	0.313000	0.384587	
850	0.255294	150	0.913333	0.116695	850	0.255294	0.354000	0.384518	
849	0.239105	151	0.867550	0.116695	849	0.239105	0.334000	0.384405	
844	0.234597	156	0.814103	0.116695	844	0.234597	0.325000	0.384271	
837	0.285544	163	0.883436	0.116695	837	0.285544	0.383000	0.384268	
821	0.337393	179	0.893855	0.116695	821	0.337393	0.437000	0.384386	
811	0.219482	189	0.867725	0.116695	811	0.219482	0.342000	0.384292	
806	0.279156	194	0.850515	0.116695	806	0.279156	0.390000	0.384304	
833	0.308523	167	0.832335	0.116695	833	0.308523	0.396000	0.384330	
829	0.268999	171	0.883041	0.116695	829	0.268999	0.374000	0.384307	
825	0.232727	175	0.811429	0.116695	825	0.232727	0.334000	0.384196	
822	0.272506	178	0.882022	0.116695	822	0.272506	0.381000	0.384189	
822	0.257908	178	0.876404	0.116695	822	0.257908	0.368000	0.384153	
816	0.276961	184	0.836957	0.116695	816	0.276961	0.380000	0.384144	
807	0.237918	193	0.823834	0.116695	807	0.237918	0.351000	0.384072	
823	0.266100	177	0.870056	0.116695	823	0.266100	0.373000	0.384047	
823	0.235723	177	0.915254	0.116695	823	0.235723	0.356000	0.383986	
823	0.283111	177	0.802260	0.116695	823	0.283111	0.375000	0.383966	
828	0.328502	172	0.906977	0.116695	828	0.328502	0.428000	0.384062	
841	0.230678	159	0.899371	0.116695	841	0.230678	0.337000	0.383960	
841	0.254459	159	0.886792	0.116695	841	0.254459	0.355000	0.383897	
833	0.282113	167	0.862275	0.116695	833	0.282113	0.379000	0.383887	
826	0.248184	174	0.925287	0.116695	826	0.248184	0.366000	0.383848	
845	0.252071	155	0.903226	0.116695	845	0.252071	0.353000	0.383782	
843	0.220641	157	0.859873	0.116695	843	0.220641	0.321000	0.383647	
824	0.274272	176	0.897727	0.116695	824	0.274272	0.384000	0.383648	
840	0.266667	160	0.837500	0.116695	840	0.266667	0.358000	0.383593	
859	0.270081	141	0.886525	0.116695	859	0.270081	0.357000	0.383536	
818	0.242054	182	0.879121	0.116695	818	0.242054	0.358000	0.383482	
836	0.315789	164	0.896341	0.116695	836	0.315789	0.411000	0.383541	
817	0.298654	183	0.743169	0.116695	817	0.298654	0.380000	0.383533	
821	0.241169	179	0.882682	0.116695	821	0.241169	0.356000	0.383475	
811	0.244143	189	0.867725	0.116695	811	0.244143	0.362000	0.383430	
814	0.270270	186	0.903226	0.116695	814	0.270270	0.388000	0.383439	
836	0.240431	164	0.829268	0.116695	836	0.240431	0.337000	0.383342	
812	0.280788	188	0.893617	0.116695	812	0.280788	0.396000	0.383368	
820	0.365854	180	0.894444	0.116695	820	0.365854	0.461000	0.383531	
818	0.289731	182	0.868132	0.116695	818	0.289731	0.395000	0.383555	
850	0.275294	150	0.860000	0.116695	850	0.275294	0.363000	0.383512	
833	0.249700	167	0.922156	0.116695	833	0.249700	0.362000	0.383467	
805	0.283230	195	0.841026	0.116695	805	0.283230	0.392000	0.383485	
795	0.262893	205	0.839024	0.116695	795	0.262893	0.381000	0.383480	
798	0.281955	202	0.861386	0.116695	798	0.281955	0.399000	0.383512	
833	0.274910	167	0.844311	0.116695	833	0.274910	0.370000	0.383484	
833	0.302521	167	0.892216	0.116695	833	0.302521	0.401000	0.383520	
822	0.272506	178	0.820225	0.116695	822	0.272506	0.370000	0.383492	
811	0.266338	189	0.841270	0.116695	811	0.266338	0.375000	0.383475	
846	0.208038	154	0.889610	0.116695	846	0.208038	0.313000	0.383331	
835	0.297006	165	0.848485	0.116695	835	0.297006	0.388000	0.383340	
839	0.253874	161	0.888199	0.116695	839	0.253874	0.356000	0.383284	
847	0.227863	153	0.830065	0.116695	847	0.227863	0.320000	0.383156	
836	0.251196	164	0.847561	0.116695	836	0.251196	0.349000	0.383086	
820	0.258537	180	0.938889	0.116695	820	0.258537	0.381000	0.383082	
844	0.331754	156	0.833333	0.116695	844	0.331754	0.410000	0.383137	
842	0.295724	158	0.816456	0.116695	842	0.295724	0.378000	0.383126	
824	0.281553	176	0.857955	0.116695	824	0.281553	0.383000	0.383126	
837	0.223417	163	0.852761	0.116695	837	0.223417	0.326000	0.383011	
828	0.269324	172	0.773256	0.116695	828	0.269324	0.356000	0.382957	
829	0.281062	171	0.883041	0.116695	829	0.281062	0.384000	0.382959	
823	0.211422	177	0.847458	0.116695	823	0.211422	0.324000	0.382842	
804	0.175373	196	0.897959	0.116695	804	0.175373	0.317000	0.382710	
822	0.299270	178	0.898876	0.113039	822	0.299270	0.406000	0.382757	
824	0.207524	176	0.835227	0.113039	824	0.207524	0.318000	0.382628	
823	0.246659	177	0.887006	0.113039	823	0.246659	0.360000	0.382583	
836	0.190191	164	0.804878	0.113039	836	0.190191	0.291000	0.382402	
828	0.202899	172	0.825581	0.109849	828	0.202899	0.310000	0.382260	
838	0.155131	162	0.833333	0.109849	838	0.155131	0.265000	0.382029	
859	0.396973	141	0.879433	0.073316	859	0.396973	0.465000	0.382192	
842	0.406176	158	0.867089	0.073316	842	0.406176	0.479000	0.382382	
836	0.240431	164	0.853659	0.127042	836	0.240431	0.341000	0.382301	
840	0.211905	160	0.818750	0.127042	840	0.211905	0.309000	0.382157	
860	0.201163	140	0.835714	0.127042	860	0.201163	0.290000	0.381978	
832	0.162260	168	0.857143	0.127042	832	0.162260	0.279000	0.381777	
818	0.210269	182	0.901099	0.110446	818	0.210269	0.336000	0.381689	
801	0.330836	199	0.879397	0.110446	801	0.330836	0.440000	0.381802	
818	0.309291	182	0.884615	0.110446	818	0.309291	0.414000	0.381864	
818	0.250611	182	0.862637	0.110446	818	0.250611	0.362000	0.381826	
839	0.234803	161	0.857143	0.110446	839	0.234803	0.335000	0.381735	
811	0.282367	189	0.873016	0.110446	811	0.282367	0.394000	0.381759	
838	0.251790	162	0.864198	0.110446	838	0.251790	0.351000	0.381700	
827	0.304716	173	0.867052	0.110446	827	0.304716	0.402000	0.381739	
836	0.210526	164	0.908537	0.110446	836	0.210526	0.325000	0.381630	
836	0.315789	164	0.865854	0.110446	836	0.315789	0.406000	0.381677	
812	0.300493	188	0.893617	0.110446	812	0.300493	0.412000	0.381735	
827	0.322854	173	0.913295	0.110446	827	0.322854	0.425000	0.381817	
806	0.261787	194	0.793814	0.110446	806	0.261787	0.365000	0.381785	
832	0.242788	168	0.839286	0.110446	832	0.242788	0.343000	0.381711	
825	0.304242	175	0.811429	0.110446	825	0.304242	0.393000	0.381733	
844	0.284360	156	0.833333	0.110446	844	0.284360	0.370000	0.381711	
826	0.342615	174	0.896552	0.110446	826	0.342615	0.439000	0.381818	
854	0.266979	146	0.828767	0.110446	854	0.266979	0.349000	0.381757	
829	0.227986	171	0.836257	0.110446	829	0.227986	0.332000	0.381663	
827	0.235792	173	0.861272	0.110446	827	0.235792	0.344000	0.381593	
841	0.240190	159	0.798742	0.110446	841	0.240190	0.329000	0.381495	
812	0.261084	188	0.867021	0.110446	812	0.261084	0.375000	0.381482	
818	0.323961	182	0.835165	0.110446	818	0.323961	0.417000	0.381549	
821	0.285018	179	0.821229	0.110446	821	0.285018	0.381000	0.381548	
819	0.250305	181	0.861878	0.110446	819	0.250305	0.361000	0.381509	
828	0.304348	172	0.883721	0.110446	828	0.304348	0.404000	0.381551	
836	0.309809	164	0.884146	0.110446	836	0.309809	0.404000	0.381593	
829	0.240048	171	0.894737	0.110446	829	0.240048	0.352000	0.381538	
816	0.264706	184	0.929348	0.110446	816	0.264706	0.387000	0.381548	
830	0.260241	170	0.929412	0.110446	830	0.260241	0.374000	0.381534	
814	0.321867	186	0.870968	0.110446	814	0.321867	0.424000	0.381612	
824	0.259709	176	0.857955	0.110446	824	0.259709	0.365000	0.381582	
794	0.277078	206	0.854369	0.110446	794	0.277078	0.396000	0.381608	
831	0.282792	169	0.875740	0.110446	831	0.282792	0.383000	0.381611	
822	0.227494	178	0.837079	0.110446	822	0.227494	0.336000	0.381528	
842	0.324228	158	0.867089	0.110446	842	0.324228	0.410000	0.381579	
835	0.314970	165	0.878788	0.110446	835	0.314970	0.408000	0.381627	
828	0.269324	172	0.930233	0.110446	828	0.269324	0.383000	0.381630	
840	0.304762	160	0.881250	0.110446	840	0.304762	0.397000	0.381658	
829	0.155609	171	0.865497	0.110446	829	0.155609	0.277000	0.381469	
835	0.301796	165	0.842424	0.091547	835	0.301796	0.391000	0.381486	
835	0.398802	165	0.903030	0.091547	835	0.398802	0.482000	0.381667	
833	0.309724	167	0.832335	0.091547	833	0.309724	0.397000	0.381694	
808	0.386139	192	0.875000	0.091547	808	0.386139	0.480000	0.381870	
838	0.356802	162	0.839506	0.091547	838	0.356802	0.435000	0.381965	
811	0.279901	189	0.798942	0.091547	811	0.279901	0.378000	0.381958	
841	0.272295	159	0.886792	0.091547	841	0.272295	0.370000	0.381937	
821	0.328867	179	0.893855	0.091547	821	0.328867	0.430000	0.382022	
842	0.298100	158	0.822785	0.091547	842	0.298100	0.381000	0.382021	
827	0.295042	173	0.838150	0.091547	827	0.295042	0.389000	0.382033	
829	0.261761	171	0.894737	0.091547	829	0.261761	0.370000	0.382012	
847	0.289256	153	0.862745	0.091547	847	0.289256	0.377000	0.382003	
827	0.290206	173	0.832370	0.091547	827	0.290206	0.384000	0.382006	
842	0.294537	158	0.892405	0.091547	842	0.294537	0.389000	0.382019	
834	0.318945	166	0.849398	0.091547	834	0.318945	0.407000	0.382063	
819	0.278388	181	0.911602	0.091547	819	0.278388	0.393000	0.382082	
842	0.357482	158	0.810127	0.091547	842	0.357482	0.429000	0.382164	
837	0.255675	163	0.822086	0.091547	837	0.255675	0.348000	0.382104	
845	0.250888	155	0.864516	0.091547	845	0.250888	0.346000	0.382041	
831	0.379061	169	0.816568	0.091547	831	0.379061	0.453000	0.382165	
838	0.360382	162	0.858025	0.091547	838	0.360382	0.441000	0.382267	
822	0.244526	178	0.870787	0.091547	822	0.244526	0.356000	0.382222	
825	0.344242	175	0.857143	0.091547	825	0.344242	0.434000	0.382311	
838	0.387828	162	0.802469	0.091547	838	0.387828	0.455000	0.382437	
827	0.316808	173	0.872832	0.091547	827	0.316808	0.413000	0.382490	
835	0.370060	165	0.915152	0.091547	835	0.370060	0.460000	0.382623	
858	0.340326	142	0.816901	0.091547	858	0.340326	0.408000	0.382667	
818	0.222494	182	0.879121	0.091547	818	0.222494	0.342000	0.382597	
850	0.317647	150	0.813333	0.091547	850	0.317647	0.392000	0.382613	
812	0.390394	188	0.872340	0.091547	812	0.390394	0.481000	0.382782	
841	0.331748	159	0.805031	0.091547	841	0.331748	0.407000	0.382823	
821	0.344702	179	0.916201	0.091547	821	0.344702	0.447000	0.382933	
815	0.252761	185	0.827027	0.091547	815	0.252761	0.359000	0.382892	
842	0.289786	158	0.873418	0.091547	842	0.289786	0.382000	0.382891	
842	0.255344	158	0.917722	0.091547	842	0.255344	0.360000	0.382852	
841	0.269917	159	0.855346	0.091547	841	0.269917	0.363000	0.382818	
833	0.296519	167	0.838323	0.091547	833	0.296519	0.387000	0.382825	
839	0.278903	161	0.863354	0.091547	839	0.278903	0.373000	0.382808	
835	0.382036	165	0.854545	0.091547	835	0.382036	0.460000	0.382939	
839	0.390942	161	0.850932	0.091547	839	0.390942	0.465000	0.383077	
839	0.225268	161	0.857143	0.091547	839	0.225268	0.327000	0.382983	
851	0.408931	149	0.805369	0.091547	851	0.408931	0.468000	0.383125	
831	0.110710	169	0.899408	0.121663	831	0.110710	0.244000	0.382892	
839	0.413588	161	0.869565	0.074022	839	0.413588	0.487000	0.383066	
837	0.167264	163	0.828221	0.103539	837	0.167264	0.275000	0.382886	
833	0.517407	167	0.898204	0.061234	833	0.517407	0.581000	0.383216	
835	0.407186	165	0.890909	0.076827	835	0.407186	0.487000	0.383389	
812	0.330049	188	0.925532	0.092656	812	0.330049	0.442000	0.383486	
827	0.396614	173	0.861272	0.092656	827	0.396614	0.477000	0.383641	
817	0.332925	183	0.841530	0.092656	817	0.332925	0.426000	0.383711	
847	0.330579	153	0.862745	0.092656	847	0.330579	0.412000	0.383758	
845	0.263905	155	0.858065	0.092656	845	0.263905	0.356000	0.383712	
836	0.269139	164	0.835366	0.092656	836	0.269139	0.362000	0.383676	
844	0.348341	156	0.858974	0.092656	844	0.348341	0.428000	0.383749	
839	0.307509	161	0.881988	0.092656	839	0.307509	0.400000	0.383776	
837	0.320191	163	0.871166	0.092656	837	0.320191	0.410000	0.383819	
829	0.463209	171	0.853801	0.092656	829	0.463209	0.530000	0.384058	
831	0.259928	169	0.875740	0.111350	831	0.259928	0.364000	0.384026	
838	0.215990	162	0.864198	0.111350	838	0.215990	0.321000	0.383923	
848	0.284198	152	0.822368	0.111350	848	0.284198	0.366000	0.383894	
819	0.255189	181	0.784530	0.111350	819	0.255189	0.351000	0.383840	
834	0.219424	166	0.921687	0.111350	834	0.219424	0.336000	0.383762	
832	0.209135	168	0.815476	0.111350	832	0.209135	0.311000	0.383644	
828	0.183575	172	0.877907	0.111350	828	0.183575	0.303000	0.383514	
841	0.298454	159	0.905660	0.095458	841	0.298454	0.395000	0.383532	
848	0.363208	152	0.881579	0.095458	848	0.363208	0.442000	0.383627	
821	0.345920	179	0.854749	0.095458	821	0.345920	0.437000	0.383713	
851	0.310223	149	0.859060	0.095458	851	0.310223	0.392000	0.383726	
821	0.323995	179	0.877095	0.095458	821	0.323995	0.423000	0.383789	
834	0.347722	166	0.855422	0.095458	834	0.347722	0.432000	0.383866	
828	0.286232	172	0.866279	0.095458	828	0.286232	0.386000	0.383870	
841	0.311534	159	0.930818	0.095458	841	0.311534	0.410000	0.383912	
845	0.218935	155	0.883871	0.095458	845	0.218935	0.322000	0.383813	
854	0.304450	146	0.815068	0.095458	854	0.304450	0.379000	0.383805	
837	0.268817	163	0.901840	0.095458	837	0.268817	0.372000	0.383786	
824	0.376214	176	0.852273	0.095458	824	0.376214	0.460000	0.383907	
828	0.222222	172	0.854651	0.095458	828	0.222222	0.331000	0.383823	
807	0.313507	193	0.865285	0.095458	807	0.313507	0.420000	0.383881	
835	0.280240	165	0.854545	0.095458	835	0.280240	0.375000	0.383867	
818	0.293399	182	0.901099	0.095458	818	0.293399	0.404000	0.383898	
831	0.339350	169	0.875740	0.095458	831	0.339350	0.430000	0.383971	
837	0.309438	163	0.877301	0.095458	837	0.309438	0.402000	0.383999	
829	0.322075	171	0.836257	0.095458	829	0.322075	0.410000	0.384040	
830	0.263855	170	0.847059	0.095458	830	0.263855	0.363000	0.384007	
829	0.316043	171	0.812865	0.095458	829	0.316043	0.401000	0.384034	
816	0.247549	184	0.798913	0.095458	816	0.247549	0.349000	0.383979	
830	0.290361	170	0.882353	0.095458	830	0.290361	0.391000	0.383990	
829	0.229192	171	0.871345	0.095458	829	0.229192	0.339000	0.383920	
831	0.340554	169	0.852071	0.095458	831	0.340554	0.427000	0.383987	
853	0.335287	147	0.857143	0.095458	853	0.335287	0.412000	0.384030	
831	0.340554	169	0.881657	0.095458	831	0.340554	0.432000	0.384105	
836	0.303828	164	0.810976	0.095458	836	0.303828	0.387000	0.384109	
821	0.257004	179	0.865922	0.095458	821	0.257004	0.366000	0.384081	
828	0.258454	172	0.901163	0.095458	828	0.258454	0.369000	0.384058	
822	0.321168	178	0.865169	0.095458	822	0.321168	0.418000	0.384110	
844	0.411137	156	0.826923	0.095458	844	0.411137	0.476000	0.384252	
856	0.137850	144	0.902778	0.181466	856	0.137850	0.248000	0.384042	
848	0.281840	152	0.848684	0.147766	848	0.281840	0.368000	0.384018	
839	0.246722	161	0.875776	0.147766	839	0.246722	0.348000	0.383963	
820	0.208537	180	0.883333	0.147766	820	0.208537	0.330000	0.383880	
833	0.222089	167	0.874251	0.147766	833	0.222089	0.331000	0.383799	
805	0.228571	195	0.933333	0.147766	805	0.228571	0.366000	0.383772	
857	0.208868	143	0.881119	0.147766	857	0.208868	0.305000	0.383652	
830	0.167470	170	0.858824	0.147766	830	0.167470	0.285000	0.383502	
836	0.293062	164	0.853659	0.108442	836	0.293062	0.385000	0.383505	
829	0.291918	171	0.853801	0.108442	829	0.291918	0.388000	0.383512	
829	0.289505	171	0.853801	0.108442	829	0.289505	0.386000	0.383515	
826	0.227603	174	0.844828	0.108442	826	0.227603	0.335000	0.383442	
837	0.332139	163	0.852761	0.108442	837	0.332139	0.417000	0.383493	
827	0.292624	173	0.913295	0.108442	827	0.292624	0.400000	0.383517	
837	0.224612	163	0.901840	0.108442	837	0.224612	0.335000	0.383445	
818	0.306846	182	0.807692	0.108442	818	0.306846	0.398000	0.383466	
822	0.253041	178	0.837079	0.108442	822	0.253041	0.357000	0.383427	
841	0.253270	159	0.867925	0.108442	841	0.253270	0.351000	0.383378	
814	0.287469	186	0.838710	0.108442	814	0.287469	0.390000	0.383388	
829	0.302774	171	0.853801	0.108442	829	0.302774	0.397000	0.383408	
822	0.273723	178	0.870787	0.108442	822	0.273723	0.380000	0.383403	
838	0.315036	162	0.888889	0.108442	838	0.315036	0.408000	0.383440	
844	0.238152	156	0.884615	0.108442	844	0.238152	0.339000	0.383374	
844	0.356635	156	0.884615	0.108442	844	0.356635	0.439000	0.383456	
852	0.320423	148	0.891892	0.108442	852	0.320423	0.405000	0.383488	
839	0.340882	161	0.881988	0.108442	839	0.340882	0.428000	0.383554	
839	0.243147	161	0.844720	0.108442	839	0.243147	0.340000	0.383490	
828	0.268116	172	0.860465	0.108442	828	0.268116	0.370000	0.383470	
826	0.228814	174	0.844828	0.108442	826	0.228814	0.336000	0.383400	
830	0.300000	170	0.852941	0.108442	830	0.300000	0.394000	0.383416	
809	0.318912	191	0.879581	0.108442	809	0.318912	0.426000	0.383478	
825	0.286061	175	0.891429	0.108442	825	0.286061	0.392000	0.383491	
834	0.320144	166	0.855422	0.108442	834	0.320144	0.409000	0.383528	
830	0.351807	170	0.870588	0.108442	830	0.351807	0.440000	0.383611	
834	0.254197	166	0.837349	0.108442	834	0.254197	0.351000	0.383563	
845	0.299408	155	0.858065	0.108442	845	0.299408	0.386000	0.383566	
803	0.287671	197	0.857868	0.108442	803	0.287671	0.400000	0.383590	
827	0.324063	173	0.919075	0.108442	827	0.324063	0.427000	0.383654	
812	0.261084	188	0.861702	0.108442	812	0.261084	0.374000	0.383640	
822	0.237226	178	0.870787	0.108442	822	0.237226	0.350000	0.383591	
814	0.286241	186	0.892473	0.108442	814	0.286241	0.399000	0.383613	
827	0.249093	173	0.919075	0.108442	827	0.249093	0.365000	0.383586	
830	0.257831	170	0.852941	0.108442	830	0.257831	0.359000	0.383551	
807	0.306072	193	0.901554	0.108442	807	0.306072	0.421000	0.383605	
823	0.339004	177	0.858757	0.108442	823	0.339004	0.431000	0.383673	
808	0.289604	192	0.859375	0.108442	808	0.289604	0.399000	0.383695	
810	0.293827	190	0.905263	0.108442	810	0.293827	0.410000	0.383733	
805	0.306832	195	0.748718	0.108442	805	0.306832	0.393000	0.383746	
837	0.289128	163	0.834356	0.108442	837	0.289128	0.378000	0.383738	
803	0.330012	197	0.847716	0.108442	803	0.330012	0.432000	0.383807	
855	0.353216	145	0.889655	0.108442	855	0.353216	0.431000	0.383874	
839	0.286055	161	0.881988	0.108442	839	0.286055	0.382000	0.383871	
837	0.283154	163	0.871166	0.108442	837	0.283154	0.379000	0.383864	
838	0.331742	162	0.858025	0.108442	838	0.331742	0.417000	0.383911	
842	0.294537	158	0.848101	0.108442	842	0.294537	0.382000	0.383909	
845	0.339645	155	0.922581	0.108442	845	0.339645	0.430000	0.383974	
843	0.306050	157	0.815287	0.108442	843	0.306050	0.386000	0.383977	
829	0.271411	171	0.865497	0.108442	829	0.271411	0.373000	0.383961	
844	0.219194	156	0.820513	0.108442	844	0.219194	0.313000	0.383861	
836	0.228469	164	0.896341	0.108442	836	0.228469	0.338000	0.383797	
799	0.267835	201	0.880597	0.108442	799	0.267835	0.391000	0.383807	
813	0.265683	187	0.818182	0.108442	813	0.265683	0.369000	0.383786	
794	0.186398	206	0.888350	0.108442	794	0.186398	0.331000	0.383712	
834	0.250600	166	0.843373	0.093192	834	0.250600	0.349000	0.383663	
801	0.323346	199	0.814070	0.093192	801	0.323346	0.421000	0.383716	
833	0.339736	167	0.880240	0.093192	833	0.339736	0.430000	0.383780	
820	0.350000	180	0.866667	0.093192	820	0.350000	0.443000	0.383863	
804	0.320896	196	0.826531	0.093192	804	0.320896	0.420000	0.383913	
808	0.257426	192	0.776042	0.093192	808	0.257426	0.357000	0.383876	
811	0.308261	189	0.835979	0.093192	811	0.308261	0.408000	0.383909	
831	0.271961	169	0.810651	0.093192	831	0.271961	0.363000	0.383880	
827	0.313180	173	0.890173	0.093192	827	0.313180	0.413000	0.383921	
841	0.236623	159	0.893082	0.093192	841	0.236623	0.341000	0.383861	
841	0.393579	159	0.849057	0.093192	841	0.393579	0.466000	0.383975	
828	0.317633	172	0.895349	0.093192	828	0.317633	0.417000	0.384020	
827	0.368803	173	0.855491	0.093192	827	0.368803	0.453000	0.384115	
863	0.410197	137	0.868613	0.093192	863	0.410197	0.473000	0.384237	
833	0.243697	167	0.868263	0.116944	833	0.243697	0.348000	0.384188	
810	0.304938	190	0.900000	0.116944	810	0.304938	0.418000	0.384234	
840	0.232143	160	0.850000	0.116944	840	0.232143	0.331000	0.384161	
818	0.235941	182	0.840659	0.116944	818	0.235941	0.346000	0.384109	
825	0.246061	175	0.851429	0.116944	825	0.246061	0.352000	0.384065	
832	0.311298	168	0.839286	0.116944	832	0.311298	0.400000	0.384087	
